epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.413,0.8158,0.8286,64.9,31.6,4.1262,1.1
20,0.3942,0.8185,0.8279,54.9,27.6,4.4501,2.2
30,0.3789,0.8173,0.8319,53.55,24.6,4.379,3.3
40,0.3683,0.8149,0.826,67.0,26.25,4.4599,4.3
50,0.3651,0.8142,0.8246,64.5,28.25,4.3895,5.4
60,0.3575,0.8136,0.8235,66.25,27.05,4.4574,6.5
70,0.3534,0.8137,0.8252,68.95,27.9,4.3678,7.5
80,0.3506,0.8128,0.8194,71.65,26.6,4.5389,8.6
90,0.3472,0.8126,0.8212,70.0,27.9,4.3816,9.7
100,0.3407,0.813,0.8201,62.75,26.55,4.4797,10.7
