epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4631,0.8155,0.8277,74.4,27.2,4.1881,0.9
20,0.4508,0.8178,0.832,72.45,28.3,3.8134,1.8
30,0.4481,0.82,0.8295,69.75,28.0,3.9485,2.7
40,0.4403,0.8151,0.8239,72.15,29.5,4.0439,3.5
50,0.4367,0.82,0.8309,75.8,27.65,3.634,4.4
60,0.4395,0.8214,0.8313,61.8,27.15,3.9038,5.3
70,0.4362,0.8235,0.8343,62.8,27.2,3.7499,6.2
80,0.4311,0.8212,0.8306,65.0,25.5,3.5766,7.1
90,0.4326,0.8218,0.8306,65.5,26.95,3.932,7.9
100,0.4332,0.822,0.8313,65.85,25.5,3.6843,8.8
