epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.6903,0.816,0.8289,85.2,26.5,4.1868,1.1
20,0.6544,0.8155,0.8234,85.65,26.2,4.0986,2.1
30,0.6367,0.8147,0.8233,78.3,29.15,4.3886,3.1
40,0.6209,0.8138,0.82,87.1,28.45,4.2762,4.1
50,0.6058,0.8143,0.8227,67.9,27.5,4.3435,5.1
60,0.6017,0.8101,0.8179,91.75,24.35,4.7965,6.2
70,0.5924,0.8114,0.8169,86.55,26.05,4.398,7.2
80,0.5862,0.8115,0.8166,78.9,27.95,4.5387,8.2
90,0.5787,0.813,0.8191,75.1,26.35,4.5471,9.2
100,0.5738,0.811,0.8139,93.4,27.0,4.692,10.2
