epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.6909,0.8153,0.8276,89.75,27.95,4.227,1.1
20,0.6541,0.8156,0.8241,89.35,25.55,4.2638,2.1
30,0.6355,0.8155,0.823,78.35,28.5,4.1889,3.1
40,0.624,0.8143,0.8194,85.8,26.0,4.3647,4.2
50,0.6045,0.8116,0.819,88.8,26.75,4.4812,5.2
60,0.602,0.8131,0.8214,71.2,25.75,4.3567,6.3
70,0.5938,0.8116,0.8179,84.75,27.1,4.6905,7.3
80,0.5848,0.8108,0.8163,77.2,26.85,4.6785,8.3
90,0.5804,0.8111,0.8158,80.2,29.0,4.6392,9.4
100,0.5774,0.8106,0.8154,84.1,27.6,4.5998,10.4
