epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5173,0.7945,0.807,79.2,45.8,5.7701,2.7
20,0.4983,0.8114,0.826,63.0,35.0,4.1692,5.4
30,0.4846,0.8118,0.8233,56.4,34.2,4.587,8.1
40,0.482,0.8081,0.8205,70.8,40.6,4.3446,10.8
50,0.4799,0.8094,0.8152,69.2,39.6,4.3329,13.5
60,0.4702,0.8124,0.8207,60.2,36.8,4.3131,16.2
70,0.4721,0.8139,0.8256,61.4,35.0,4.2571,18.9
80,0.4642,0.8126,0.824,45.6,33.0,4.6876,21.6
90,0.4646,0.8121,0.8238,53.2,35.4,4.2698,24.2
100,0.46,0.8131,0.8297,56.2,34.4,3.7736,26.9
