epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.455,0.8048,0.841,47.2,27.75,4.6598,1.2
20,0.4378,0.7987,0.8501,50.45,24.9,3.9898,2.3
30,0.4328,0.801,0.8511,43.95,23.55,3.9343,3.5
40,0.4255,0.803,0.853,40.6,25.3,4.0916,4.6
50,0.4281,0.8034,0.8526,40.6,25.75,3.9435,5.8
60,0.4246,0.7979,0.8534,42.05,24.55,3.9367,7.0
70,0.4205,0.7993,0.8525,38.45,24.75,4.2501,8.1
80,0.4213,0.7977,0.8539,39.0,25.6,3.8627,9.2
90,0.4209,0.7983,0.852,38.8,27.15,4.0421,10.4
100,0.4153,0.7996,0.8547,35.9,24.05,4.1204,11.6
