epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.3953,0.822,0.827,74.2,31.6,4.0579,1.1
20,0.3688,0.8191,0.8195,81.6,35.8,3.9299,2.3
30,0.3507,0.8131,0.805,91.4,38.0,4.5663,3.4
40,0.34,0.8143,0.8098,94.4,36.4,3.9043,4.5
50,0.3318,0.8108,0.8063,94.6,38.6,4.0106,5.7
60,0.3248,0.8126,0.8096,98.2,34.8,3.8454,6.8
70,0.3158,0.8117,0.8067,114.4,33.6,3.453,7.9
80,0.3137,0.8093,0.8032,108.4,36.0,3.5646,9.1
90,0.3109,0.8127,0.8052,107.2,31.0,3.4332,10.2
100,0.3067,0.8088,0.8014,106.6,36.6,3.394,11.3
