epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4292,0.8162,0.8264,72.35,28.65,4.1954,0.8
20,0.4108,0.821,0.8267,69.5,28.0,4.1632,1.6
30,0.3964,0.8183,0.8278,74.0,25.3,4.1844,2.4
40,0.385,0.8168,0.8244,74.55,26.85,4.2193,3.2
50,0.3812,0.815,0.8198,81.05,27.75,4.416,3.9
60,0.3737,0.8159,0.8231,69.95,26.65,4.4446,4.7
70,0.3691,0.8134,0.8177,81.4,29.3,4.4725,5.4
80,0.3678,0.8138,0.8193,72.1,27.3,4.5171,6.1
90,0.364,0.8122,0.8142,94.1,28.4,4.5179,6.7
100,0.3549,0.8127,0.8171,76.55,27.8,4.485,7.4
