epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.563,0.8187,0.8284,56.95,28.5,4.9052,1.1
20,0.5427,0.8192,0.8321,67.65,26.7,3.7804,2.2
30,0.5351,0.8211,0.831,66.3,27.55,3.826,3.2
40,0.5289,0.819,0.8294,63.2,28.25,3.8732,4.3
50,0.5343,0.8196,0.8304,70.2,27.9,3.7495,5.4
60,0.5217,0.8224,0.8337,59.25,26.25,3.6949,6.4
70,0.5203,0.8237,0.8357,59.25,25.5,3.6007,7.5
80,0.5169,0.8201,0.8307,62.25,28.25,3.5591,8.6
90,0.5164,0.8226,0.8332,58.7,25.4,3.8044,9.6
100,0.5137,0.8225,0.8349,54.95,25.95,3.673,10.7
