epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.3976,0.8243,0.8369,41.6,29.8,4.2088,1.6
20,0.3599,0.8261,0.8387,51.4,27.2,3.3105,3.3
30,0.3102,0.8192,0.8223,74.8,27.8,3.0187,5.0
40,0.2706,0.8148,0.8141,86.2,31.2,3.2454,6.6
50,0.2326,0.8069,0.8003,187.2,31.4,3.6021,8.2
60,0.2058,0.8071,0.8067,115.4,29.6,3.3683,9.8
70,0.182,0.8066,0.7979,162.0,28.6,3.325,11.4
80,0.1729,0.8123,0.8098,93.4,28.2,3.5683,13.1
90,0.1552,0.8049,0.801,115.6,30.4,3.6881,14.7
100,0.1435,0.8075,0.8024,114.2,30.0,3.7567,16.3
