epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5209,0.8141,0.8242,67.35,31.55,4.5459,0.9
20,0.4975,0.8174,0.8262,81.55,28.6,4.1687,1.9
30,0.4858,0.8181,0.8267,66.75,27.2,4.1753,2.8
40,0.4751,0.8172,0.8237,68.2,27.5,4.1284,3.7
50,0.4632,0.817,0.8246,67.4,26.75,4.2119,4.7
60,0.4627,0.816,0.8243,66.15,28.5,4.1185,5.6
70,0.4535,0.8155,0.8214,69.35,28.45,4.1367,6.5
80,0.448,0.8133,0.8189,72.15,29.55,4.2382,7.4
90,0.4434,0.8142,0.821,64.05,28.1,4.4397,8.4
100,0.4443,0.8118,0.8176,87.0,28.7,4.376,9.3
