epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4253,0.818,0.8413,58.0,36.2,3.8556,1.1
20,0.4038,0.8182,0.84,53.8,32.8,4.0472,2.1
30,0.3824,0.8154,0.8398,60.4,29.8,3.8277,3.2
40,0.3734,0.8175,0.8415,46.0,32.2,4.0459,4.2
50,0.3677,0.8164,0.8336,62.2,28.2,3.4332,5.2
60,0.3576,0.8177,0.834,59.6,30.6,3.7665,6.3
70,0.3534,0.8147,0.8297,59.2,34.2,4.0718,7.3
80,0.3485,0.8155,0.8322,65.8,26.2,3.7488,8.3
90,0.3405,0.8167,0.8282,65.4,27.0,3.5219,9.4
100,0.3374,0.8162,0.8289,61.6,28.0,3.6008,10.4
