epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.431,0.817,0.8277,80.55,28.45,3.9932,7.0
20,0.4111,0.8166,0.8267,82.85,29.5,4.1309,14.0
30,0.3919,0.8165,0.8228,88.55,27.0,4.0674,20.9
40,0.3846,0.8154,0.8228,73.75,29.9,4.2217,27.9
50,0.3807,0.8146,0.8193,70.5,27.85,4.3864,34.9
60,0.3693,0.8147,0.8214,63.2,29.25,4.3866,42.2
70,0.3717,0.8131,0.8186,69.15,27.85,4.4206,49.4
80,0.3658,0.8108,0.8157,85.55,30.2,4.4416,56.4
90,0.3611,0.8119,0.8156,75.75,29.95,4.4416,63.2
100,0.3585,0.8101,0.8124,79.65,29.15,4.6724,69.9
