epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.433,0.8165,0.8289,83.05,27.8,3.9912,0.8
20,0.4136,0.8164,0.8234,84.1,28.6,4.0397,1.5
30,0.392,0.8168,0.8236,87.3,26.7,4.1603,2.2
40,0.388,0.8162,0.8253,71.65,29.7,4.3024,3.0
50,0.3813,0.8168,0.8197,74.0,27.2,4.4091,3.7
60,0.3729,0.8148,0.8224,75.0,27.25,4.3446,4.5
70,0.3706,0.8137,0.8183,81.85,28.4,4.1417,5.2
80,0.3686,0.8097,0.8146,90.7,27.95,4.3074,5.9
90,0.3597,0.811,0.8146,75.0,29.05,4.5249,6.7
100,0.3585,0.8108,0.8125,83.65,27.95,4.5258,7.4
