epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4267,0.8107,0.8346,52.65,24.85,4.5056,1.0
20,0.4025,0.8104,0.8375,46.9,27.35,4.3568,1.9
30,0.3904,0.8074,0.8357,51.15,30.65,4.4947,2.8
40,0.3816,0.8018,0.8384,53.85,28.5,4.5762,3.7
50,0.3764,0.8057,0.8372,53.85,27.85,4.2975,4.6
60,0.3711,0.8017,0.8355,60.8,27.5,4.5116,5.5
70,0.3641,0.8044,0.8341,52.25,27.4,4.6749,6.3
80,0.3618,0.8041,0.8336,54.15,26.95,4.3022,7.2
90,0.3592,0.8019,0.83,64.75,29.05,4.3222,8.1
100,0.3576,0.8022,0.8309,53.2,26.45,4.5372,8.9
