epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4269,0.8071,0.8335,64.6,29.65,4.2451,10.9
20,0.4035,0.8116,0.8359,47.6,29.05,4.6106,49.5
30,0.3913,0.8076,0.8356,49.35,27.5,4.5751,59.0
40,0.3835,0.8012,0.8364,56.75,26.7,4.8817,68.4
50,0.3768,0.8068,0.8347,57.1,30.35,4.2926,77.9
60,0.3719,0.8038,0.8343,53.2,27.6,4.713,87.1
70,0.3658,0.8078,0.8337,50.2,28.75,4.4893,96.3
80,0.3627,0.8057,0.8346,59.2,26.95,4.3003,105.6
90,0.3588,0.8038,0.8279,64.3,28.75,4.5441,114.9
100,0.3589,0.8057,0.8312,57.95,27.45,4.5326,123.9
