epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.564,0.819,0.8326,63.75,25.6,4.1635,1.1
20,0.5429,0.8166,0.8288,63.25,26.45,3.9137,2.2
30,0.5362,0.8208,0.8346,58.85,26.2,3.8797,3.3
40,0.5309,0.8182,0.8305,60.1,29.9,3.7303,4.3
50,0.5334,0.8199,0.8317,61.95,27.45,3.6949,5.4
60,0.5215,0.8235,0.8339,51.9,27.85,3.7971,6.4
70,0.5179,0.8242,0.8358,54.05,25.9,3.6183,7.4
80,0.5164,0.8208,0.8315,58.35,27.15,3.5495,8.5
90,0.5163,0.8218,0.8323,52.45,28.0,3.9772,9.5
100,0.5141,0.8221,0.8349,55.25,25.55,3.6299,10.6
