epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5184,0.8182,0.8335,54.5,25.7,4.3416,0.9
20,0.4969,0.8171,0.8262,69.55,23.5,4.1648,1.9
30,0.4827,0.8156,0.8239,68.55,24.8,4.2693,2.8
40,0.4751,0.8152,0.8241,71.65,23.7,4.3447,3.7
50,0.463,0.8156,0.825,68.8,24.5,4.4369,4.6
60,0.4556,0.8154,0.821,67.65,25.65,4.3845,5.5
70,0.4579,0.8156,0.8224,67.3,26.5,4.1963,6.5
80,0.4511,0.8139,0.8227,72.1,23.7,4.4316,7.4
90,0.4439,0.8154,0.82,65.8,26.25,4.3274,8.3
100,0.4417,0.8145,0.8183,72.35,26.4,4.2801,9.2
