epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4248,0.8039,0.8412,58.8,27.95,4.2919,6.1
20,0.4038,0.8042,0.8387,52.55,29.25,4.3538,12.1
30,0.3845,0.8023,0.841,56.3,25.8,4.3811,18.2
40,0.3783,0.8031,0.8386,50.35,28.4,4.7163,24.3
50,0.3738,0.7972,0.8426,53.15,26.55,4.5504,30.3
60,0.3647,0.793,0.8438,56.05,26.1,4.6667,36.4
70,0.3647,0.7951,0.84,54.9,29.8,4.4589,42.4
80,0.3619,0.7931,0.8415,53.45,30.35,4.801,48.5
90,0.3558,0.7943,0.8386,55.4,30.35,4.8827,54.6
100,0.3533,0.7935,0.8385,50.35,27.85,5.0126,60.6
