epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4239,0.8032,0.8333,66.35,29.2,4.8116,1.0
20,0.4062,0.8024,0.8384,60.35,26.35,4.2485,2.0
30,0.3859,0.8035,0.8397,64.3,25.8,4.3265,3.0
40,0.3787,0.8002,0.8418,51.35,26.45,4.4676,4.0
50,0.3746,0.8005,0.838,52.15,26.1,4.7735,5.0
60,0.3636,0.7935,0.8399,61.2,25.15,4.7963,6.0
70,0.3633,0.7995,0.8417,49.65,28.0,4.5507,7.0
80,0.3603,0.7967,0.8393,59.6,28.85,4.533,8.1
90,0.3566,0.7969,0.8409,52.75,28.05,4.5988,9.1
100,0.3538,0.7923,0.8376,57.0,26.3,4.6723,10.1
