method,image,dice,cldice,betti0_err,betti1_err,b0_pred,b0_gt,hd95
sato_s1-5_f0.12,30,0.5546681456831207,0.5609454900712241,223,33,225,2,26.570660511172846
sato_s1-5_f0.14,30,0.5901243387593339,0.5986701390316722,407,24,409,2,23.021728866442675
sato_s1-7_f0.08,30,0.35235409953455066,0.33630042796570303,115,47,117,2,49.399898549443876
sato_s1-7_f0.1,30,0.44835894632408024,0.43972264153315055,195,44,197,2,32.202484376209235
sato_s1-7_f0.12,30,0.5149565538916621,0.5137662653968345,257,47,259,2,27.85677655436824
sato_s1-7_f0.14,30,0.5536561718630403,0.5598749717502639,396,43,398,2,24.698178070456937
meijering_s1-3_f0.08,30,0.45394736842105265,0.4699009047180852,321,60,323,2,28.071337695236398
meijering_s1-3_f0.1,30,0.5390269088258519,0.5504294977839507,554,57,556,2,22.40528988669619
meijering_s1-3_f0.12,30,0.5792567942318358,0.5799827243023998,1035,53,1037,2,20.0
meijering_s1-3_f0.14,30,0.5903284516337535,0.5675369313353631,1746,53,1748,2,19.235384061671343
meijering_s1-5_f0.08,30,0.391156462585034,0.3815393382448038,202,55,204,2,44.024989738034584
meijering_s1-5_f0.1,30,0.48557371074530764,0.48290102169999066,334,48,336,2,28.160255680657446
meijering_s1-5_f0.12,30,0.5481974486966168,0.5467589363838248,521,34,523,2,23.706539182259394
meijering_s1-5_f0.14,30,0.5788300930414519,0.5695292833402895,935,23,937,2,21.2602916254693
meijering_s1-7_f0.08,30,0.346983530254207,0.3294036173159777,181,45,183,2,46.22769732530488
meijering_s1-7_f0.1,30,0.4423657089635344,0.4366346399736967,312,48,314,2,30.42120461728567
meijering_s1-7_f0.12,30,0.5064891846921797,0.5088620479100083,464,52,466,2,25.942243542145693
meijering_s1-7_f0.14,30,0.5471245598816146,0.5459221850701325,776,44,778,2,23.0
otsu,30,0.2383709008312696,0.23862221537013487,788,2963,790,2,27.018512172212592
frangi_s1-3_f0.08,31,0.5321603028055548,0.5673998111552293,915,4,916,1,25.94417018508053
frangi_s1-3_f0.1,31,0.5299075212974352,0.533652712951729,1551,11,1552,1,26.30589287593181
frangi_s1-3_f0.12,31,0.5129868796583372,0.48899480301352194,2162,4,2163,1,26.92582403567252
frangi_s1-3_f0.14,31,0.49035586124401914,0.4473054830889368,2723,5,2724,1,27.313000567495326
frangi_s1-5_f0.08,31,0.5321603028055548,0.5673998111552293,915,4,916,1,25.94417018508053
frangi_s1-5_f0.1,31,0.5299075212974352,0.533652712951729,1551,11,1552,1,26.30589287593181
frangi_s1-5_f0.12,31,0.5129868796583372,0.48899480301352194,2162,4,2163,1,26.92582403567252
frangi_s1-5_f0.14,31,0.49035586124401914,0.4473054830889368,2723,5,2724,1,27.313000567495326
frangi_s1-7_f0.08,31,0.5427994168947086,0.5627426250332577,1024,6,1025,1,25.96150997149434
frangi_s1-7_f0.1,31,0.5349186825201585,0.5260008944596969,1661,8,1662,1,26.40075756488817
frangi_s1-7_f0.12,31,0.5141777713898528,0.48238697705868216,2276,7,2277,1,26.92582403567252
frangi_s1-7_f0.14,31,0.4889354066985646,0.4409570580222456,2816,14,2817,1,27.313000567495326
sato_s1-3_f0.08,31,0.4615227232040101,0.47118340477904513,64,17,65,1,38.600518131237564
sato_s1-3_f0.1,31,0.5220263313744249,0.5470318397934412,123,17,124,1,33.24154027718932
sato_s1-3_f0.12,31,0.5495349362462272,0.5874722928410339,157,5,158,1,30.886890422961002
sato_s1-3_f0.14,31,0.5504635167464115,0.596474667586564,288,11,289,1,28.071337695236398
sato_s1-5_f0.08,31,0.35160226081174395,0.3677006388191789,48,18,49,1,48.76474136094644
sato_s1-5_f0.1,31,0.4075440754407544,0.4325077646553015,48,12,49,1,41.17765732926836
sato_s1-5_f0.12,31,0.4543457281892286,0.48978150252899627,77,6,78,1,36.779067849187136
sato_s1-5_f0.14,31,0.48145933014354064,0.5352075781636261,125,1,126,1,33.52610922848042
sato_s1-7_f0.08,31,0.2911945986036163,0.3018348702663409,36,13,37,1,65.19202405202648
sato_s1-7_f0.1,31,0.34649902054576104,0.3593045853259155,61,4,62,1,49.01020301937138
sato_s1-7_f0.12,31,0.3925425538467856,0.42142778806295106,53,7,54,1,43.73785545725808
sato_s1-7_f0.14,31,0.4289398923444976,0.4744192589080885,86,4,87,1,37.33630940518894
meijering_s1-3_f0.08,31,0.4633129587478581,0.4995164195593774,196,24,197,1,35.0
meijering_s1-3_f0.1,31,0.5230285636189695,0.5618817774966132,383,16,384,1,28.284271247461902
meijering_s1-3_f0.12,31,0.5457980001231957,0.5790873940014384,645,8,646,1,26.68332812825267
meijering_s1-3_f0.14,31,0.5419781698564593,0.5606309654132969,1102,1,1103,1,26.92582403567252
meijering_s1-5_f0.08,31,0.33349530702539576,0.358473526664656,93,15,94,1,54.20332093147061
meijering_s1-5_f0.1,31,0.4047196027515831,0.4417674996944136,138,9,139,1,40.45491272189802
meijering_s1-5_f0.12,31,0.4540993367965012,0.5029433760997307,218,9,219,1,34.72749878470614
meijering_s1-5_f0.14,31,0.4804126794258373,0.5398868798043327,386,5,387,1,30.0
meijering_s1-7_f0.08,31,0.2659267026418762,0.28551677865294084,71,13,72,1,66.91038783328041
meijering_s1-7_f0.1,31,0.329278848344039,0.36098139139605584,107,9,108,1,52.952809179494906
meijering_s1-7_f0.12,31,0.3869576822782991,0.4357945408163047,140,6,141,1,39.84971769034255
meijering_s1-7_f0.14,31,0.42123953349282295,0.48457834517064174,223,3,224,1,35.65947700890146
otsu,31,0.17314938320887166,0.1859701914392497,322,1540,323,1,36.6742416417845
frangi_s1-3_f0.08,32,0.5473401606512656,0.5783478826570708,707,17,710,3,16.97056274847714
frangi_s1-3_f0.1,32,0.579665803718522,0.5904728742149257,1345,14,1348,3,16.024975633505097
frangi_s1-3_f0.12,32,0.578429439495241,0.5579099072413752,2087,14,2090,3,16.76305461424021
frangi_s1-3_f0.14,32,0.5631715327864794,0.5184308888367493,2745,7,2748,3,17.46424919657298
frangi_s1-5_f0.08,32,0.5473401606512656,0.5783478826570708,707,17,710,3,16.97056274847714
frangi_s1-5_f0.1,32,0.579665803718522,0.5904728742149257,1345,14,1348,3,16.024975633505097
frangi_s1-5_f0.12,32,0.578429439495241,0.5579099072413752,2087,14,2090,3,16.76305461424021
frangi_s1-5_f0.14,32,0.5631715327864794,0.5184308888367493,2745,7,2748,3,17.46424919657298
frangi_s1-7_f0.08,32,0.5561738151427891,0.5796731197361149,806,24,809,3,15.990569415041547
frangi_s1-7_f0.1,32,0.5790774299835255,0.5840217789485078,1486,37,1489,3,16.0
frangi_s1-7_f0.12,32,0.5765294233630286,0.5531355072544119,2207,22,2210,3,16.64331697709324
frangi_s1-7_f0.14,32,0.5603657429566423,0.5144026277832978,2856,25,2859,3,17.46424919657298
sato_s1-3_f0.08,32,0.47329335094290603,0.48229642037318227,93,55,96,3,33.0
sato_s1-3_f0.1,32,0.5652702596689417,0.5652277386829345,109,49,112,3,26.476404589747453
sato_s1-3_f0.12,32,0.6216279194823352,0.6238546858889278,173,41,176,3,21.95449840010015
sato_s1-3_f0.14,32,0.6456617537836901,0.653662368428361,305,29,308,3,18.601075237738275
sato_s1-5_f0.08,32,0.3821421612141945,0.38872295700724047,85,47,88,3,43.08131845707603
sato_s1-5_f0.1,32,0.47548442770848043,0.479623378869381,88,47,91,3,33.3316463810388
sato_s1-5_f0.12,32,0.5458423703597484,0.5434222988483605,104,41,107,3,28.0178514522438
sato_s1-5_f0.14,32,0.5888527620525178,0.5918884387937576,130,29,133,3,25.45584412271571
sato_s1-7_f0.08,32,0.3202199753177301,0.3171285317952398,78,39,81,3,57.14017850864661
sato_s1-7_f0.1,32,0.41425433435318115,0.4096142552774996,99,43,102,3,38.01315561749642
sato_s1-7_f0.12,32,0.49070605316460236,0.4877535953695774,129,39,132,3,31.06927405783706
sato_s1-7_f0.14,32,0.5426067437983793,0.5431892418565218,151,35,154,3,27.730849247724095
meijering_s1-3_f0.08,32,0.4704354039015307,0.48302827487518196,154,55,157,3,30.2522683067706
meijering_s1-3_f0.1,32,0.5617792421746294,0.5662396150441008,206,50,209,3,24.698178070456937
meijering_s1-3_f0.12,32,0.6158561723637276,0.620135392921829,347,49,350,3,19.313207915827967
meijering_s1-3_f0.14,32,0.6361880869464754,0.6302682718020334,763,40,766,3,17.804493814764857
meijering_s1-5_f0.08,32,0.36659666139822894,0.3568628551273007,100,47,103,3,40.85339643163099
meijering_s1-5_f0.1,32,0.46097120891190085,0.4561100902206831,130,42,133,3,33.24154027718932
meijering_s1-5_f0.12,32,0.5325064080732761,0.5278987772661465,166,41,169,3,27.85677655436824
meijering_s1-5_f0.14,32,0.5758801102510357,0.5799896348358022,231,34,234,3,24.08318915758459
meijering_s1-7_f0.08,32,0.30172992400459003,0.2940449516691211,80,39,83,3,60.40695324215582
meijering_s1-7_f0.1,32,0.39546559974896056,0.38191009941873205,129,37,132,3,36.6742416417845
meijering_s1-7_f0.12,32,0.47131154887164134,0.4677209403879194,173,37,176,3,31.622776601683793
meijering_s1-7_f0.14,32,0.520094406575451,0.5237003957785477,209,36,212,3,27.65863337187866
otsu,32,0.19633386436508096,0.23496337034821102,356,28,359,3,55.262989749064516
frangi_s1-3_f0.08,33,0.5333711270523079,0.5795399820184517,723,55,727,4,16.97056274847714
frangi_s1-3_f0.1,33,0.5711634884914525,0.6009285375661789,1321,39,1325,4,15.700149580001423
frangi_s1-3_f0.12,33,0.5748395008295463,0.5770890328719201,2067,29,2071,4,16.15549442140351
frangi_s1-3_f0.14,33,0.5627925505427747,0.5376091509038307,2731,24,2735,4,17.0
frangi_s1-5_f0.08,33,0.5333711270523079,0.5795399820184517,723,55,727,4,16.97056274847714
frangi_s1-5_f0.1,33,0.5711634884914525,0.6009285375661789,1321,39,1325,4,15.700149580001423
frangi_s1-5_f0.12,33,0.5748395008295463,0.5770890328719201,2067,29,2071,4,16.15549442140351
frangi_s1-5_f0.14,33,0.5627925505427747,0.5376091509038307,2731,24,2735,4,17.0
frangi_s1-7_f0.08,33,0.5443167695091904,0.5792558958384043,827,71,831,4,16.15549442140351
frangi_s1-7_f0.1,33,0.5718346559279877,0.5873151517174617,1560,99,1564,4,15.524174696260024
frangi_s1-7_f0.12,33,0.566688307004256,0.5609843899561273,2303,102,2307,4,16.144651797721313
frangi_s1-7_f0.14,33,0.5512731135677057,0.5301812596293923,2912,100,2916,4,17.0
sato_s1-3_f0.08,33,0.43464230425397377,0.4614358724984894,133,35,137,4,31.38470965295043
sato_s1-3_f0.1,33,0.5389869319752063,0.5647329805871341,143,30,147,4,26.300184538019842
sato_s1-3_f0.12,33,0.6053523768304119,0.6332168066193008,159,26,163,4,22.090722034374522
sato_s1-3_f0.14,33,0.6344653586960131,0.6653269416598518,303,14,307,4,19.030231369645506
sato_s1-5_f0.08,33,0.3269302051762859,0.34412962130678215,94,35,98,4,44.28148578967728
sato_s1-5_f0.1,33,0.43661415768486717,0.45185495256469405,136,33,140,4,32.28002478313795
sato_s1-5_f0.12,33,0.5183221524922456,0.5390830233123526,141,27,145,4,28.647860932617924
sato_s1-5_f0.14,33,0.5685024731932411,0.5952722557191832,141,20,145,4,24.186773244895647
sato_s1-7_f0.08,33,0.26561716416283276,0.2710941583890307,73,31,77,4,58.30179810436268
sato_s1-7_f0.1,33,0.3758537644597102,0.3775237162740609,137,30,141,4,36.235341863986875
sato_s1-7_f0.12,33,0.45754887109572245,0.4661282727020913,185,31,189,4,31.144823004794873
sato_s1-7_f0.14,33,0.5105069216213525,0.5319545630963897,186,22,190,4,27.0
meijering_s1-3_f0.08,33,0.43237468111549615,0.4619554451321225,210,36,214,4,30.484418681925387
meijering_s1-3_f0.1,33,0.5374866753523629,0.5711770048808719,233,34,237,4,23.53720459187964
meijering_s1-3_f0.12,33,0.6000144268917261,0.6319914626113358,352,30,356,4,20.12461179749811
meijering_s1-3_f0.14,33,0.6239750356870165,0.6470356984366028,751,22,755,4,17.804493814764857
meijering_s1-5_f0.08,33,0.3165514685040228,0.31864571098055233,114,35,118,4,40.162171256046406
meijering_s1-5_f0.1,33,0.4274546961980339,0.43142949144881193,184,35,188,4,31.827660925679098
meijering_s1-5_f0.12,33,0.5074659164682969,0.5214439211413189,209,31,213,4,27.459060435491963
meijering_s1-5_f0.14,33,0.5606015337117817,0.587957996542713,236,20,240,4,23.259406699226016
meijering_s1-7_f0.08,33,0.2576368750408826,0.2552843150667329,92,25,96,4,53.33994715458468
meijering_s1-7_f0.1,33,0.36550988984957955,0.3569179562017207,160,29,164,4,36.38405683799977
meijering_s1-7_f0.12,33,0.4477746519512371,0.447846018056227,228,31,232,4,31.304951684997057
meijering_s1-7_f0.14,33,0.49988380971350793,0.5208800501029267,235,24,239,4,26.832815729997478
otsu,33,0.23848271894135536,0.25523374218479966,373,51,377,4,37.94733192202055
frangi_s1-3_f0.08,34,0.4585853068549803,0.5161893656532888,1042,94,1045,3,19.0
frangi_s1-3_f0.1,34,0.487849299169717,0.5310819445648133,1319,85,1322,3,18.384776310850235
frangi_s1-3_f0.12,34,0.5014074305749889,0.5336733302146688,1596,73,1599,3,18.35755975068582
frangi_s1-3_f0.14,34,0.5058633115495023,0.525008465112168,1924,68,1927,3,19.1049731745428
frangi_s1-5_f0.08,34,0.4585853068549803,0.5161893656532888,1042,94,1045,3,19.0
frangi_s1-5_f0.1,34,0.487849299169717,0.5310819445648133,1319,85,1322,3,18.384776310850235
frangi_s1-5_f0.12,34,0.5014074305749889,0.5336733302146688,1596,73,1599,3,18.35755975068582
frangi_s1-5_f0.14,34,0.5058633115495023,0.525008465112168,1924,68,1927,3,19.1049731745428
frangi_s1-7_f0.08,34,0.4580000780305099,0.515479865485613,1048,95,1051,3,19.0
frangi_s1-7_f0.1,34,0.48649227747522544,0.5297922097759674,1322,86,1325,3,18.35755975068582
frangi_s1-7_f0.12,34,0.49992592470657954,0.5317207862590343,1611,72,1614,3,18.383415482841936
frangi_s1-7_f0.14,34,0.5047028644719965,0.5235985825787092,1944,61,1947,3,19.1049731745428
sato_s1-3_f0.08,34,0.47996566657563106,0.49666259234315024,228,101,231,3,25.0
sato_s1-3_f0.1,34,0.5249794664857337,0.5387572705160059,295,100,298,3,22.20360331117452
sato_s1-3_f0.12,34,0.5525358442114273,0.5703162822346328,302,98,305,3,21.0
sato_s1-3_f0.14,34,0.5658401026079521,0.5847536484012089,318,87,321,3,20.248456731316587
sato_s1-5_f0.08,34,0.45140649994147714,0.44487210872211486,178,99,181,3,29.899757953947997
sato_s1-5_f0.1,34,0.4804571020444603,0.4803573297756762,182,94,185,3,26.0
sato_s1-5_f0.12,34,0.5069054634644191,0.5141246330475904,207,91,210,3,23.427546646777824
sato_s1-5_f0.14,34,0.5240640078177488,0.5372746639763183,234,90,237,3,21.93171219946131
sato_s1-7_f0.08,34,0.4329132690882135,0.40017660680177863,184,39,187,3,32.01562118716424
sato_s1-7_f0.1,34,0.44831711454334433,0.4272773796626176,179,32,182,3,30.364452901377952
sato_s1-7_f0.12,34,0.46591713443842697,0.4616846729906145,188,63,191,3,26.78049506938647
sato_s1-7_f0.14,34,0.48158553716484453,0.48987427218446666,182,74,185,3,24.839484696748443
meijering_s1-3_f0.08,34,0.4752448207249034,0.500767225058169,371,97,374,3,23.853720883753127
meijering_s1-3_f0.1,34,0.5192036425319168,0.5412954830872031,461,100,464,3,22.090722034374522
meijering_s1-3_f0.12,34,0.5460501407430575,0.5669722450958721,547,89,550,3,20.615528128088304
meijering_s1-3_f0.14,34,0.5621449948085262,0.5835513234635639,625,87,628,3,19.72308292331602
meijering_s1-5_f0.08,34,0.4492216456634544,0.43539204024738837,250,60,253,3,28.284271247461902
meijering_s1-5_f0.1,34,0.4737791268636729,0.47001798813807666,243,60,246,3,26.0
meijering_s1-5_f0.12,34,0.5000576141171048,0.5073451028649024,275,77,278,3,23.345235059857504
meijering_s1-5_f0.14,34,0.5169486349477799,0.5316465352940398,326,79,329,3,21.470910553583888
meijering_s1-7_f0.08,34,0.42686590456868634,0.3886590713270142,256,74,259,3,30.265491900843113
meijering_s1-7_f0.1,34,0.44285331666815464,0.410327845217715,273,37,276,3,28.284271247461902
meijering_s1-7_f0.12,34,0.45531613689114225,0.4356060872960787,225,8,228,3,26.076809620810597
meijering_s1-7_f0.14,34,0.46704941061503696,0.4653485370519686,233,20,236,3,25.0
otsu,34,0.2836156727846759,0.3476008870257594,555,948,558,3,28.0
frangi_s1-3_f0.08,35,0.5863758164461564,0.6295150481279093,615,19,616,1,14.422205101855956
frangi_s1-3_f0.1,35,0.628346366801758,0.6518805535836343,1106,17,1107,1,13.45362404707371
frangi_s1-3_f0.12,35,0.633069438147386,0.6310118321383642,1747,28,1748,1,14.035668847618199
frangi_s1-3_f0.14,35,0.6189748129073791,0.5888191693270546,2415,22,2416,1,15.0
frangi_s1-5_f0.08,35,0.5863758164461564,0.6295150481279093,615,19,616,1,14.422205101855956
frangi_s1-5_f0.1,35,0.628346366801758,0.6518805535836343,1106,17,1107,1,13.45362404707371
frangi_s1-5_f0.12,35,0.633069438147386,0.6310118321383642,1747,28,1748,1,14.035668847618199
frangi_s1-5_f0.14,35,0.6189748129073791,0.5888191693270546,2415,22,2416,1,15.0
frangi_s1-7_f0.08,35,0.5832356389214537,0.624558968222869,637,23,638,1,14.212670403551895
frangi_s1-7_f0.1,35,0.620202827406435,0.6430965641506631,1163,54,1164,1,13.416407864998739
frangi_s1-7_f0.12,35,0.6228158895127821,0.6189392460398752,1845,75,1846,1,14.0
frangi_s1-7_f0.14,35,0.6084815321477428,0.5797237645109449,2564,82,2565,1,15.0
sato_s1-3_f0.08,35,0.5066571763523698,0.5258203137577172,149,44,150,1,28.0178514522438
sato_s1-3_f0.1,35,0.5824913903000551,0.6086447498863887,152,36,153,1,22.20360331117452
sato_s1-3_f0.12,35,0.6371150559760053,0.6684339106054917,217,26,218,1,18.110770276274835
sato_s1-3_f0.14,35,0.6662267643035327,0.7042443567109884,337,12,338,1,16.15549442140351
sato_s1-5_f0.08,35,0.43991793669402113,0.459432596189001,127,43,128,1,34.132096331752024
sato_s1-5_f0.1,35,0.4955381775976559,0.5224226088780674,132,39,133,1,28.635642126552707
sato_s1-5_f0.12,35,0.5522617096222927,0.5902674266446967,149,31,150,1,24.698178070456937
sato_s1-5_f0.14,35,0.5968938601432365,0.6439096926715714,181,24,182,1,20.248456731316587
sato_s1-7_f0.08,35,0.40353374644113216,0.4037143794743115,128,28,129,1,36.40054944640259
sato_s1-7_f0.1,35,0.4487699069581597,0.4571000042979315,155,21,156,1,31.78049716414141
sato_s1-7_f0.12,35,0.5022495030167754,0.5320469330081283,169,31,170,1,27.294688127912362
sato_s1-7_f0.14,35,0.5491590890802285,0.5926225809417088,202,28,203,1,22.561028345356956
meijering_s1-3_f0.08,35,0.5223161949422207,0.5742456391855092,309,42,310,1,19.849433241279208
meijering_s1-3_f0.1,35,0.5896835816351771,0.6400169091694679,420,37,421,1,17.11724276862369
meijering_s1-3_f0.12,35,0.636487287692254,0.6773703299446422,669,29,670,1,14.866068747318506
meijering_s1-3_f0.14,35,0.6528687535205601,0.674941797500994,1136,25,1137,1,14.035668847618199
meijering_s1-5_f0.08,35,0.4508038854463239,0.4974364209340846,281,6,282,1,25.495097567963924
meijering_s1-5_f0.1,35,0.5088951043628822,0.5617815506305008,286,5,287,1,21.470910553583888
meijering_s1-5_f0.12,35,0.559760053011544,0.622012179287706,379,23,380,1,18.98419957660611
meijering_s1-5_f0.14,35,0.601303613100507,0.6597186171078963,532,18,533,1,16.64331697709324
meijering_s1-7_f0.08,35,0.3740998157762519,0.3916657799445693,322,6,323,1,28.640878757723524
meijering_s1-7_f0.1,35,0.4302376467454383,0.4641665141974136,313,1,314,1,25.553864678361276
meijering_s1-7_f0.12,35,0.48289331426777804,0.5383474922389715,351,4,352,1,21.93171219946131
meijering_s1-7_f0.14,35,0.5248893538263458,0.5980085364669961,419,3,420,1,20.248456731316587
otsu,35,0.41262204948336334,0.4034925435122056,1793,881,1794,1,24.758836806279895
frangi_s1-3_f0.08,36,0.5183593180824713,0.5938288597877072,635,9,640,5,12.0
frangi_s1-3_f0.1,36,0.5792923113025696,0.646039272484485,1029,16,1034,5,10.198039027185569
frangi_s1-3_f0.12,36,0.6057689322197037,0.6496651872446284,1534,18,1539,5,10.44030650891055
frangi_s1-3_f0.14,36,0.6117769521028207,0.6287351841630109,2128,11,2133,5,11.180339887498949
frangi_s1-5_f0.08,36,0.5183593180824713,0.5938288597877072,635,9,640,5,12.0
frangi_s1-5_f0.1,36,0.5792923113025696,0.646039272484485,1029,16,1034,5,10.198039027185569
frangi_s1-5_f0.12,36,0.6057689322197037,0.6496651872446284,1534,18,1539,5,10.44030650891055
frangi_s1-5_f0.14,36,0.6117769521028207,0.6287351841630109,2128,11,2133,5,11.180339887498949
frangi_s1-7_f0.08,36,0.517557919277284,0.5890590866583851,640,16,645,5,11.704699910719626
frangi_s1-7_f0.1,36,0.5770797365024556,0.6369858383146536,1077,23,1082,5,10.04987562112089
frangi_s1-7_f0.12,36,0.6008631663923991,0.6370396825159889,1673,45,1678,5,10.44030650891055
frangi_s1-7_f0.14,36,0.6045193656117624,0.6178024900921965,2291,48,2296,5,11.180339887498949
sato_s1-3_f0.08,36,0.42907620574092964,0.4755010938902063,94,55,99,5,29.832867780352597
sato_s1-3_f0.1,36,0.5136190683719137,0.5526725458986979,141,53,146,5,21.400934559032695
sato_s1-3_f0.12,36,0.5844381656161703,0.6201749675005862,163,50,168,5,17.72004514666935
sato_s1-3_f0.14,36,0.6340412612586563,0.6707965419355242,230,36,235,5,15.231546211727817
sato_s1-5_f0.08,36,0.3738525426198456,0.4065534797945341,112,54,117,5,36.40054944640259
sato_s1-5_f0.1,36,0.4445599155198713,0.47694777938325866,92,52,97,5,29.698484809834994
sato_s1-5_f0.12,36,0.5139876424379793,0.5402579619373606,124,45,129,5,22.20360331117452
sato_s1-5_f0.14,36,0.5681157744076103,0.5992388553570717,162,46,167,5,18.601075237738275
sato_s1-7_f0.08,36,0.3384088590995192,0.3462615210459214,128,39,133,5,41.0
sato_s1-7_f0.1,36,0.4014817546388642,0.41720332777410063,128,48,133,5,34.785054261852174
sato_s1-7_f0.12,36,0.46673083491166517,0.48751762930623543,129,51,134,5,25.428270858641334
sato_s1-7_f0.14,36,0.5177753039656493,0.5488411551427508,186,47,191,5,20.8806130178211
meijering_s1-3_f0.08,36,0.44076934285297975,0.524434901449395,338,44,343,5,18.439088914585774
meijering_s1-3_f0.1,36,0.5188823144873363,0.5970171730023849,429,53,434,5,15.620499351813308
meijering_s1-3_f0.12,36,0.5808364641227063,0.6462802408298084,693,49,698,5,12.529964086141668
meijering_s1-3_f0.14,36,0.6217525191921236,0.6699776971193393,1096,44,1101,5,11.180339887498949
meijering_s1-5_f0.08,36,0.37352469765408713,0.4373997197288622,245,19,250,5,24.758836806279895
meijering_s1-5_f0.1,36,0.44295077021069745,0.5044798966690397,305,13,310,5,19.6468827043885
meijering_s1-5_f0.12,36,0.5126525289533331,0.5736214238028277,367,44,372,5,17.029386365926403
meijering_s1-5_f0.14,36,0.5662652344258265,0.6245956307170981,525,42,530,5,14.317821063276353
meijering_s1-7_f0.08,36,0.33793530526009036,0.3890971434572337,276,5,281,5,27.85677655436824
meijering_s1-7_f0.1,36,0.40332556697229255,0.4605145211638819,274,12,279,5,21.540659228538015
meijering_s1-7_f0.12,36,0.4670102772689167,0.5311828886285133,345,2,350,5,18.788294228055936
meijering_s1-7_f0.14,36,0.5198860761323715,0.5904774292771533,418,47,423,5,16.401219466856727
otsu,36,0.4090265486725664,0.48101826250080626,758,47,763,5,24.331050121192877
frangi_s1-3_f0.08,37,0.5535915757803685,0.5894761055460744,868,12,871,3,16.278820596099706
frangi_s1-3_f0.1,37,0.590949693064979,0.6099441260724036,1291,10,1294,3,15.524174696260024
frangi_s1-3_f0.12,37,0.596109600501987,0.5898747521763512,1887,30,1890,3,15.811388300841896
frangi_s1-3_f0.14,37,0.5885041930239671,0.5567235127892144,2465,21,2468,3,16.15549442140351
frangi_s1-5_f0.08,37,0.5535915757803685,0.5894761055460744,868,12,871,3,16.278820596099706
frangi_s1-5_f0.1,37,0.590949693064979,0.6099441260724036,1291,10,1294,3,15.524174696260024
frangi_s1-5_f0.12,37,0.596109600501987,0.5898747521763512,1887,30,1890,3,15.811388300841896
frangi_s1-5_f0.14,37,0.5885041930239671,0.5567235127892144,2465,21,2468,3,16.15549442140351
frangi_s1-7_f0.08,37,0.5480339308846266,0.5833766888481668,900,48,903,3,15.811388300841896
frangi_s1-7_f0.1,37,0.5826633977611798,0.600060761104739,1369,64,1372,3,15.132745950421556
frangi_s1-7_f0.12,37,0.5876037091264031,0.5821923060204368,1987,81,1990,3,15.652475842498529
frangi_s1-7_f0.14,37,0.5813575418095193,0.5535001448013872,2556,88,2559,3,16.1245154965971
sato_s1-3_f0.08,37,0.49371108603902886,0.5166183922990132,150,47,153,3,28.625159276231848
sato_s1-3_f0.1,37,0.5653686071041678,0.5931103163405804,185,43,188,3,24.041630560342615
sato_s1-3_f0.12,37,0.614585512096493,0.6407369016097779,266,32,269,3,20.808652046684813
sato_s1-3_f0.14,37,0.6355690762470424,0.6572644178306136,439,23,442,3,18.384776310850235
sato_s1-5_f0.08,37,0.4278132965609461,0.45538724287813076,134,48,137,3,43.01162633521314
sato_s1-5_f0.1,37,0.4885873386928179,0.5178371890317403,146,45,149,3,28.653097563788805
sato_s1-5_f0.12,37,0.543226661089033,0.5807705355689359,173,41,176,3,24.576386150438896
sato_s1-5_f0.14,37,0.5788787483702738,0.6177844623938089,225,31,228,3,22.0
sato_s1-7_f0.08,37,0.3861936400484727,0.40113561575315143,130,31,133,3,46.04345773288535
sato_s1-7_f0.1,37,0.44286067240625654,0.47077805859884264,180,40,183,3,31.144823004794873
sato_s1-7_f0.12,37,0.5022659136861186,0.5406907415802986,203,35,206,3,25.495097567963924
sato_s1-7_f0.14,37,0.539797511548924,0.5852337200073269,250,35,253,3,23.08679276123039
meijering_s1-3_f0.08,37,0.5053696042789687,0.5527532636215203,336,46,339,3,23.600847442411894
meijering_s1-3_f0.1,37,0.5684854704753217,0.6132449199299286,487,46,490,3,19.313207915827967
meijering_s1-3_f0.12,37,0.6066373840898,0.6371647500170856,822,38,825,3,17.343305579607993
meijering_s1-3_f0.14,37,0.6226922272120012,0.6330367320990545,1211,36,1214,3,16.55294535724685
meijering_s1-5_f0.08,37,0.4135639964899085,0.4417827980581018,238,7,241,3,29.966648127543394
meijering_s1-5_f0.1,37,0.4766520326130338,0.5163652337117826,281,41,284,3,25.019992006393608
meijering_s1-5_f0.12,37,0.5305375444467685,0.5732680285926299,352,35,355,3,22.0
meijering_s1-5_f0.14,37,0.5659053229674699,0.6147222707529718,521,38,524,3,19.697715603592208
meijering_s1-7_f0.08,37,0.3502987756466508,0.35991251632092164,281,68,284,3,31.83393857693149
meijering_s1-7_f0.1,37,0.4157211547598685,0.44651751641246684,279,17,282,3,27.502718474614518
meijering_s1-7_f0.12,37,0.47127518650212646,0.5145087820299165,346,24,349,3,24.758836806279895
meijering_s1-7_f0.14,37,0.503806718495984,0.5591346222273779,411,7,414,3,22.02271554554524
otsu,37,0.34379207845329135,0.3453707684473579,1644,1785,1647,3,21.02379604162864
frangi_s1-3_f0.08,38,0.5242209453508367,0.5813352499415166,762,20,765,3,16.278820596099706
frangi_s1-3_f0.1,38,0.5738835543362293,0.6164091702546943,1116,14,1119,3,15.297058540778355
frangi_s1-3_f0.12,38,0.5900855297608658,0.6083531029964772,1670,18,1673,3,16.0
frangi_s1-3_f0.14,38,0.5876441409521356,0.579739991214134,2275,20,2278,3,16.492422502470642
