run,config,image,radius,kind_before,bucket,thickness,kind_after,covered,n,betti0_err_raw,betti0_err_bridged,betti1_err_raw,betti1_err_bridged
A_dice_s0,A_dice,01,1,intact,3-6,3,intact,0,7,16,12,20,20
A_dice_s0,A_dice,01,1,intact,1-1,3,intact,0,8,16,12,20,20
A_dice_s0,A_dice,01,1,intact,3-6,<=2,intact,0,39,16,12,20,20
A_dice_s0,A_dice,01,1,intact,2-2,<=2,intact,0,32,16,12,20,20
A_dice_s0,A_dice,01,1,intact,7-12,<=2,intact,0,16,16,12,20,20
A_dice_s0,A_dice,01,1,intact,2-2,3,intact,0,3,16,12,20,20
A_dice_s0,A_dice,01,1,severs,1-1,4-5,intact,0,1,16,12,20,20
A_dice_s0,A_dice,01,1,severs,7-12,4-5,severs,0,3,16,12,20,20
A_dice_s0,A_dice,01,1,intact,1-1,6+,intact,0,4,16,12,20,20
A_dice_s0,A_dice,01,1,intact,2-2,6+,intact,0,3,16,12,20,20
A_dice_s0,A_dice,01,1,intact,3-6,6+,intact,0,4,16,12,20,20
A_dice_s0,A_dice,01,1,intact,13+,4-5,intact,0,6,16,12,20,20
A_dice_s0,A_dice,01,1,intact,7-12,6+,intact,0,2,16,12,20,20
A_dice_s0,A_dice,01,1,intact,7-12,4-5,intact,0,4,16,12,20,20
A_dice_s0,A_dice,01,1,absent,1-1,<=2,absent,0,1,16,12,20,20
A_dice_s0,A_dice,01,1,intact,1-1,<=2,intact,0,102,16,12,20,20
A_dice_s0,A_dice,01,1,intact,1-1,4-5,intact,0,11,16,12,20,20
A_dice_s0,A_dice,01,1,intact,13+,6+,intact,0,2,16,12,20,20
A_dice_s0,A_dice,01,1,intact,1-1,4-5,intact,1,2,16,12,20,20
A_dice_s0,A_dice,01,1,intact,13+,<=2,intact,0,10,16,12,20,20
A_dice_s0,A_dice,01,1,severs,13+,<=2,severs,0,2,16,12,20,20
A_dice_s0,A_dice,01,1,intact,13+,3,intact,0,3,16,12,20,20
A_dice_s0,A_dice,01,1,severs,1-1,<=2,intact,0,1,16,12,20,20
A_dice_s0,A_dice,01,1,severs,2-2,<=2,severs,0,2,16,12,20,20
A_dice_s0,A_dice,01,1,intact,7-12,3,intact,0,5,16,12,20,20
A_dice_s0,A_dice,01,1,severs,7-12,<=2,severs,0,5,16,12,20,20
A_dice_s0,A_dice,01,1,severs,13+,6+,severs,0,3,16,12,20,20
A_dice_s0,A_dice,01,1,intact,2-2,4-5,intact,0,4,16,12,20,20
A_dice_s0,A_dice,01,1,intact,1-1,3,intact,1,1,16,12,20,20
A_dice_s0,A_dice,01,1,intact,3-6,4-5,intact,0,1,16,12,20,20
A_dice_s0,A_dice,01,1,severs,7-12,3,severs,0,1,16,12,20,20
A_dice_s0,A_dice,01,1,intact,1-1,<=2,intact,1,1,16,12,20,20
A_dice_s0,A_dice,01,1,severs,3-6,3,severs,0,1,16,12,20,20
A_dice_s0,A_dice,01,1,severs,3-6,<=2,intact,0,1,16,12,20,20
A_dice_s0,A_dice,01,2,intact,3-6,3,intact,0,7,16,9,20,17
A_dice_s0,A_dice,01,2,intact,1-1,3,intact,0,6,16,9,20,17
A_dice_s0,A_dice,01,2,intact,3-6,<=2,intact,0,39,16,9,20,17
A_dice_s0,A_dice,01,2,intact,2-2,<=2,intact,0,32,16,9,20,17
A_dice_s0,A_dice,01,2,intact,7-12,<=2,intact,0,16,16,9,20,17
A_dice_s0,A_dice,01,2,intact,2-2,3,intact,0,3,16,9,20,17
A_dice_s0,A_dice,01,2,severs,1-1,4-5,intact,1,1,16,9,20,17
A_dice_s0,A_dice,01,2,severs,7-12,4-5,severs,0,3,16,9,20,17
A_dice_s0,A_dice,01,2,intact,1-1,6+,intact,0,4,16,9,20,17
A_dice_s0,A_dice,01,2,intact,2-2,6+,intact,0,3,16,9,20,17
A_dice_s0,A_dice,01,2,intact,3-6,6+,intact,0,4,16,9,20,17
A_dice_s0,A_dice,01,2,intact,13+,4-5,intact,0,6,16,9,20,17
A_dice_s0,A_dice,01,2,intact,7-12,6+,intact,0,2,16,9,20,17
A_dice_s0,A_dice,01,2,intact,7-12,4-5,intact,0,4,16,9,20,17
A_dice_s0,A_dice,01,2,absent,1-1,<=2,absent,0,1,16,9,20,17
A_dice_s0,A_dice,01,2,intact,1-1,<=2,intact,0,101,16,9,20,17
A_dice_s0,A_dice,01,2,intact,1-1,4-5,intact,0,10,16,9,20,17
A_dice_s0,A_dice,01,2,intact,13+,6+,intact,0,2,16,9,20,17
A_dice_s0,A_dice,01,2,intact,1-1,4-5,intact,1,3,16,9,20,17
A_dice_s0,A_dice,01,2,intact,13+,<=2,intact,0,10,16,9,20,17
A_dice_s0,A_dice,01,2,severs,13+,<=2,severs,0,2,16,9,20,17
A_dice_s0,A_dice,01,2,intact,1-1,3,intact,1,3,16,9,20,17
A_dice_s0,A_dice,01,2,intact,13+,3,intact,0,3,16,9,20,17
A_dice_s0,A_dice,01,2,severs,1-1,<=2,intact,1,1,16,9,20,17
A_dice_s0,A_dice,01,2,severs,2-2,<=2,severs,0,2,16,9,20,17
A_dice_s0,A_dice,01,2,intact,7-12,3,intact,0,5,16,9,20,17
A_dice_s0,A_dice,01,2,severs,7-12,<=2,severs,0,5,16,9,20,17
A_dice_s0,A_dice,01,2,severs,13+,6+,severs,0,3,16,9,20,17
A_dice_s0,A_dice,01,2,intact,2-2,4-5,intact,0,3,16,9,20,17
A_dice_s0,A_dice,01,2,intact,1-1,<=2,intact,1,2,16,9,20,17
A_dice_s0,A_dice,01,2,intact,2-2,4-5,intact,1,1,16,9,20,17
A_dice_s0,A_dice,01,2,intact,3-6,4-5,intact,0,1,16,9,20,17
A_dice_s0,A_dice,01,2,severs,7-12,3,severs,0,1,16,9,20,17
A_dice_s0,A_dice,01,2,severs,3-6,3,intact,0,1,16,9,20,17
A_dice_s0,A_dice,01,2,severs,3-6,<=2,intact,0,1,16,9,20,17
A_dice_s0,A_dice,01,3,intact,3-6,3,intact,0,7,16,7,20,13
A_dice_s0,A_dice,01,3,intact,1-1,3,intact,0,6,16,7,20,13
A_dice_s0,A_dice,01,3,intact,3-6,<=2,intact,0,39,16,7,20,13
A_dice_s0,A_dice,01,3,intact,2-2,<=2,intact,0,32,16,7,20,13
A_dice_s0,A_dice,01,3,intact,7-12,<=2,intact,0,16,16,7,20,13
A_dice_s0,A_dice,01,3,intact,2-2,3,intact,0,3,16,7,20,13
A_dice_s0,A_dice,01,3,severs,1-1,4-5,intact,1,1,16,7,20,13
A_dice_s0,A_dice,01,3,severs,7-12,4-5,severs,0,3,16,7,20,13
A_dice_s0,A_dice,01,3,intact,1-1,6+,intact,0,4,16,7,20,13
A_dice_s0,A_dice,01,3,intact,2-2,6+,intact,0,3,16,7,20,13
A_dice_s0,A_dice,01,3,intact,3-6,6+,intact,0,3,16,7,20,13
A_dice_s0,A_dice,01,3,intact,13+,4-5,intact,0,6,16,7,20,13
A_dice_s0,A_dice,01,3,intact,7-12,6+,intact,0,2,16,7,20,13
A_dice_s0,A_dice,01,3,intact,7-12,4-5,intact,0,4,16,7,20,13
A_dice_s0,A_dice,01,3,absent,1-1,<=2,absent,0,1,16,7,20,13
A_dice_s0,A_dice,01,3,intact,1-1,<=2,intact,0,98,16,7,20,13
A_dice_s0,A_dice,01,3,intact,1-1,4-5,intact,0,10,16,7,20,13
A_dice_s0,A_dice,01,3,intact,13+,6+,intact,0,2,16,7,20,13
A_dice_s0,A_dice,01,3,intact,1-1,4-5,intact,1,3,16,7,20,13
A_dice_s0,A_dice,01,3,intact,13+,<=2,intact,0,10,16,7,20,13
A_dice_s0,A_dice,01,3,severs,13+,<=2,severs,0,2,16,7,20,13
A_dice_s0,A_dice,01,3,intact,1-1,3,intact,1,3,16,7,20,13
A_dice_s0,A_dice,01,3,intact,13+,3,intact,0,3,16,7,20,13
A_dice_s0,A_dice,01,3,severs,1-1,<=2,intact,1,1,16,7,20,13
A_dice_s0,A_dice,01,3,severs,2-2,<=2,intact,0,1,16,7,20,13
A_dice_s0,A_dice,01,3,intact,7-12,3,intact,0,5,16,7,20,13
A_dice_s0,A_dice,01,3,severs,7-12,<=2,severs,0,5,16,7,20,13
A_dice_s0,A_dice,01,3,severs,13+,6+,intact,0,1,16,7,20,13
A_dice_s0,A_dice,01,3,intact,3-6,6+,intact,1,1,16,7,20,13
A_dice_s0,A_dice,01,3,intact,2-2,4-5,intact,0,3,16,7,20,13
A_dice_s0,A_dice,01,3,intact,1-1,<=2,intact,1,5,16,7,20,13
A_dice_s0,A_dice,01,3,severs,2-2,<=2,severs,0,1,16,7,20,13
A_dice_s0,A_dice,01,3,intact,2-2,4-5,intact,1,1,16,7,20,13
A_dice_s0,A_dice,01,3,severs,13+,6+,severs,0,2,16,7,20,13
A_dice_s0,A_dice,01,3,intact,3-6,4-5,intact,0,1,16,7,20,13
A_dice_s0,A_dice,01,3,severs,7-12,3,severs,0,1,16,7,20,13
A_dice_s0,A_dice,01,3,severs,3-6,3,intact,0,1,16,7,20,13
A_dice_s0,A_dice,01,3,severs,3-6,<=2,intact,0,1,16,7,20,13
A_dice_s0,A_dice,01,6,intact,3-6,3,intact,0,6,16,2,20,13
A_dice_s0,A_dice,01,6,intact,1-1,3,intact,0,5,16,2,20,13
A_dice_s0,A_dice,01,6,intact,3-6,<=2,intact,0,39,16,2,20,13
A_dice_s0,A_dice,01,6,intact,3-6,3,intact,1,1,16,2,20,13
A_dice_s0,A_dice,01,6,intact,2-2,<=2,intact,0,32,16,2,20,13
A_dice_s0,A_dice,01,6,intact,7-12,<=2,intact,0,16,16,2,20,13
A_dice_s0,A_dice,01,6,intact,2-2,3,intact,0,3,16,2,20,13
A_dice_s0,A_dice,01,6,severs,1-1,4-5,intact,1,1,16,2,20,13
A_dice_s0,A_dice,01,6,severs,7-12,4-5,severs,0,1,16,2,20,13
A_dice_s0,A_dice,01,6,intact,1-1,6+,intact,0,4,16,2,20,13
A_dice_s0,A_dice,01,6,intact,2-2,6+,intact,0,3,16,2,20,13
A_dice_s0,A_dice,01,6,intact,3-6,6+,intact,0,3,16,2,20,13
A_dice_s0,A_dice,01,6,intact,13+,4-5,intact,0,6,16,2,20,13
A_dice_s0,A_dice,01,6,intact,7-12,6+,intact,0,2,16,2,20,13
A_dice_s0,A_dice,01,6,intact,7-12,4-5,intact,0,4,16,2,20,13
A_dice_s0,A_dice,01,6,absent,1-1,<=2,absent,0,1,16,2,20,13
A_dice_s0,A_dice,01,6,intact,1-1,<=2,intact,0,94,16,2,20,13
A_dice_s0,A_dice,01,6,intact,1-1,4-5,intact,0,8,16,2,20,13
A_dice_s0,A_dice,01,6,intact,13+,6+,intact,0,2,16,2,20,13
A_dice_s0,A_dice,01,6,severs,7-12,4-5,intact,0,1,16,2,20,13
A_dice_s0,A_dice,01,6,intact,1-1,4-5,intact,1,5,16,2,20,13
A_dice_s0,A_dice,01,6,severs,7-12,4-5,intact,1,1,16,2,20,13
A_dice_s0,A_dice,01,6,intact,13+,<=2,intact,0,10,16,2,20,13
A_dice_s0,A_dice,01,6,intact,1-1,3,intact,1,4,16,2,20,13
A_dice_s0,A_dice,01,6,severs,13+,<=2,severs,0,2,16,2,20,13
A_dice_s0,A_dice,01,6,intact,13+,3,intact,0,3,16,2,20,13
A_dice_s0,A_dice,01,6,severs,1-1,<=2,intact,1,1,16,2,20,13
A_dice_s0,A_dice,01,6,severs,2-2,<=2,intact,1,1,16,2,20,13
A_dice_s0,A_dice,01,6,intact,7-12,3,intact,0,5,16,2,20,13
A_dice_s0,A_dice,01,6,severs,7-12,<=2,severs,0,3,16,2,20,13
A_dice_s0,A_dice,01,6,severs,13+,6+,intact,1,1,16,2,20,13
A_dice_s0,A_dice,01,6,intact,3-6,6+,intact,1,1,16,2,20,13
A_dice_s0,A_dice,01,6,intact,2-2,4-5,intact,1,2,16,2,20,13
A_dice_s0,A_dice,01,6,intact,1-1,<=2,intact,1,9,16,2,20,13
A_dice_s0,A_dice,01,6,severs,2-2,<=2,severs,0,1,16,2,20,13
A_dice_s0,A_dice,01,6,severs,13+,6+,severs,0,2,16,2,20,13
A_dice_s0,A_dice,01,6,intact,3-6,4-5,intact,0,1,16,2,20,13
A_dice_s0,A_dice,01,6,intact,2-2,4-5,intact,0,2,16,2,20,13
A_dice_s0,A_dice,01,6,severs,7-12,<=2,intact,0,2,16,2,20,13
A_dice_s0,A_dice,01,6,severs,7-12,3,intact,0,1,16,2,20,13
A_dice_s0,A_dice,01,6,severs,3-6,3,intact,1,1,16,2,20,13
A_dice_s0,A_dice,01,6,severs,3-6,<=2,intact,1,1,16,2,20,13
A_dice_s0,A_dice,02,1,intact,1-1,3,intact,0,9,20,17,19,19
A_dice_s0,A_dice,02,1,intact,2-2,4-5,intact,0,7,20,17,19,19
A_dice_s0,A_dice,02,1,intact,13+,<=2,intact,0,15,20,17,19,19
A_dice_s0,A_dice,02,1,intact,2-2,<=2,intact,0,25,20,17,19,19
A_dice_s0,A_dice,02,1,intact,2-2,3,intact,0,6,20,17,19,19
A_dice_s0,A_dice,02,1,intact,1-1,6+,intact,0,5,20,17,19,19
A_dice_s0,A_dice,02,1,intact,13+,4-5,intact,0,8,20,17,19,19
A_dice_s0,A_dice,02,1,severs,7-12,<=2,severs,0,2,20,17,19,19
A_dice_s0,A_dice,02,1,intact,3-6,<=2,intact,0,45,20,17,19,19
A_dice_s0,A_dice,02,1,intact,1-1,<=2,intact,0,79,20,17,19,19
A_dice_s0,A_dice,02,1,severs,3-6,4-5,intact,0,1,20,17,19,19
A_dice_s0,A_dice,02,1,intact,3-6,6+,intact,0,6,20,17,19,19
A_dice_s0,A_dice,02,1,intact,3-6,4-5,intact,0,7,20,17,19,19
A_dice_s0,A_dice,02,1,intact,7-12,4-5,intact,0,2,20,17,19,19
A_dice_s0,A_dice,02,1,severs,3-6,6+,severs,0,2,20,17,19,19
A_dice_s0,A_dice,02,1,intact,7-12,<=2,intact,0,18,20,17,19,19
A_dice_s0,A_dice,02,1,severs,1-1,<=2,severs,0,1,20,17,19,19
A_dice_s0,A_dice,02,1,intact,13+,6+,intact,0,3,20,17,19,19
A_dice_s0,A_dice,02,1,severs,13+,4-5,severs,0,2,20,17,19,19
A_dice_s0,A_dice,02,1,intact,13+,3,intact,0,4,20,17,19,19
A_dice_s0,A_dice,02,1,severs,3-6,3,severs,0,3,20,17,19,19
A_dice_s0,A_dice,02,1,intact,3-6,3,intact,0,9,20,17,19,19
A_dice_s0,A_dice,02,1,intact,1-1,4-5,intact,0,4,20,17,19,19
A_dice_s0,A_dice,02,1,severs,3-6,<=2,severs,0,3,20,17,19,19
A_dice_s0,A_dice,02,1,intact,7-12,3,intact,0,3,20,17,19,19
A_dice_s0,A_dice,02,1,severs,2-2,4-5,severs,0,1,20,17,19,19
A_dice_s0,A_dice,02,1,intact,1-1,6+,intact,1,1,20,17,19,19
A_dice_s0,A_dice,02,1,intact,1-1,<=2,intact,1,1,20,17,19,19
A_dice_s0,A_dice,02,1,intact,1-1,3,intact,1,1,20,17,19,19
A_dice_s0,A_dice,02,1,severs,1-1,6+,intact,1,1,20,17,19,19
A_dice_s0,A_dice,02,1,severs,7-12,3,severs,0,1,20,17,19,19
A_dice_s0,A_dice,02,1,intact,2-2,6+,intact,0,2,20,17,19,19
A_dice_s0,A_dice,02,1,severs,13+,<=2,severs,0,1,20,17,19,19
A_dice_s0,A_dice,02,1,severs,7-12,4-5,severs,0,2,20,17,19,19
A_dice_s0,A_dice,02,1,severs,3-6,4-5,severs,0,1,20,17,19,19
A_dice_s0,A_dice,02,2,intact,1-1,3,intact,0,8,20,14,19,16
A_dice_s0,A_dice,02,2,intact,2-2,4-5,intact,0,6,20,14,19,16
A_dice_s0,A_dice,02,2,intact,13+,<=2,intact,0,15,20,14,19,16
A_dice_s0,A_dice,02,2,intact,2-2,<=2,intact,0,25,20,14,19,16
A_dice_s0,A_dice,02,2,intact,2-2,3,intact,0,5,20,14,19,16
A_dice_s0,A_dice,02,2,intact,1-1,6+,intact,1,2,20,14,19,16
A_dice_s0,A_dice,02,2,intact,13+,4-5,intact,0,8,20,14,19,16
A_dice_s0,A_dice,02,2,severs,7-12,<=2,severs,0,2,20,14,19,16
A_dice_s0,A_dice,02,2,intact,3-6,<=2,intact,0,45,20,14,19,16
A_dice_s0,A_dice,02,2,intact,1-1,<=2,intact,0,79,20,14,19,16
A_dice_s0,A_dice,02,2,severs,3-6,4-5,intact,0,2,20,14,19,16
A_dice_s0,A_dice,02,2,intact,3-6,6+,intact,0,6,20,14,19,16
A_dice_s0,A_dice,02,2,intact,3-6,4-5,intact,0,7,20,14,19,16
A_dice_s0,A_dice,02,2,intact,7-12,4-5,intact,0,2,20,14,19,16
A_dice_s0,A_dice,02,2,severs,3-6,6+,severs,0,2,20,14,19,16
A_dice_s0,A_dice,02,2,intact,7-12,<=2,intact,0,18,20,14,19,16
A_dice_s0,A_dice,02,2,severs,1-1,<=2,severs,0,1,20,14,19,16
A_dice_s0,A_dice,02,2,intact,13+,6+,intact,0,3,20,14,19,16
A_dice_s0,A_dice,02,2,intact,1-1,6+,intact,0,4,20,14,19,16
A_dice_s0,A_dice,02,2,severs,13+,4-5,severs,0,2,20,14,19,16
A_dice_s0,A_dice,02,2,intact,13+,3,intact,0,4,20,14,19,16
A_dice_s0,A_dice,02,2,severs,3-6,3,severs,0,3,20,14,19,16
A_dice_s0,A_dice,02,2,intact,3-6,3,intact,0,9,20,14,19,16
A_dice_s0,A_dice,02,2,intact,1-1,4-5,intact,0,4,20,14,19,16
A_dice_s0,A_dice,02,2,intact,2-2,4-5,intact,1,1,20,14,19,16
A_dice_s0,A_dice,02,2,severs,3-6,<=2,intact,0,1,20,14,19,16
A_dice_s0,A_dice,02,2,intact,7-12,3,intact,0,3,20,14,19,16
A_dice_s0,A_dice,02,2,severs,2-2,4-5,intact,1,1,20,14,19,16
A_dice_s0,A_dice,02,2,intact,1-1,<=2,intact,1,1,20,14,19,16
A_dice_s0,A_dice,02,2,intact,1-1,3,intact,1,2,20,14,19,16
A_dice_s0,A_dice,02,2,severs,1-1,6+,intact,1,1,20,14,19,16
A_dice_s0,A_dice,02,2,intact,2-2,3,intact,1,1,20,14,19,16
A_dice_s0,A_dice,02,2,severs,7-12,3,severs,0,1,20,14,19,16
A_dice_s0,A_dice,02,2,intact,2-2,6+,intact,0,2,20,14,19,16
A_dice_s0,A_dice,02,2,severs,13+,<=2,severs,0,1,20,14,19,16
A_dice_s0,A_dice,02,2,severs,3-6,<=2,severs,0,2,20,14,19,16
A_dice_s0,A_dice,02,2,severs,7-12,4-5,severs,0,2,20,14,19,16
A_dice_s0,A_dice,02,3,intact,1-1,3,intact,0,10,20,11,19,16
A_dice_s0,A_dice,02,3,intact,2-2,4-5,intact,0,6,20,11,19,16
A_dice_s0,A_dice,02,3,intact,13+,<=2,intact,0,15,20,11,19,16
A_dice_s0,A_dice,02,3,intact,2-2,<=2,intact,0,25,20,11,19,16
A_dice_s0,A_dice,02,3,intact,2-2,3,intact,0,5,20,11,19,16
A_dice_s0,A_dice,02,3,intact,1-1,6+,intact,1,2,20,11,19,16
A_dice_s0,A_dice,02,3,intact,13+,4-5,intact,0,8,20,11,19,16
A_dice_s0,A_dice,02,3,severs,7-12,<=2,severs,0,2,20,11,19,16
A_dice_s0,A_dice,02,3,intact,3-6,<=2,intact,0,45,20,11,19,16
A_dice_s0,A_dice,02,3,intact,1-1,<=2,intact,0,75,20,11,19,16
A_dice_s0,A_dice,02,3,severs,3-6,4-5,intact,0,2,20,11,19,16
A_dice_s0,A_dice,02,3,intact,3-6,6+,intact,0,5,20,11,19,16
A_dice_s0,A_dice,02,3,intact,3-6,4-5,intact,0,7,20,11,19,16
A_dice_s0,A_dice,02,3,intact,7-12,4-5,intact,0,2,20,11,19,16
A_dice_s0,A_dice,02,3,severs,3-6,6+,severs,0,2,20,11,19,16
A_dice_s0,A_dice,02,3,intact,7-12,<=2,intact,0,18,20,11,19,16
A_dice_s0,A_dice,02,3,intact,1-1,<=2,intact,1,5,20,11,19,16
A_dice_s0,A_dice,02,3,severs,1-1,<=2,severs,0,1,20,11,19,16
A_dice_s0,A_dice,02,3,intact,13+,6+,intact,0,3,20,11,19,16
A_dice_s0,A_dice,02,3,intact,3-6,6+,intact,1,1,20,11,19,16
A_dice_s0,A_dice,02,3,intact,1-1,6+,intact,0,4,20,11,19,16
A_dice_s0,A_dice,02,3,severs,13+,4-5,severs,0,2,20,11,19,16
A_dice_s0,A_dice,02,3,intact,13+,3,intact,0,4,20,11,19,16
A_dice_s0,A_dice,02,3,severs,3-6,3,severs,0,1,20,11,19,16
A_dice_s0,A_dice,02,3,intact,3-6,3,intact,0,9,20,11,19,16
A_dice_s0,A_dice,02,3,intact,1-1,4-5,intact,0,4,20,11,19,16
A_dice_s0,A_dice,02,3,intact,2-2,4-5,intact,1,1,20,11,19,16
A_dice_s0,A_dice,02,3,severs,3-6,<=2,intact,0,2,20,11,19,16
A_dice_s0,A_dice,02,3,intact,7-12,3,intact,0,3,20,11,19,16
A_dice_s0,A_dice,02,3,severs,2-2,4-5,intact,1,1,20,11,19,16
A_dice_s0,A_dice,02,3,severs,3-6,3,intact,1,1,20,11,19,16
A_dice_s0,A_dice,02,3,severs,1-1,6+,intact,1,1,20,11,19,16
A_dice_s0,A_dice,02,3,intact,2-2,3,intact,1,1,20,11,19,16
A_dice_s0,A_dice,02,3,severs,7-12,3,severs,0,1,20,11,19,16
A_dice_s0,A_dice,02,3,intact,2-2,6+,intact,0,2,20,11,19,16
A_dice_s0,A_dice,02,3,severs,13+,<=2,severs,0,1,20,11,19,16
A_dice_s0,A_dice,02,3,severs,3-6,<=2,severs,0,1,20,11,19,16
A_dice_s0,A_dice,02,3,severs,7-12,4-5,severs,0,2,20,11,19,16
A_dice_s0,A_dice,02,3,severs,3-6,3,intact,0,1,20,11,19,16
A_dice_s0,A_dice,02,6,intact,1-1,3,intact,0,7,20,7,19,14
A_dice_s0,A_dice,02,6,intact,2-2,4-5,intact,0,5,20,7,19,14
A_dice_s0,A_dice,02,6,intact,13+,<=2,intact,0,15,20,7,19,14
A_dice_s0,A_dice,02,6,intact,2-2,<=2,intact,0,23,20,7,19,14
A_dice_s0,A_dice,02,6,intact,2-2,3,intact,0,5,20,7,19,14
A_dice_s0,A_dice,02,6,intact,1-1,6+,intact,1,2,20,7,19,14
A_dice_s0,A_dice,02,6,intact,13+,4-5,intact,0,8,20,7,19,14
A_dice_s0,A_dice,02,6,severs,7-12,<=2,severs,0,2,20,7,19,14
A_dice_s0,A_dice,02,6,intact,3-6,<=2,intact,0,41,20,7,19,14
A_dice_s0,A_dice,02,6,intact,1-1,<=2,intact,0,70,20,7,19,14
A_dice_s0,A_dice,02,6,severs,3-6,4-5,intact,0,1,20,7,19,14
A_dice_s0,A_dice,02,6,intact,3-6,6+,intact,1,2,20,7,19,14
A_dice_s0,A_dice,02,6,intact,3-6,4-5,intact,0,7,20,7,19,14
A_dice_s0,A_dice,02,6,intact,7-12,4-5,intact,0,2,20,7,19,14
A_dice_s0,A_dice,02,6,severs,3-6,6+,intact,1,1,20,7,19,14
A_dice_s0,A_dice,02,6,intact,7-12,<=2,intact,0,18,20,7,19,14
A_dice_s0,A_dice,02,6,severs,1-1,<=2,intact,0,1,20,7,19,14
A_dice_s0,A_dice,02,6,intact,13+,6+,intact,0,3,20,7,19,14
A_dice_s0,A_dice,02,6,intact,1-1,<=2,intact,1,10,20,7,19,14
A_dice_s0,A_dice,02,6,intact,1-1,6+,intact,0,4,20,7,19,14
A_dice_s0,A_dice,02,6,severs,13+,4-5,severs,0,2,20,7,19,14
A_dice_s0,A_dice,02,6,intact,13+,3,intact,0,4,20,7,19,14
A_dice_s0,A_dice,02,6,severs,3-6,3,intact,1,3,20,7,19,14
A_dice_s0,A_dice,02,6,intact,2-2,<=2,intact,1,2,20,7,19,14
A_dice_s0,A_dice,02,6,intact,3-6,3,intact,0,7,20,7,19,14
A_dice_s0,A_dice,02,6,intact,1-1,4-5,intact,0,4,20,7,19,14
A_dice_s0,A_dice,02,6,intact,2-2,4-5,intact,1,2,20,7,19,14
A_dice_s0,A_dice,02,6,severs,3-6,<=2,intact,1,2,20,7,19,14
A_dice_s0,A_dice,02,6,intact,1-1,3,intact,1,3,20,7,19,14
A_dice_s0,A_dice,02,6,intact,7-12,3,intact,0,3,20,7,19,14
A_dice_s0,A_dice,02,6,severs,2-2,4-5,intact,1,1,20,7,19,14
A_dice_s0,A_dice,02,6,severs,1-1,6+,intact,1,1,20,7,19,14
A_dice_s0,A_dice,02,6,intact,3-6,6+,intact,0,4,20,7,19,14
A_dice_s0,A_dice,02,6,intact,3-6,<=2,intact,1,4,20,7,19,14
A_dice_s0,A_dice,02,6,intact,2-2,3,intact,1,1,20,7,19,14
A_dice_s0,A_dice,02,6,severs,7-12,3,intact,0,1,20,7,19,14
A_dice_s0,A_dice,02,6,intact,2-2,6+,intact,1,1,20,7,19,14
A_dice_s0,A_dice,02,6,severs,13+,<=2,intact,0,1,20,7,19,14
A_dice_s0,A_dice,02,6,severs,3-6,<=2,severs,0,1,20,7,19,14
A_dice_s0,A_dice,02,6,severs,3-6,6+,severs,0,1,20,7,19,14
A_dice_s0,A_dice,02,6,intact,2-2,6+,intact,0,1,20,7,19,14
A_dice_s0,A_dice,02,6,intact,3-6,3,intact,1,2,20,7,19,14
A_dice_s0,A_dice,02,6,severs,7-12,4-5,severs,0,2,20,7,19,14
A_dice_s0,A_dice,02,6,severs,3-6,4-5,intact,1,1,20,7,19,14
A_dice_s0,A_dice,03,1,intact,7-12,3,intact,0,4,40,34,50,50
A_dice_s0,A_dice,03,1,intact,2-2,4-5,intact,0,8,40,34,50,50
A_dice_s0,A_dice,03,1,intact,3-6,4-5,intact,0,11,40,34,50,50
A_dice_s0,A_dice,03,1,intact,3-6,<=2,intact,0,44,40,34,50,50
A_dice_s0,A_dice,03,1,intact,1-1,<=2,intact,0,87,40,34,50,50
A_dice_s0,A_dice,03,1,intact,7-12,4-5,intact,0,2,40,34,50,50
A_dice_s0,A_dice,03,1,intact,7-12,<=2,intact,0,23,40,34,50,50
A_dice_s0,A_dice,03,1,intact,2-2,<=2,intact,0,38,40,34,50,50
A_dice_s0,A_dice,03,1,severs,13+,4-5,severs,0,3,40,34,50,50
A_dice_s0,A_dice,03,1,intact,2-2,6+,intact,0,3,40,34,50,50
A_dice_s0,A_dice,03,1,severs,1-1,6+,intact,0,1,40,34,50,50
A_dice_s0,A_dice,03,1,intact,3-6,6+,intact,0,5,40,34,50,50
A_dice_s0,A_dice,03,1,severs,3-6,<=2,intact,0,3,40,34,50,50
A_dice_s0,A_dice,03,1,intact,13+,6+,intact,0,3,40,34,50,50
A_dice_s0,A_dice,03,1,severs,3-6,4-5,severs,0,4,40,34,50,50
A_dice_s0,A_dice,03,1,intact,1-1,3,intact,0,11,40,34,50,50
A_dice_s0,A_dice,03,1,intact,13+,<=2,intact,0,27,40,34,50,50
A_dice_s0,A_dice,03,1,intact,1-1,6+,intact,0,5,40,34,50,50
A_dice_s0,A_dice,03,1,intact,13+,3,intact,0,7,40,34,50,50
A_dice_s0,A_dice,03,1,intact,13+,4-5,intact,0,10,40,34,50,50
A_dice_s0,A_dice,03,1,intact,7-12,6+,intact,0,3,40,34,50,50
A_dice_s0,A_dice,03,1,severs,13+,3,severs,0,4,40,34,50,50
A_dice_s0,A_dice,03,1,intact,3-6,3,intact,0,10,40,34,50,50
A_dice_s0,A_dice,03,1,severs,7-12,<=2,severs,0,4,40,34,50,50
A_dice_s0,A_dice,03,1,intact,1-1,4-5,intact,0,7,40,34,50,50
A_dice_s0,A_dice,03,1,severs,3-6,<=2,severs,0,3,40,34,50,50
