run,trained_on,scored_against,image,band,breaks,gt_px,dice,cldice,tprec,tsens
ah_f0_s1,ah,ah,im0324,Q1_dimmest,33,6617,0.2355,0.30102,0.65165,0.19571
ah_f0_s1,ah,ah,im0324,Q2,62,8846,0.5683,0.58957,0.84122,0.45381
ah_f0_s1,ah,ah,im0324,Q3,38,8400,0.82066,0.87583,0.94646,0.81501
ah_f0_s1,ah,ah,im0324,Q4_clearest,1,4398,0.96545,0.99134,0.99876,0.98403
ah_f0_s1,ah,vk,im0324,Q1_dimmest,89,14643,0.19299,0.13037,0.82583,0.07077
ah_f0_s1,ah,vk,im0324,Q2,80,13140,0.51053,0.40544,0.93195,0.25908
ah_f0_s1,ah,vk,im0324,Q3,24,9911,0.80636,0.81561,0.98334,0.69676
ah_f0_s1,ah,vk,im0324,Q4_clearest,1,4515,0.97055,0.9874,1.0,0.97512
vk_f0_s1,vk,ah,im0162,Q1_dimmest,49,1234,0.39048,0.4369,0.31073,0.73561
vk_f0_s1,vk,ah,im0162,Q2,58,4015,0.52682,0.62624,0.48269,0.89129
vk_f0_s1,vk,ah,im0162,Q3,25,8765,0.74909,0.87583,0.79603,0.97342
vk_f0_s1,vk,ah,im0162,Q4_clearest,22,16166,0.93676,0.9741,0.96634,0.98198
vk_f0_s1,vk,vk,im0162,Q1_dimmest,268,7724,0.42299,0.30501,0.65598,0.1987
vk_f0_s1,vk,vk,im0162,Q2,154,11002,0.7398,0.69014,0.81983,0.59587
vk_f0_s1,vk,vk,im0162,Q3,30,12733,0.89391,0.93587,0.94418,0.92771
vk_f0_s1,vk,vk,im0162,Q4_clearest,26,17043,0.96184,0.98449,0.99006,0.97898
vk_f0_s1,vk,ah,im0163,Q1_dimmest,21,913,0.37062,0.35184,0.22175,0.85115
vk_f0_s1,vk,ah,im0163,Q2,21,2555,0.42686,0.5259,0.36296,0.95432
vk_f0_s1,vk,ah,im0163,Q3,12,7366,0.68521,0.85906,0.76039,0.98714
vk_f0_s1,vk,ah,im0163,Q4_clearest,5,21917,0.9435,0.98978,0.98212,0.99757
vk_f0_s1,vk,vk,im0163,Q1_dimmest,143,5005,0.5022,0.44407,0.56497,0.36579
vk_f0_s1,vk,vk,im0163,Q2,68,8784,0.74589,0.7636,0.77623,0.75138
vk_f0_s1,vk,vk,im0163,Q3,15,12118,0.87993,0.95432,0.94572,0.96308
vk_f0_s1,vk,vk,im0163,Q4_clearest,7,23198,0.96936,0.99429,0.99317,0.99542
vk_f0_s1,vk,ah,im0235,Q1_dimmest,71,3057,0.47557,0.49808,0.41332,0.62658
vk_f0_s1,vk,ah,im0235,Q2,41,6171,0.64774,0.72469,0.60921,0.89417
vk_f0_s1,vk,ah,im0235,Q3,18,10228,0.82542,0.90082,0.83856,0.97306
vk_f0_s1,vk,ah,im0235,Q4_clearest,6,18245,0.95977,0.9865,0.98135,0.99171
vk_f0_s1,vk,vk,im0235,Q1_dimmest,252,12730,0.39861,0.30987,0.75318,0.19506
vk_f0_s1,vk,vk,im0235,Q2,82,13578,0.73773,0.71494,0.8742,0.60477
vk_f0_s1,vk,vk,im0235,Q3,23,14180,0.905,0.93444,0.96289,0.90762
vk_f0_s1,vk,vk,im0235,Q4_clearest,7,19269,0.98401,0.99238,0.99798,0.98684
vk_f0_s1,vk,ah,im0236,Q1_dimmest,56,3357,0.44787,0.4601,0.40128,0.53913
vk_f0_s1,vk,ah,im0236,Q2,53,6379,0.67889,0.73546,0.65809,0.83344
vk_f0_s1,vk,ah,im0236,Q3,18,11731,0.84712,0.91108,0.86894,0.95752
vk_f0_s1,vk,ah,im0236,Q4_clearest,5,16893,0.9641,0.98303,0.97505,0.99114
vk_f0_s1,vk,vk,im0236,Q1_dimmest,216,11583,0.39613,0.31083,0.69264,0.20037
vk_f0_s1,vk,vk,im0236,Q2,114,12232,0.75621,0.7245,0.88416,0.61368
vk_f0_s1,vk,vk,im0236,Q3,21,14892,0.91715,0.94528,0.95682,0.93402
vk_f0_s1,vk,vk,im0236,Q4_clearest,6,17515,0.9804,0.99052,0.99048,0.99055
vk_f0_s1,vk,ah,im0239,Q1_dimmest,73,3436,0.42757,0.46318,0.52034,0.41734
vk_f0_s1,vk,ah,im0239,Q2,59,6687,0.64378,0.70593,0.65127,0.77061
vk_f0_s1,vk,ah,im0239,Q3,31,13176,0.83976,0.90897,0.86563,0.95689
vk_f0_s1,vk,ah,im0239,Q4_clearest,7,13272,0.95668,0.98473,0.98339,0.98608
vk_f0_s1,vk,vk,im0239,Q1_dimmest,144,9318,0.36577,0.30508,0.72373,0.19328
vk_f0_s1,vk,vk,im0239,Q2,130,12844,0.68336,0.68097,0.86873,0.55994
vk_f0_s1,vk,vk,im0239,Q3,32,17078,0.9048,0.94234,0.96689,0.91899
vk_f0_s1,vk,vk,im0239,Q4_clearest,10,13831,0.97502,0.99105,0.99916,0.98308
vk_f0_s1,vk,ah,im0240,Q1_dimmest,85,10396,0.47981,0.53658,0.55693,0.51766
vk_f0_s1,vk,ah,im0240,Q2,50,13292,0.78347,0.81149,0.74049,0.89755
vk_f0_s1,vk,ah,im0240,Q3,1,12242,0.92532,0.97597,0.96029,0.99218
vk_f0_s1,vk,ah,im0240,Q4_clearest,0,7313,0.99321,0.99912,0.99824,1.0
vk_f0_s1,vk,vk,im0240,Q1_dimmest,243,23754,0.40786,0.33259,0.79343,0.21039
vk_f0_s1,vk,vk,im0240,Q2,67,19679,0.82228,0.80444,0.92389,0.71234
vk_f0_s1,vk,vk,im0240,Q3,2,13776,0.96772,0.98758,0.99599,0.97931
vk_f0_s1,vk,vk,im0240,Q4_clearest,0,7375,0.99729,1.0,1.0,1.0
vk_f0_s1,vk,ah,im0255,Q1_dimmest,81,2995,0.43946,0.43474,0.34111,0.59921
vk_f0_s1,vk,ah,im0255,Q2,71,7010,0.6533,0.69193,0.56991,0.88042
vk_f0_s1,vk,ah,im0255,Q3,10,11944,0.87003,0.93478,0.88776,0.98706
vk_f0_s1,vk,ah,im0255,Q4_clearest,11,15954,0.97537,0.99198,0.99234,0.99162
vk_f0_s1,vk,vk,im0255,Q1_dimmest,331,11173,0.41183,0.33986,0.70916,0.22348
vk_f0_s1,vk,vk,im0255,Q2,160,13470,0.75202,0.71893,0.84407,0.6261
vk_f0_s1,vk,vk,im0255,Q3,22,14513,0.93727,0.95688,0.96006,0.95372
vk_f0_s1,vk,vk,im0255,Q4_clearest,9,16378,0.98777,0.99552,0.99891,0.99215
vk_f0_s1,vk,ah,im0291,Q1_dimmest,85,5612,0.49942,0.54345,0.65953,0.46212
vk_f0_s1,vk,ah,im0291,Q2,30,6266,0.78645,0.8558,0.82714,0.88653
vk_f0_s1,vk,ah,im0291,Q3,8,5570,0.91027,0.96793,0.96841,0.96745
vk_f0_s1,vk,ah,im0291,Q4_clearest,0,3970,0.98803,0.99949,0.99899,1.0
vk_f0_s1,vk,vk,im0291,Q1_dimmest,104,8426,0.468,0.4023,0.75739,0.27389
vk_f0_s1,vk,vk,im0291,Q2,46,7773,0.82473,0.82582,0.9165,0.75147
vk_f0_s1,vk,vk,im0291,Q3,7,5973,0.93947,0.97586,0.99307,0.95925
vk_f0_s1,vk,vk,im0291,Q4_clearest,0,3978,0.98904,1.0,1.0,1.0
vk_f0_s1,vk,ah,im0319,Q1_dimmest,94,3917,0.39163,0.41987,0.46154,0.3851
vk_f0_s1,vk,ah,im0319,Q2,50,6569,0.72382,0.79732,0.75625,0.8431
vk_f0_s1,vk,ah,im0319,Q3,7,5701,0.89479,0.94736,0.91655,0.98032
vk_f0_s1,vk,ah,im0319,Q4_clearest,0,2058,0.98656,0.98889,0.97802,1.0
vk_f0_s1,vk,vk,im0319,Q1_dimmest,159,8846,0.35676,0.32314,0.68876,0.21109
vk_f0_s1,vk,vk,im0319,Q2,70,9216,0.77668,0.80481,0.8873,0.73634
vk_f0_s1,vk,vk,im0319,Q3,6,6429,0.93718,0.96626,0.96871,0.96382
vk_f0_s1,vk,vk,im0319,Q4_clearest,0,2090,0.99428,1.0,1.0,1.0
vk_f0_s1,vk,ah,im0324,Q1_dimmest,39,6617,0.21331,0.25422,0.39964,0.18639
vk_f0_s1,vk,ah,im0324,Q2,74,8846,0.55874,0.5941,0.60996,0.57905
vk_f0_s1,vk,ah,im0324,Q3,18,8400,0.80005,0.87587,0.87117,0.88061
vk_f0_s1,vk,ah,im0324,Q4_clearest,4,4398,0.9477,0.96771,0.97611,0.95946
vk_f0_s1,vk,vk,im0324,Q1_dimmest,145,14643,0.2045,0.19247,0.74684,0.11047
vk_f0_s1,vk,vk,im0324,Q2,103,13140,0.58432,0.57096,0.82442,0.4367
vk_f0_s1,vk,vk,im0324,Q3,23,9911,0.83618,0.87423,0.95006,0.80962
vk_f0_s1,vk,vk,im0324,Q4_clearest,4,4515,0.95987,0.96875,0.98294,0.95498
soft_f0_s1,soft,ah,im0162,Q1_dimmest,67,1234,0.48185,0.55135,0.47432,0.65827
soft_f0_s1,soft,ah,im0162,Q2,83,4015,0.61204,0.68582,0.57672,0.84581
soft_f0_s1,soft,ah,im0162,Q3,24,8765,0.80673,0.89044,0.82091,0.97283
soft_f0_s1,soft,ah,im0162,Q4_clearest,6,16166,0.95864,0.98558,0.9762,0.99514
soft_f0_s1,soft,vk,im0162,Q1_dimmest,278,7724,0.27742,0.22423,0.72089,0.13276
soft_f0_s1,soft,vk,im0162,Q2,190,11002,0.66001,0.63658,0.87001,0.50191
soft_f0_s1,soft,vk,im0162,Q3,50,12733,0.91332,0.93254,0.96039,0.90626
soft_f0_s1,soft,vk,im0162,Q4_clearest,8,17043,0.98255,0.99459,0.99565,0.99353
soft_f0_s1,soft,ah,im0163,Q1_dimmest,31,913,0.47507,0.43468,0.3125,0.71374
soft_f0_s1,soft,ah,im0163,Q2,32,2555,0.50907,0.55595,0.40245,0.89871
soft_f0_s1,soft,ah,im0163,Q3,8,7366,0.74066,0.87881,0.79374,0.98429
soft_f0_s1,soft,ah,im0163,Q4_clearest,7,21917,0.95238,0.99033,0.98756,0.99311
soft_f0_s1,soft,vk,im0163,Q1_dimmest,162,5005,0.40645,0.37672,0.66458,0.26287
soft_f0_s1,soft,vk,im0163,Q2,95,8784,0.68587,0.73492,0.83681,0.65516
soft_f0_s1,soft,vk,im0163,Q3,8,12118,0.90637,0.96502,0.97144,0.95868
soft_f0_s1,soft,vk,im0163,Q4_clearest,9,23198,0.97804,0.9949,0.9986,0.99123
soft_f0_s1,soft,ah,im0235,Q1_dimmest,77,3057,0.53656,0.57135,0.53623,0.61139
soft_f0_s1,soft,ah,im0235,Q2,56,6171,0.70908,0.75395,0.67238,0.85805
soft_f0_s1,soft,ah,im0235,Q3,12,10228,0.85966,0.92643,0.877,0.98177
soft_f0_s1,soft,ah,im0235,Q4_clearest,5,18245,0.96631,0.98922,0.98471,0.99378
soft_f0_s1,soft,vk,im0235,Q1_dimmest,227,12730,0.33194,0.2803,0.85771,0.16752
soft_f0_s1,soft,vk,im0235,Q2,87,13578,0.69882,0.68279,0.92541,0.54097
soft_f0_s1,soft,vk,im0235,Q3,15,14180,0.90266,0.93896,0.98203,0.89951
soft_f0_s1,soft,vk,im0235,Q4_clearest,7,19269,0.98904,0.99363,1.0,0.98734
soft_f0_s1,soft,ah,im0236,Q1_dimmest,64,3357,0.50603,0.52122,0.50196,0.54203
soft_f0_s1,soft,ah,im0236,Q2,42,6379,0.74209,0.78447,0.73988,0.83478
soft_f0_s1,soft,ah,im0236,Q3,17,11731,0.87875,0.92919,0.90428,0.95551
soft_f0_s1,soft,ah,im0236,Q4_clearest,6,16893,0.97064,0.98481,0.97703,0.9927
soft_f0_s1,soft,vk,im0236,Q1_dimmest,212,11583,0.36034,0.3126,0.78096,0.19541
soft_f0_s1,soft,vk,im0236,Q2,106,12232,0.72336,0.70578,0.9184,0.57309
soft_f0_s1,soft,vk,im0236,Q3,17,14892,0.92261,0.94096,0.96901,0.91449
soft_f0_s1,soft,vk,im0236,Q4_clearest,8,17515,0.98517,0.98858,0.98889,0.98826
soft_f0_s1,soft,ah,im0239,Q1_dimmest,89,3436,0.40357,0.41189,0.68956,0.29364
soft_f0_s1,soft,ah,im0239,Q2,106,6687,0.68573,0.72404,0.78817,0.66956
soft_f0_s1,soft,ah,im0239,Q3,59,13176,0.86731,0.91801,0.89773,0.93922
soft_f0_s1,soft,ah,im0239,Q4_clearest,11,13272,0.96209,0.98265,0.98205,0.98324
soft_f0_s1,soft,vk,im0239,Q1_dimmest,120,9318,0.26796,0.22633,0.89286,0.12959
soft_f0_s1,soft,vk,im0239,Q2,156,12844,0.59899,0.61055,0.94223,0.45159
soft_f0_s1,soft,vk,im0239,Q3,51,17078,0.88272,0.92602,0.98476,0.87389
soft_f0_s1,soft,vk,im0239,Q4_clearest,7,13831,0.97958,0.98976,0.99832,0.98135
soft_f0_s1,soft,ah,im0240,Q1_dimmest,95,10396,0.5003,0.5726,0.65289,0.50989
soft_f0_s1,soft,ah,im0240,Q2,77,13292,0.79809,0.82493,0.80305,0.84804
soft_f0_s1,soft,ah,im0240,Q3,5,12242,0.93549,0.97969,0.97027,0.9893
soft_f0_s1,soft,ah,im0240,Q4_clearest,0,7313,0.99402,0.9997,0.9994,1.0
soft_f0_s1,soft,vk,im0240,Q1_dimmest,218,23754,0.37153,0.32291,0.87934,0.19777
soft_f0_s1,soft,vk,im0240,Q2,100,19679,0.77844,0.77388,0.95623,0.64993
soft_f0_s1,soft,vk,im0240,Q3,10,13776,0.96625,0.98113,0.99604,0.96667
soft_f0_s1,soft,vk,im0240,Q4_clearest,0,7375,0.9981,1.0,1.0,1.0
soft_f0_s1,soft,ah,im0255,Q1_dimmest,102,2995,0.45083,0.44975,0.4065,0.50329
soft_f0_s1,soft,ah,im0255,Q2,73,7010,0.706,0.75313,0.66209,0.87319
soft_f0_s1,soft,ah,im0255,Q3,17,11944,0.89729,0.93984,0.90156,0.98152
soft_f0_s1,soft,ah,im0255,Q4_clearest,0,15954,0.98327,0.99769,0.99582,0.99956
soft_f0_s1,soft,vk,im0255,Q1_dimmest,304,11173,0.30807,0.26373,0.77913,0.15873
soft_f0_s1,soft,vk,im0255,Q2,145,13470,0.70787,0.69559,0.90795,0.56374
soft_f0_s1,soft,vk,im0255,Q3,21,14513,0.94077,0.96402,0.97756,0.95085
soft_f0_s1,soft,vk,im0255,Q4_clearest,0,16378,0.99494,0.99967,0.99956,0.99978
soft_f0_s1,soft,ah,im0291,Q1_dimmest,85,5612,0.55766,0.60427,0.7896,0.48939
soft_f0_s1,soft,ah,im0291,Q2,31,6266,0.83475,0.88899,0.89147,0.88653
soft_f0_s1,soft,ah,im0291,Q3,4,5570,0.94919,0.98114,0.97379,0.98861
soft_f0_s1,soft,ah,im0291,Q4_clearest,0,3970,0.99399,0.9995,0.999,1.0
soft_f0_s1,soft,vk,im0291,Q1_dimmest,95,8426,0.46295,0.39897,0.83416,0.26218
soft_f0_s1,soft,vk,im0291,Q2,39,7773,0.83572,0.82922,0.95222,0.73437
soft_f0_s1,soft,vk,im0291,Q3,2,5973,0.97152,0.98435,0.99614,0.97283
soft_f0_s1,soft,vk,im0291,Q4_clearest,0,3978,0.995,0.999,0.998,1.0
soft_f0_s1,soft,ah,im0319,Q1_dimmest,76,3917,0.4575,0.503,0.5013,0.50472
soft_f0_s1,soft,ah,im0319,Q2,44,6569,0.76203,0.8293,0.79262,0.86954
soft_f0_s1,soft,ah,im0319,Q3,8,5701,0.91497,0.9605,0.93946,0.98251
soft_f0_s1,soft,ah,im0319,Q4_clearest,0,2058,0.98895,0.98964,0.9795,1.0
soft_f0_s1,soft,vk,im0319,Q1_dimmest,138,8846,0.39493,0.38453,0.78368,0.25477
soft_f0_s1,soft,vk,im0319,Q2,53,9216,0.78709,0.80567,0.90229,0.72774
soft_f0_s1,soft,vk,im0319,Q3,3,6429,0.95276,0.96519,0.96729,0.9631
soft_f0_s1,soft,vk,im0319,Q4_clearest,0,2090,0.99666,1.0,1.0,1.0
soft_f0_s1,soft,ah,im0324,Q1_dimmest,64,6617,0.32312,0.45453,0.60908,0.36253
soft_f0_s1,soft,ah,im0324,Q2,75,8846,0.64239,0.69171,0.70912,0.67514
soft_f0_s1,soft,ah,im0324,Q3,12,8400,0.83988,0.9046,0.8846,0.92553
soft_f0_s1,soft,ah,im0324,Q4_clearest,3,4398,0.96487,0.98535,0.99421,0.97666
soft_f0_s1,soft,vk,im0324,Q1_dimmest,146,14643,0.28065,0.2279,0.84293,0.13176
soft_f0_s1,soft,vk,im0324,Q2,100,13140,0.64438,0.59017,0.88671,0.44226
soft_f0_s1,soft,vk,im0324,Q3,19,9911,0.87184,0.89195,0.9603,0.83268
soft_f0_s1,soft,vk,im0324,Q4_clearest,1,4515,0.97681,0.98506,0.99768,0.97275
ah_f1_s1,ah,ah,im0001,Q1_dimmest,66,6093,0.47842,0.49411,0.67851,0.38852
ah_f1_s1,ah,ah,im0001,Q2,94,10500,0.72961,0.74999,0.84988,0.67112
ah_f1_s1,ah,ah,im0001,Q3,13,11550,0.89268,0.94749,0.95776,0.93743
ah_f1_s1,ah,ah,im0001,Q4_clearest,0,5656,0.92715,0.94753,0.9055,0.99365
ah_f1_s1,ah,vk,im0001,Q1_dimmest,125,9234,0.3942,0.31935,0.74788,0.20302
ah_f1_s1,ah,vk,im0001,Q2,125,12108,0.68145,0.65796,0.78609,0.56575
ah_f1_s1,ah,vk,im0001,Q3,19,12167,0.88959,0.90247,0.90919,0.89585
ah_f1_s1,ah,vk,im0001,Q4_clearest,1,5662,0.92308,0.93748,0.89644,0.98246
ah_f1_s1,ah,ah,im0002,Q1_dimmest,77,8592,0.56226,0.53658,0.79438,0.40511
ah_f1_s1,ah,ah,im0002,Q2,39,8647,0.83608,0.88273,0.94342,0.82938
ah_f1_s1,ah,ah,im0002,Q3,12,7079,0.92021,0.94549,0.96005,0.93136
ah_f1_s1,ah,ah,im0002,Q4_clearest,6,3887,0.91375,0.94795,0.92348,0.97375
ah_f1_s1,ah,vk,im0002,Q1_dimmest,109,6605,0.44011,0.39569,0.56269,0.30513
ah_f1_s1,ah,vk,im0002,Q2,48,6775,0.74401,0.76615,0.75357,0.77916
ah_f1_s1,ah,vk,im0002,Q3,16,6462,0.87101,0.8982,0.897,0.8994
ah_f1_s1,ah,vk,im0002,Q4_clearest,9,3673,0.88128,0.92027,0.88435,0.95924
ah_f1_s1,ah,ah,im0003,Q1_dimmest,38,2241,0.45046,0.38933,0.45349,0.34107
ah_f1_s1,ah,ah,im0003,Q2,42,4762,0.6701,0.64952,0.68385,0.61846
ah_f1_s1,ah,ah,im0003,Q3,20,8026,0.77538,0.81596,0.759,0.88216
ah_f1_s1,ah,ah,im0003,Q4_clearest,5,10316,0.87271,0.9271,0.87843,0.98147
ah_f1_s1,ah,vk,im0003,Q1_dimmest,105,4263,0.2372,0.15564,0.4157,0.09574
ah_f1_s1,ah,vk,im0003,Q2,58,4397,0.50326,0.45787,0.5321,0.40181
ah_f1_s1,ah,vk,im0003,Q3,19,6538,0.64243,0.67854,0.6218,0.74666
ah_f1_s1,ah,vk,im0003,Q4_clearest,7,9209,0.8106,0.87808,0.80279,0.96896
ah_f1_s1,ah,ah,im0004,Q1_dimmest,103,15973,0.50143,0.62959,0.81751,0.51192
ah_f1_s1,ah,ah,im0004,Q2,40,11358,0.85434,0.8897,0.94371,0.84154
ah_f1_s1,ah,ah,im0004,Q3,2,3885,0.9769,0.99396,0.99572,0.9922
ah_f1_s1,ah,ah,im0004,Q4_clearest,0,179,0.93931,0.98298,0.97727,0.98876
ah_f1_s1,ah,vk,im0004,Q1_dimmest,182,17400,0.43373,0.40823,0.72862,0.28354
ah_f1_s1,ah,vk,im0004,Q2,50,9469,0.81442,0.78504,0.79521,0.77513
ah_f1_s1,ah,vk,im0004,Q3,1,3547,0.93753,0.95437,0.9238,0.98704
ah_f1_s1,ah,vk,im0004,Q4_clearest,0,186,0.95337,0.97714,0.97727,0.97701
ah_f1_s1,ah,ah,im0005,Q1_dimmest,43,4443,0.26009,0.34045,0.25117,0.52819
ah_f1_s1,ah,ah,im0005,Q2,72,7694,0.62464,0.71714,0.65267,0.79573
ah_f1_s1,ah,ah,im0005,Q3,26,10314,0.80692,0.87262,0.79941,0.96058
ah_f1_s1,ah,ah,im0005,Q4_clearest,2,15806,0.9293,0.95343,0.91327,0.99728
ah_f1_s1,ah,vk,im0005,Q1_dimmest,188,8337,0.22639,0.1618,0.45086,0.09859
ah_f1_s1,ah,vk,im0005,Q2,121,9096,0.59289,0.58402,0.75331,0.47686
ah_f1_s1,ah,vk,im0005,Q3,52,10963,0.8038,0.8282,0.82954,0.82687
ah_f1_s1,ah,vk,im0005,Q4_clearest,3,16089,0.93219,0.94962,0.91745,0.98413
ah_f1_s1,ah,ah,im0044,Q1_dimmest,36,1738,0.3949,0.39387,0.43206,0.36188
ah_f1_s1,ah,ah,im0044,Q2,54,4708,0.62611,0.68221,0.6904,0.67422
ah_f1_s1,ah,ah,im0044,Q3,20,10299,0.84221,0.92222,0.8978,0.94801
ah_f1_s1,ah,ah,im0044,Q4_clearest,5,12751,0.93427,0.9604,0.92901,0.99399
ah_f1_s1,ah,vk,im0044,Q1_dimmest,145,10158,0.16322,0.08362,0.57143,0.04511
ah_f1_s1,ah,vk,im0044,Q2,76,10907,0.53859,0.43904,0.88565,0.29186
ah_f1_s1,ah,vk,im0044,Q3,21,13631,0.8629,0.88849,0.97355,0.81711
ah_f1_s1,ah,vk,im0044,Q4_clearest,5,13685,0.9469,0.96935,0.96689,0.97183
ah_f1_s1,ah,ah,im0077,Q1_dimmest,34,1085,0.46499,0.49274,0.56522,0.43673
ah_f1_s1,ah,ah,im0077,Q2,56,2705,0.53941,0.60914,0.51268,0.7503
ah_f1_s1,ah,ah,im0077,Q3,40,8493,0.7934,0.86386,0.8027,0.9351
ah_f1_s1,ah,ah,im0077,Q4_clearest,5,21658,0.94934,0.97964,0.96526,0.99445
ah_f1_s1,ah,vk,im0077,Q1_dimmest,109,6851,0.22787,0.14416,0.94565,0.07803
ah_f1_s1,ah,vk,im0077,Q2,158,10394,0.51063,0.45944,0.94503,0.30349
ah_f1_s1,ah,vk,im0077,Q3,60,14028,0.83023,0.84157,0.96667,0.74515
ah_f1_s1,ah,vk,im0077,Q4_clearest,9,23739,0.9775,0.98866,0.99246,0.98488
ah_f1_s1,ah,ah,im0081,Q1_dimmest,11,866,0.38667,0.37355,0.47423,0.30814
ah_f1_s1,ah,ah,im0081,Q2,45,3366,0.57573,0.63176,0.61239,0.6524
ah_f1_s1,ah,ah,im0081,Q3,35,11072,0.81319,0.88349,0.85994,0.90837
ah_f1_s1,ah,ah,im0081,Q4_clearest,3,16311,0.95899,0.98681,0.98026,0.99344
ah_f1_s1,ah,vk,im0081,Q1_dimmest,114,10060,0.13076,0.05338,0.92784,0.02748
ah_f1_s1,ah,vk,im0081,Q2,145,13481,0.48816,0.33816,0.91009,0.20766
ah_f1_s1,ah,vk,im0081,Q3,33,17220,0.85419,0.84136,0.97061,0.74248
ah_f1_s1,ah,vk,im0081,Q4_clearest,4,17429,0.98329,0.99166,0.9961,0.98726
ah_f1_s1,ah,ah,im0082,Q1_dimmest,46,1423,0.50324,0.4695,0.60166,0.38494
ah_f1_s1,ah,ah,im0082,Q2,66,3429,0.62362,0.67572,0.68867,0.66326
ah_f1_s1,ah,ah,im0082,Q3,45,9083,0.82483,0.87344,0.85559,0.89205
ah_f1_s1,ah,ah,im0082,Q4_clearest,5,19375,0.96405,0.98853,0.9823,0.99485
ah_f1_s1,ah,vk,im0082,Q1_dimmest,184,8525,0.18767,0.10408,0.82573,0.05554
ah_f1_s1,ah,vk,im0082,Q2,149,9731,0.48963,0.39986,0.88559,0.25823
ah_f1_s1,ah,vk,im0082,Q3,59,13110,0.82882,0.83142,0.95281,0.73746
ah_f1_s1,ah,vk,im0082,Q4_clearest,11,20528,0.97993,0.99168,0.9965,0.9869
ah_f1_s1,ah,ah,im0139,Q1_dimmest,61,2659,0.41216,0.47987,0.53274,0.43655
ah_f1_s1,ah,ah,im0139,Q2,46,6553,0.62025,0.71442,0.6496,0.79362
ah_f1_s1,ah,ah,im0139,Q3,16,12760,0.8667,0.93484,0.90615,0.9654
ah_f1_s1,ah,ah,im0139,Q4_clearest,1,12085,0.97497,0.98509,0.97327,0.99719
ah_f1_s1,ah,vk,im0139,Q1_dimmest,191,17052,0.27622,0.20017,0.77679,0.11489
ah_f1_s1,ah,vk,im0139,Q2,77,17658,0.64822,0.63905,0.89653,0.49647
ah_f1_s1,ah,vk,im0139,Q3,19,17385,0.89506,0.89431,0.96303,0.83474
ah_f1_s1,ah,vk,im0139,Q4_clearest,0,12620,0.98814,0.98983,0.98951,0.99015
vk_f1_s1,vk,ah,im0001,Q1_dimmest,63,6093,0.49865,0.4385,0.31388,0.72727
vk_f1_s1,vk,ah,im0001,Q2,27,10500,0.68553,0.7527,0.63378,0.92654
vk_f1_s1,vk,ah,im0001,Q3,4,11550,0.81386,0.91088,0.84263,0.99116
vk_f1_s1,vk,ah,im0001,Q4_clearest,0,5656,0.84623,0.8964,0.81507,0.99577
vk_f1_s1,vk,vk,im0001,Q1_dimmest,178,9234,0.52943,0.45454,0.41962,0.49581
vk_f1_s1,vk,vk,im0001,Q2,72,12108,0.71753,0.72186,0.6284,0.84796
vk_f1_s1,vk,vk,im0001,Q3,7,12167,0.83134,0.8898,0.82044,0.97197
vk_f1_s1,vk,vk,im0001,Q4_clearest,0,5662,0.8439,0.89178,0.8145,0.98526
vk_f1_s1,vk,ah,im0002,Q1_dimmest,94,8592,0.64293,0.65482,0.65502,0.65462
vk_f1_s1,vk,ah,im0002,Q2,16,8647,0.82369,0.91676,0.88161,0.95484
vk_f1_s1,vk,ah,im0002,Q3,5,7079,0.86311,0.93508,0.9013,0.9715
vk_f1_s1,vk,ah,im0002,Q4_clearest,0,3887,0.86744,0.94559,0.90034,0.99563
vk_f1_s1,vk,vk,im0002,Q1_dimmest,157,6605,0.46945,0.43547,0.39862,0.47983
vk_f1_s1,vk,vk,im0002,Q2,17,6775,0.69937,0.78551,0.69124,0.90955
vk_f1_s1,vk,vk,im0002,Q3,10,6462,0.81407,0.89861,0.85763,0.94371
vk_f1_s1,vk,vk,im0002,Q4_clearest,0,3673,0.83895,0.92443,0.86402,0.99393
vk_f1_s1,vk,ah,im0003,Q1_dimmest,23,2241,0.4237,0.35798,0.23274,0.775
vk_f1_s1,vk,ah,im0003,Q2,26,4762,0.6013,0.65025,0.51127,0.89297
vk_f1_s1,vk,ah,im0003,Q3,10,8026,0.68104,0.79122,0.6732,0.95942
vk_f1_s1,vk,ah,im0003,Q4_clearest,2,10316,0.8138,0.90528,0.83093,0.99424
vk_f1_s1,vk,vk,im0003,Q1_dimmest,153,4263,0.33217,0.27356,0.26904,0.27823
vk_f1_s1,vk,vk,im0003,Q2,50,4397,0.45743,0.47554,0.38962,0.61008
vk_f1_s1,vk,vk,im0003,Q3,21,6538,0.56215,0.65053,0.53481,0.83015
vk_f1_s1,vk,vk,im0003,Q4_clearest,3,9209,0.75824,0.85991,0.76224,0.9863
vk_f1_s1,vk,ah,im0004,Q1_dimmest,89,15973,0.6545,0.69088,0.60884,0.79847
vk_f1_s1,vk,ah,im0004,Q2,19,11358,0.89684,0.92669,0.88554,0.97187
vk_f1_s1,vk,ah,im0004,Q3,0,3885,0.96967,0.9896,0.97942,1.0
vk_f1_s1,vk,ah,im0004,Q4_clearest,1,179,0.88557,0.97832,0.96809,0.98876
vk_f1_s1,vk,vk,im0004,Q1_dimmest,262,17400,0.57457,0.52962,0.56069,0.50181
vk_f1_s1,vk,vk,im0004,Q2,15,9469,0.82106,0.82501,0.72911,0.94994
