run,trained_on,scored_against,image,band,breaks,gt_px,dice,cldice,tprec,tsens
ah_f1_s0,ah,ah,im0005,Q3,25,10314,0.80635,0.87679,0.80956,0.9562
ah_f1_s0,ah,ah,im0005,Q4_clearest,2,15806,0.92341,0.94823,0.90304,0.99819
ah_f1_s0,ah,vk,im0005,Q1_dimmest,185,8337,0.2298,0.16148,0.50282,0.09619
ah_f1_s0,ah,vk,im0005,Q2,135,9096,0.60221,0.58676,0.75898,0.47825
ah_f1_s0,ah,vk,im0005,Q3,56,10963,0.80891,0.83059,0.83216,0.82902
ah_f1_s0,ah,vk,im0005,Q4_clearest,7,16089,0.93285,0.9502,0.91656,0.9864
ah_f1_s0,ah,ah,im0044,Q1_dimmest,37,1738,0.3843,0.35372,0.46009,0.28729
ah_f1_s0,ah,ah,im0044,Q2,65,4708,0.63386,0.67844,0.70457,0.65418
ah_f1_s0,ah,ah,im0044,Q3,19,10299,0.84665,0.91874,0.90426,0.93369
ah_f1_s0,ah,ah,im0044,Q4_clearest,3,12751,0.93879,0.96194,0.93555,0.98985
ah_f1_s0,ah,vk,im0044,Q1_dimmest,138,10158,0.16544,0.07498,0.66197,0.03974
ah_f1_s0,ah,vk,im0044,Q2,87,10907,0.52161,0.43121,0.90412,0.28312
ah_f1_s0,ah,vk,im0044,Q3,21,13631,0.85723,0.88071,0.97504,0.80302
ah_f1_s0,ah,vk,im0044,Q4_clearest,2,13685,0.95586,0.97049,0.96983,0.97115
ah_f1_s0,ah,ah,im0077,Q1_dimmest,31,1085,0.45546,0.49611,0.52607,0.46939
ah_f1_s0,ah,ah,im0077,Q2,54,2705,0.56303,0.62527,0.52308,0.7771
ah_f1_s0,ah,ah,im0077,Q3,34,8493,0.80295,0.87385,0.81054,0.94789
ah_f1_s0,ah,ah,im0077,Q4_clearest,9,21658,0.95057,0.98181,0.96948,0.99445
ah_f1_s0,ah,vk,im0077,Q1_dimmest,112,6851,0.2077,0.13629,0.80569,0.07444
ah_f1_s0,ah,vk,im0077,Q2,173,10394,0.49474,0.45394,0.89121,0.30453
ah_f1_s0,ah,vk,im0077,Q3,71,14028,0.82142,0.84196,0.96946,0.74411
ah_f1_s0,ah,vk,im0077,Q4_clearest,7,23739,0.97836,0.99005,0.99437,0.98577
ah_f1_s0,ah,ah,im0081,Q1_dimmest,13,866,0.5483,0.49941,0.51748,0.48256
ah_f1_s0,ah,ah,im0081,Q2,55,3366,0.61469,0.69608,0.66785,0.72681
ah_f1_s0,ah,ah,im0081,Q3,41,11072,0.83286,0.90149,0.8694,0.93604
ah_f1_s0,ah,ah,im0081,Q4_clearest,2,16311,0.96372,0.98948,0.98153,0.99757
ah_f1_s0,ah,vk,im0081,Q1_dimmest,114,10060,0.16401,0.06765,0.88811,0.03517
ah_f1_s0,ah,vk,im0081,Q2,159,13481,0.477,0.353,0.93144,0.21776
ah_f1_s0,ah,vk,im0081,Q3,49,17220,0.85282,0.85301,0.9809,0.75462
ah_f1_s0,ah,vk,im0081,Q4_clearest,3,17429,0.98604,0.99395,0.99832,0.98962
ah_f1_s0,ah,ah,im0082,Q1_dimmest,41,1423,0.54302,0.4539,0.60274,0.36402
ah_f1_s0,ah,ah,im0082,Q2,84,3429,0.61848,0.65825,0.69327,0.6266
ah_f1_s0,ah,ah,im0082,Q3,44,9083,0.83582,0.8823,0.84014,0.92892
ah_f1_s0,ah,ah,im0082,Q4_clearest,4,19375,0.96661,0.98752,0.97871,0.9965
ah_f1_s0,ah,vk,im0082,Q1_dimmest,177,8525,0.19298,0.10123,0.85388,0.05381
ah_f1_s0,ah,vk,im0082,Q2,153,9731,0.45909,0.3854,0.88597,0.24626
ah_f1_s0,ah,vk,im0082,Q3,64,13110,0.82469,0.8482,0.94701,0.76805
ah_f1_s0,ah,vk,im0082,Q4_clearest,8,20528,0.98256,0.99329,0.99631,0.99028
ah_f1_s0,ah,ah,im0139,Q1_dimmest,57,2659,0.41098,0.45092,0.49919,0.41117
ah_f1_s0,ah,ah,im0139,Q2,53,6553,0.61485,0.71221,0.66876,0.7617
ah_f1_s0,ah,ah,im0139,Q3,18,12760,0.8661,0.92913,0.90512,0.95445
ah_f1_s0,ah,ah,im0139,Q4_clearest,1,12085,0.97687,0.9873,0.97828,0.99649
ah_f1_s0,ah,vk,im0139,Q1_dimmest,192,17052,0.24814,0.18999,0.75203,0.10873
ah_f1_s0,ah,vk,im0139,Q2,88,17658,0.60543,0.62034,0.92404,0.46688
ah_f1_s0,ah,vk,im0139,Q3,20,17385,0.88467,0.88451,0.9642,0.81699
ah_f1_s0,ah,vk,im0139,Q4_clearest,4,12620,0.98717,0.98909,0.99332,0.98489
vk_f1_s0,vk,ah,im0001,Q1_dimmest,72,6093,0.50668,0.4479,0.33547,0.67368
vk_f1_s0,vk,ah,im0001,Q2,25,10500,0.68777,0.7484,0.62771,0.92654
vk_f1_s0,vk,ah,im0001,Q3,1,11550,0.82027,0.91963,0.85667,0.99258
vk_f1_s0,vk,ah,im0001,Q4_clearest,1,5656,0.8972,0.94733,0.90223,0.99718
vk_f1_s0,vk,vk,im0001,Q1_dimmest,171,9234,0.52885,0.44877,0.43947,0.45847
vk_f1_s0,vk,vk,im0001,Q2,64,12108,0.71539,0.70702,0.60779,0.84498
vk_f1_s0,vk,vk,im0001,Q3,10,12167,0.83662,0.89154,0.82615,0.96817
vk_f1_s0,vk,vk,im0001,Q4_clearest,0,5662,0.89311,0.93485,0.89108,0.98316
vk_f1_s0,vk,ah,im0002,Q1_dimmest,96,8592,0.63941,0.64839,0.6159,0.68449
vk_f1_s0,vk,ah,im0002,Q2,19,8647,0.81834,0.91527,0.88354,0.94936
vk_f1_s0,vk,ah,im0002,Q3,7,7079,0.85513,0.93851,0.9082,0.97091
vk_f1_s0,vk,ah,im0002,Q4_clearest,2,3887,0.88554,0.95969,0.93633,0.98425
vk_f1_s0,vk,vk,im0002,Q1_dimmest,140,6605,0.45777,0.43184,0.38602,0.49001
vk_f1_s0,vk,vk,im0002,Q2,14,6775,0.6968,0.78482,0.69231,0.90588
vk_f1_s0,vk,vk,im0002,Q3,7,6462,0.8043,0.88969,0.83821,0.9479
vk_f1_s0,vk,vk,im0002,Q4_clearest,1,3673,0.85596,0.93078,0.88764,0.97832
vk_f1_s0,vk,ah,im0003,Q1_dimmest,34,2241,0.41865,0.34739,0.22704,0.73929
vk_f1_s0,vk,ah,im0003,Q2,13,4762,0.59629,0.66016,0.52033,0.90278
vk_f1_s0,vk,ah,im0003,Q3,11,8026,0.67184,0.77809,0.64984,0.96943
vk_f1_s0,vk,ah,im0003,Q4_clearest,2,10316,0.80837,0.90792,0.83598,0.99341
vk_f1_s0,vk,vk,im0003,Q1_dimmest,144,4263,0.31076,0.25198,0.24247,0.26227
vk_f1_s0,vk,vk,im0003,Q2,44,4397,0.44897,0.47383,0.386,0.61341
vk_f1_s0,vk,vk,im0003,Q3,22,6538,0.55219,0.64493,0.52443,0.83731
vk_f1_s0,vk,vk,im0003,Q4_clearest,3,9209,0.75291,0.86818,0.77384,0.98871
vk_f1_s0,vk,ah,im0004,Q1_dimmest,90,15973,0.64839,0.67751,0.57784,0.81871
vk_f1_s0,vk,ah,im0004,Q2,16,11358,0.8921,0.91966,0.86881,0.97683
vk_f1_s0,vk,ah,im0004,Q3,0,3885,0.97051,0.9958,0.99164,1.0
vk_f1_s0,vk,ah,im0004,Q4_clearest,0,179,0.88614,0.975,0.95122,1.0
vk_f1_s0,vk,vk,im0004,Q1_dimmest,238,17400,0.60337,0.54904,0.55778,0.54057
vk_f1_s0,vk,vk,im0004,Q2,15,9469,0.81725,0.83149,0.73762,0.95272
vk_f1_s0,vk,vk,im0004,Q3,0,3547,0.92432,0.96316,0.92893,1.0
vk_f1_s0,vk,vk,im0004,Q4_clearest,0,186,0.90511,0.98137,0.96341,1.0
vk_f1_s0,vk,ah,im0005,Q1_dimmest,34,4443,0.3601,0.19906,0.11336,0.81602
vk_f1_s0,vk,ah,im0005,Q2,5,7694,0.65746,0.62853,0.46228,0.98149
vk_f1_s0,vk,ah,im0005,Q3,3,10314,0.76954,0.82177,0.69832,0.99825
vk_f1_s0,vk,ah,im0005,Q4_clearest,0,15806,0.89732,0.94239,0.89106,1.0
vk_f1_s0,vk,vk,im0005,Q1_dimmest,280,8337,0.42775,0.35868,0.35338,0.36414
vk_f1_s0,vk,vk,im0005,Q2,80,9096,0.67928,0.71388,0.65087,0.7904
vk_f1_s0,vk,vk,im0005,Q3,10,10963,0.7848,0.84303,0.75973,0.94684
vk_f1_s0,vk,vk,im0005,Q4_clearest,1,16089,0.90369,0.94508,0.8984,0.99688
vk_f1_s0,vk,ah,im0044,Q1_dimmest,31,1738,0.37673,0.30661,0.19682,0.69337
vk_f1_s0,vk,ah,im0044,Q2,14,4708,0.55813,0.64417,0.48721,0.95035
vk_f1_s0,vk,ah,im0044,Q3,5,10299,0.76561,0.8891,0.80379,0.99468
vk_f1_s0,vk,ah,im0044,Q4_clearest,0,12751,0.89933,0.95002,0.90665,0.99775
vk_f1_s0,vk,vk,im0044,Q1_dimmest,213,10158,0.42372,0.27115,0.54274,0.18072
vk_f1_s0,vk,vk,im0044,Q2,55,10907,0.72152,0.67559,0.82369,0.57263
vk_f1_s0,vk,vk,im0044,Q3,12,13631,0.86279,0.93147,0.93742,0.9256
vk_f1_s0,vk,vk,im0044,Q4_clearest,1,13685,0.92989,0.97325,0.95564,0.99151
vk_f1_s0,vk,ah,im0077,Q1_dimmest,13,1085,0.32014,0.31088,0.19415,0.77959
vk_f1_s0,vk,ah,im0077,Q2,5,2705,0.39245,0.42122,0.26868,0.97442
vk_f1_s0,vk,ah,im0077,Q3,2,8493,0.66851,0.78966,0.65507,0.99384
vk_f1_s0,vk,ah,im0077,Q4_clearest,0,21658,0.9127,0.97106,0.94391,0.99982
vk_f1_s0,vk,vk,im0077,Q1_dimmest,156,6851,0.53072,0.39661,0.68883,0.27848
vk_f1_s0,vk,vk,im0077,Q2,113,10394,0.7557,0.70135,0.79565,0.62703
vk_f1_s0,vk,vk,im0077,Q3,18,14028,0.87247,0.91406,0.91377,0.91436
vk_f1_s0,vk,vk,im0077,Q4_clearest,0,23739,0.95781,0.99257,0.98593,0.99929
vk_f1_s0,vk,ah,im0081,Q1_dimmest,10,866,0.27409,0.24022,0.14219,0.77326
vk_f1_s0,vk,ah,im0081,Q2,11,3366,0.41888,0.47927,0.31989,0.95515
vk_f1_s0,vk,ah,im0081,Q3,6,11072,0.72155,0.83147,0.71655,0.9903
vk_f1_s0,vk,ah,im0081,Q4_clearest,0,16311,0.93671,0.98304,0.96665,1.0
vk_f1_s0,vk,vk,im0081,Q1_dimmest,235,10060,0.42586,0.26254,0.74652,0.15928
vk_f1_s0,vk,vk,im0081,Q2,133,13481,0.73689,0.65038,0.81806,0.53975
vk_f1_s0,vk,vk,im0081,Q3,17,17220,0.89378,0.92883,0.94359,0.91451
vk_f1_s0,vk,vk,im0081,Q4_clearest,0,17429,0.969,0.99396,0.9903,0.99764
vk_f1_s0,vk,ah,im0082,Q1_dimmest,29,1423,0.44404,0.39842,0.27832,0.70084
vk_f1_s0,vk,ah,im0082,Q2,25,3429,0.49198,0.54902,0.39237,0.9139
vk_f1_s0,vk,ah,im0082,Q3,4,9083,0.72112,0.84339,0.73399,0.99112
vk_f1_s0,vk,ah,im0082,Q4_clearest,0,19375,0.92873,0.98333,0.9676,0.99959
vk_f1_s0,vk,vk,im0082,Q1_dimmest,278,8525,0.43894,0.31119,0.71521,0.19886
vk_f1_s0,vk,vk,im0082,Q2,133,9731,0.72511,0.67103,0.80186,0.5769
vk_f1_s0,vk,vk,im0082,Q3,10,13110,0.86814,0.92413,0.91806,0.93027
vk_f1_s0,vk,vk,im0082,Q4_clearest,0,20528,0.95685,0.99556,0.99175,0.9994
vk_f1_s0,vk,ah,im0139,Q1_dimmest,45,2659,0.32686,0.45145,0.31556,0.79289
vk_f1_s0,vk,ah,im0139,Q2,15,6553,0.5065,0.66719,0.50972,0.96543
vk_f1_s0,vk,ah,im0139,Q3,4,12760,0.80311,0.89837,0.82293,0.98905
vk_f1_s0,vk,ah,im0139,Q4_clearest,1,12085,0.96117,0.97474,0.95168,0.99895
vk_f1_s0,vk,vk,im0139,Q1_dimmest,266,17052,0.52998,0.39307,0.61902,0.28796
vk_f1_s0,vk,vk,im0139,Q2,76,17658,0.79144,0.76689,0.83657,0.70793
vk_f1_s0,vk,vk,im0139,Q3,17,17385,0.91354,0.91401,0.92763,0.90079
vk_f1_s0,vk,vk,im0139,Q4_clearest,0,12620,0.98079,0.98643,0.97699,0.99606
soft_f1_s0,soft,ah,im0001,Q1_dimmest,76,6093,0.52649,0.50749,0.44662,0.58756
soft_f1_s0,soft,ah,im0001,Q2,51,10500,0.73732,0.78832,0.71602,0.87688
soft_f1_s0,soft,ah,im0001,Q3,5,11550,0.87077,0.93818,0.8949,0.98586
soft_f1_s0,soft,ah,im0001,Q4_clearest,0,5656,0.91064,0.94153,0.89177,0.99718
soft_f1_s0,soft,vk,im0001,Q1_dimmest,173,9234,0.48123,0.42017,0.52215,0.35151
soft_f1_s0,soft,vk,im0001,Q2,95,12108,0.7288,0.72704,0.688,0.77079
soft_f1_s0,soft,vk,im0001,Q3,8,12167,0.88413,0.9143,0.86863,0.96505
soft_f1_s0,soft,vk,im0001,Q4_clearest,1,5662,0.90698,0.92602,0.87405,0.98456
soft_f1_s0,soft,ah,im0002,Q1_dimmest,92,8592,0.63724,0.6425,0.68309,0.60645
soft_f1_s0,soft,ah,im0002,Q2,21,8647,0.8498,0.91218,0.91702,0.90739
soft_f1_s0,soft,ah,im0002,Q3,7,7079,0.89555,0.9455,0.93433,0.95695
soft_f1_s0,soft,ah,im0002,Q4_clearest,2,3887,0.90298,0.95135,0.92135,0.98338
soft_f1_s0,soft,vk,im0002,Q1_dimmest,145,6605,0.4772,0.44001,0.43553,0.44458
soft_f1_s0,soft,vk,im0002,Q2,23,6775,0.73587,0.79543,0.72937,0.87466
soft_f1_s0,soft,vk,im0002,Q3,6,6462,0.84463,0.90516,0.8806,0.93114
soft_f1_s0,soft,vk,im0002,Q4_clearest,3,3673,0.86964,0.92288,0.879,0.97138
soft_f1_s0,soft,ah,im0003,Q1_dimmest,45,2241,0.5176,0.45865,0.35225,0.65714
soft_f1_s0,soft,ah,im0003,Q2,26,4762,0.69517,0.72516,0.63945,0.83742
soft_f1_s0,soft,ah,im0003,Q3,13,8026,0.76073,0.84228,0.75936,0.94553
soft_f1_s0,soft,ah,im0003,Q4_clearest,4,10316,0.85973,0.92716,0.87332,0.98806
soft_f1_s0,soft,vk,im0003,Q1_dimmest,149,4263,0.32739,0.23374,0.30615,0.18903
soft_f1_s0,soft,vk,im0003,Q2,61,4397,0.50876,0.49811,0.47543,0.52306
soft_f1_s0,soft,vk,im0003,Q3,21,6538,0.6243,0.68685,0.60777,0.7896
soft_f1_s0,soft,vk,im0003,Q4_clearest,6,9209,0.79819,0.87957,0.80142,0.97461
soft_f1_s0,soft,ah,im0004,Q1_dimmest,107,15973,0.62656,0.71069,0.6875,0.73549
soft_f1_s0,soft,ah,im0004,Q2,16,11358,0.9046,0.92743,0.90076,0.95573
soft_f1_s0,soft,ah,im0004,Q3,0,3885,0.98162,0.99527,0.99143,0.99913
soft_f1_s0,soft,ah,im0004,Q4_clearest,0,179,0.9199,0.98416,0.97959,0.98876
soft_f1_s0,soft,vk,im0004,Q1_dimmest,234,17400,0.58994,0.52653,0.65059,0.4422
soft_f1_s0,soft,vk,im0004,Q2,21,9469,0.83854,0.83805,0.76692,0.92372
soft_f1_s0,soft,vk,im0004,Q3,0,3547,0.93683,0.95944,0.92374,0.99801
soft_f1_s0,soft,vk,im0004,Q4_clearest,0,186,0.93401,0.9783,0.97959,0.97701
soft_f1_s0,soft,ah,im0005,Q1_dimmest,40,4443,0.30129,0.23446,0.13768,0.78932
soft_f1_s0,soft,ah,im0005,Q2,27,7694,0.66721,0.67194,0.52103,0.94591
soft_f1_s0,soft,ah,im0005,Q3,6,10314,0.81135,0.86231,0.76151,0.99387
soft_f1_s0,soft,ah,im0005,Q4_clearest,0,15806,0.91256,0.94639,0.89823,1.0
soft_f1_s0,soft,vk,im0005,Q1_dimmest,278,8337,0.37701,0.32259,0.37861,0.281
soft_f1_s0,soft,vk,im0005,Q2,101,9096,0.68984,0.69887,0.68492,0.7134
soft_f1_s0,soft,vk,im0005,Q3,21,10963,0.82595,0.8656,0.81679,0.92062
soft_f1_s0,soft,vk,im0005,Q4_clearest,0,16089,0.92093,0.94809,0.90361,0.99717
soft_f1_s0,soft,ah,im0044,Q1_dimmest,40,1738,0.4391,0.37712,0.30478,0.49448
soft_f1_s0,soft,ah,im0044,Q2,24,4708,0.63948,0.70502,0.5767,0.90679
soft_f1_s0,soft,ah,im0044,Q3,11,10299,0.81627,0.91233,0.85376,0.97953
soft_f1_s0,soft,ah,im0044,Q4_clearest,1,12751,0.92023,0.95618,0.9173,0.9985
soft_f1_s0,soft,vk,im0044,Q1_dimmest,192,10158,0.29183,0.16739,0.65936,0.09586
soft_f1_s0,soft,vk,im0044,Q2,62,10907,0.68318,0.62468,0.87558,0.48554
soft_f1_s0,soft,vk,im0044,Q3,12,13631,0.89169,0.92822,0.96462,0.89446
soft_f1_s0,soft,vk,im0044,Q4_clearest,1,13685,0.94901,0.97301,0.9555,0.99117
soft_f1_s0,soft,ah,im0077,Q1_dimmest,21,1085,0.42455,0.38245,0.26338,0.69796
soft_f1_s0,soft,ah,im0077,Q2,18,2705,0.47946,0.50468,0.34344,0.95128
soft_f1_s0,soft,ah,im0077,Q3,6,8493,0.7366,0.8267,0.70792,0.99337
soft_f1_s0,soft,ah,im0077,Q4_clearest,0,21658,0.93326,0.97713,0.95545,0.99982
soft_f1_s0,soft,vk,im0077,Q1_dimmest,155,6851,0.39381,0.29801,0.79443,0.18341
soft_f1_s0,soft,vk,im0077,Q2,146,10394,0.70268,0.65966,0.88119,0.52713
soft_f1_s0,soft,vk,im0077,Q3,31,14028,0.89544,0.90643,0.9412,0.87413
soft_f1_s0,soft,vk,im0077,Q4_clearest,0,23739,0.97607,0.99445,0.99087,0.99804
soft_f1_s0,soft,ah,im0081,Q1_dimmest,19,866,0.43933,0.35801,0.24294,0.68023
soft_f1_s0,soft,ah,im0081,Q2,21,3366,0.52524,0.59045,0.4386,0.90316
soft_f1_s0,soft,ah,im0081,Q3,16,11072,0.77726,0.86404,0.77791,0.97161
soft_f1_s0,soft,ah,im0081,Q4_clearest,0,16311,0.95046,0.9861,0.97281,0.99976
soft_f1_s0,soft,vk,im0081,Q1_dimmest,184,10060,0.28417,0.15493,0.83333,0.0854
soft_f1_s0,soft,vk,im0081,Q2,151,13481,0.6704,0.55044,0.89604,0.39723
soft_f1_s0,soft,vk,im0081,Q3,18,17220,0.90888,0.91111,0.96647,0.86174
soft_f1_s0,soft,vk,im0081,Q4_clearest,0,17429,0.98132,0.99646,0.99598,0.99693
soft_f1_s0,soft,ah,im0082,Q1_dimmest,38,1423,0.50105,0.41689,0.34749,0.52092
soft_f1_s0,soft,ah,im0082,Q2,40,3429,0.57532,0.61551,0.48299,0.84825
soft_f1_s0,soft,ah,im0082,Q3,9,9083,0.785,0.87043,0.78008,0.98445
soft_f1_s0,soft,ah,im0082,Q4_clearest,2,19375,0.94996,0.98645,0.97404,0.99918
soft_f1_s0,soft,vk,im0082,Q1_dimmest,231,8525,0.30118,0.20688,0.81274,0.11852
soft_f1_s0,soft,vk,im0082,Q2,146,9731,0.6586,0.58997,0.84045,0.45452
soft_f1_s0,soft,vk,im0082,Q3,23,13110,0.88989,0.91143,0.93267,0.89114
soft_f1_s0,soft,vk,im0082,Q4_clearest,0,20528,0.97694,0.99618,0.99416,0.99821
soft_f1_s0,soft,ah,im0139,Q1_dimmest,53,2659,0.39969,0.48928,0.37196,0.71472
soft_f1_s0,soft,ah,im0139,Q2,21,6553,0.58179,0.71255,0.5776,0.92979
soft_f1_s0,soft,ah,im0139,Q3,6,12760,0.83333,0.9113,0.84825,0.98446
soft_f1_s0,soft,ah,im0139,Q4_clearest,1,12085,0.96421,0.97887,0.96056,0.9979
soft_f1_s0,soft,vk,im0139,Q1_dimmest,240,17052,0.40306,0.33577,0.66421,0.22468
soft_f1_s0,soft,vk,im0139,Q2,69,17658,0.74671,0.73385,0.8668,0.63626
soft_f1_s0,soft,vk,im0139,Q3,25,17385,0.91253,0.90654,0.93199,0.88246
soft_f1_s0,soft,vk,im0139,Q4_clearest,0,12620,0.98291,0.98804,0.98111,0.99507
ah_f0_s1,ah,ah,im0162,Q1_dimmest,65,1234,0.32169,0.39225,0.68269,0.27518
ah_f0_s1,ah,ah,im0162,Q2,167,4015,0.56583,0.61524,0.75976,0.51692
ah_f0_s1,ah,ah,im0162,Q3,134,8765,0.80452,0.85696,0.88443,0.83114
ah_f0_s1,ah,ah,im0162,Q4_clearest,25,16166,0.96589,0.98239,0.98038,0.98441
ah_f0_s1,ah,vk,im0162,Q1_dimmest,197,7724,0.09031,0.07682,0.85577,0.04021
ah_f0_s1,ah,vk,im0162,Q2,247,11002,0.35651,0.40073,0.95403,0.25363
ah_f0_s1,ah,vk,im0162,Q3,153,12733,0.7393,0.84212,0.97878,0.73895
ah_f0_s1,ah,vk,im0162,Q4_clearest,30,17043,0.9667,0.98641,0.99773,0.97534
ah_f0_s1,ah,ah,im0163,Q1_dimmest,28,913,0.51299,0.35637,0.52027,0.27099
ah_f0_s1,ah,ah,im0163,Q2,87,2555,0.56758,0.58003,0.55556,0.60675
ah_f0_s1,ah,ah,im0163,Q3,58,7366,0.80752,0.89023,0.85533,0.9281
ah_f0_s1,ah,ah,im0163,Q4_clearest,8,21917,0.96784,0.99343,0.99173,0.99513
ah_f0_s1,ah,vk,im0163,Q1_dimmest,98,5005,0.19095,0.12429,0.89865,0.06676
ah_f0_s1,ah,vk,im0163,Q2,144,8784,0.42445,0.52139,0.93851,0.36096
ah_f0_s1,ah,vk,im0163,Q3,45,12118,0.8021,0.93041,0.99367,0.87473
ah_f0_s1,ah,vk,im0163,Q4_clearest,8,23198,0.98151,0.9958,0.9998,0.99183
ah_f0_s1,ah,ah,im0235,Q1_dimmest,88,3057,0.47137,0.54099,0.77179,0.41646
ah_f0_s1,ah,ah,im0235,Q2,119,6171,0.67184,0.73218,0.82855,0.65589
ah_f0_s1,ah,ah,im0235,Q3,69,10228,0.85859,0.91011,0.9089,0.91131
ah_f0_s1,ah,ah,im0235,Q4_clearest,20,18245,0.96824,0.98492,0.98565,0.98419
ah_f0_s1,ah,vk,im0235,Q1_dimmest,179,12730,0.18729,0.15424,0.92308,0.08415
ah_f0_s1,ah,vk,im0235,Q2,122,13578,0.49399,0.51886,0.96411,0.35494
ah_f0_s1,ah,vk,im0235,Q3,59,14180,0.78507,0.885,0.99118,0.79937
ah_f0_s1,ah,vk,im0235,Q4_clearest,15,19269,0.97171,0.98692,0.99975,0.97442
ah_f0_s1,ah,ah,im0236,Q1_dimmest,54,3357,0.40189,0.43116,0.63613,0.32609
ah_f0_s1,ah,ah,im0236,Q2,75,6379,0.69522,0.72897,0.87757,0.62341
ah_f0_s1,ah,ah,im0236,Q3,68,11731,0.86769,0.90894,0.94382,0.87655
ah_f0_s1,ah,ah,im0236,Q4_clearest,9,16893,0.97088,0.98465,0.9852,0.98411
ah_f0_s1,ah,vk,im0236,Q1_dimmest,165,11583,0.20805,0.18147,0.90838,0.10081
ah_f0_s1,ah,vk,im0236,Q2,118,12232,0.53524,0.54933,0.9714,0.38294
ah_f0_s1,ah,vk,im0236,Q3,69,14892,0.82115,0.88629,0.99085,0.8017
ah_f0_s1,ah,vk,im0236,Q4_clearest,11,17515,0.97129,0.98776,0.99766,0.97804
ah_f0_s1,ah,ah,im0239,Q1_dimmest,30,3436,0.23932,0.17685,0.88288,0.09827
ah_f0_s1,ah,ah,im0239,Q2,95,6687,0.52436,0.51095,0.93506,0.35152
ah_f0_s1,ah,ah,im0239,Q3,137,13176,0.79913,0.84387,0.96314,0.75088
ah_f0_s1,ah,ah,im0239,Q4_clearest,34,13272,0.94565,0.97127,0.98766,0.95541
ah_f0_s1,ah,vk,im0239,Q1_dimmest,69,9318,0.10926,0.08305,0.99099,0.04334
ah_f0_s1,ah,vk,im0239,Q2,119,12844,0.35847,0.36121,0.99711,0.22055
ah_f0_s1,ah,vk,im0239,Q3,138,17078,0.72995,0.79474,0.99509,0.66155
ah_f0_s1,ah,vk,im0239,Q4_clearest,29,13831,0.94972,0.97202,0.99943,0.94607
ah_f0_s1,ah,ah,im0240,Q1_dimmest,72,10396,0.34582,0.44636,0.80138,0.30932
ah_f0_s1,ah,ah,im0240,Q2,124,13292,0.66538,0.74255,0.9054,0.62936
ah_f0_s1,ah,ah,im0240,Q3,35,12242,0.89872,0.95546,0.98002,0.9321
ah_f0_s1,ah,ah,im0240,Q4_clearest,0,7313,0.99186,0.99846,0.9988,0.99812
ah_f0_s1,ah,vk,im0240,Q1_dimmest,166,23754,0.19943,0.18484,0.87737,0.1033
ah_f0_s1,ah,vk,im0240,Q2,114,19679,0.56495,0.60033,0.98553,0.43162
ah_f0_s1,ah,vk,im0240,Q3,36,13776,0.88789,0.93912,0.99875,0.88621
ah_f0_s1,ah,vk,im0240,Q4_clearest,0,7375,0.99476,0.99758,1.0,0.99516
ah_f0_s1,ah,ah,im0255,Q1_dimmest,90,2995,0.225,0.30884,0.6385,0.20368
ah_f0_s1,ah,ah,im0255,Q2,178,7010,0.54948,0.65279,0.83898,0.53423
ah_f0_s1,ah,ah,im0255,Q3,100,11944,0.84454,0.91429,0.95515,0.87677
ah_f0_s1,ah,ah,im0255,Q4_clearest,11,15954,0.97837,0.99435,0.99731,0.9914
ah_f0_s1,ah,vk,im0255,Q1_dimmest,210,11173,0.09492,0.07957,0.92488,0.04157
ah_f0_s1,ah,vk,im0255,Q2,212,13470,0.40235,0.44202,0.96238,0.2869
ah_f0_s1,ah,vk,im0255,Q3,88,14513,0.80906,0.89282,0.99364,0.81058
ah_f0_s1,ah,vk,im0255,Q4_clearest,13,16378,0.98009,0.99436,1.0,0.98879
ah_f0_s1,ah,ah,im0291,Q1_dimmest,68,5612,0.43444,0.49704,0.88073,0.34621
ah_f0_s1,ah,ah,im0291,Q2,41,6266,0.75938,0.82284,0.93847,0.73258
ah_f0_s1,ah,ah,im0291,Q3,19,5570,0.91175,0.95517,0.99188,0.92107
ah_f0_s1,ah,ah,im0291,Q4_clearest,0,3970,0.97663,0.98989,0.99897,0.98096
ah_f0_s1,ah,vk,im0291,Q1_dimmest,96,8426,0.32095,0.29961,0.8789,0.18058
ah_f0_s1,ah,vk,im0291,Q2,47,7773,0.70966,0.74002,0.98031,0.59433
ah_f0_s1,ah,vk,im0291,Q3,13,5973,0.89624,0.93977,0.99756,0.8883
ah_f0_s1,ah,vk,im0291,Q4_clearest,2,3978,0.97665,0.98235,1.0,0.96531
ah_f0_s1,ah,ah,im0319,Q1_dimmest,66,3917,0.3714,0.42366,0.60733,0.32529
ah_f0_s1,ah,ah,im0319,Q2,51,6569,0.72767,0.79075,0.88542,0.71437
ah_f0_s1,ah,ah,im0319,Q3,23,5701,0.90205,0.92222,0.93673,0.90816
ah_f0_s1,ah,ah,im0319,Q4_clearest,1,2058,0.99035,0.99112,0.984,0.99834
ah_f0_s1,ah,vk,im0319,Q1_dimmest,110,8846,0.27212,0.23937,0.81675,0.14023
ah_f0_s1,ah,vk,im0319,Q2,68,9216,0.68028,0.72448,0.96068,0.58151
ah_f0_s1,ah,vk,im0319,Q3,18,6429,0.91853,0.92604,0.98182,0.87627
ah_f0_s1,ah,vk,im0319,Q4_clearest,0,2090,0.99761,1.0,1.0,1.0
