run,trained_on,image,band,n_structures,median_length,contested_frac,crossed_frac,auroc,hesitation_contested,hesitation_agreed,prob_contested,prob_agreed
soft_f1_s0,soft,im0044,Q2,73,14.0,0.52055,0.27397,0.8797,0.54426,0.21349,0.56521,0.88037
soft_f1_s0,soft,im0044,Q3,96,21.5,0.26042,0.41667,0.92169,0.50733,0.07503,0.65994,0.96248
soft_f1_s0,soft,im0044,Q4_clearest,86,19.0,0.13953,0.44186,0.78266,0.25431,0.0445,0.86191,0.97775
soft_f1_s0,soft,im0077,Q1_dimmest,32,4.5,0.8125,0.0625,0.78205,0.58055,0.3263,0.51102,0.83685
soft_f1_s0,soft,im0077,Q2,100,15.0,0.8,0.24,0.88562,0.43762,0.13744,0.68145,0.93128
soft_f1_s0,soft,im0077,Q3,91,21.0,0.45055,0.38462,0.92195,0.45572,0.07799,0.75406,0.961
soft_f1_s0,soft,im0077,Q4_clearest,180,23.0,0.02222,0.39444,0.83097,0.15676,0.02894,0.80482,0.98553
soft_f1_s0,soft,im0081,Q1_dimmest,41,5.0,0.90244,0.07317,0.72973,0.5885,0.35825,0.48188,0.82087
soft_f1_s0,soft,im0081,Q2,124,10.0,0.79839,0.16129,0.89899,0.55205,0.15622,0.57593,0.92189
soft_f1_s0,soft,im0081,Q3,140,16.5,0.32857,0.35,0.90056,0.5104,0.12128,0.62467,0.93172
soft_f1_s0,soft,im0081,Q4_clearest,146,19.5,0.0137,0.36301,0.99306,0.4577,0.02697,0.77115,0.98652
soft_f1_s0,soft,im0082,Q1_dimmest,54,7.0,0.7037,0.09259,0.72697,0.65823,0.45411,0.53374,0.71643
soft_f1_s0,soft,im0082,Q2,105,13.0,0.67619,0.19048,0.87241,0.60409,0.23342,0.60859,0.86369
soft_f1_s0,soft,im0082,Q3,93,18.0,0.1828,0.30108,0.92957,0.4999,0.10377,0.65092,0.94618
soft_f1_s0,soft,im0082,Q4_clearest,165,22.0,0.02424,0.40606,0.94255,0.34835,0.0323,0.81168,0.98385
soft_f1_s0,soft,im0139,Q1_dimmest,70,11.0,0.55714,0.15714,0.83209,0.61655,0.29164,0.5734,0.81708
soft_f1_s0,soft,im0139,Q2,130,15.5,0.49231,0.33077,0.80587,0.4754,0.18159,0.63992,0.89789
soft_f1_s0,soft,im0139,Q3,121,13.0,0.26446,0.26446,0.8757,0.43624,0.06414,0.70576,0.96793
soft_f1_s0,soft,im0139,Q4_clearest,95,20.0,0.05263,0.35789,0.85111,0.19328,0.02339,0.82579,0.9883
