run,config,dataset,image,dice,cldice,betti0_err,betti1_err,b0_pred,b0_gt,hd95,erl,erl_ceiling,breaks,severs
B_cldice_s4,B_cldice,stare,im0001,0.6616490610328638,0.7379439388163566,170,11,174,4,17.029386365926403,816.15,7318.51,131,33
B_cldice_s4,B_cldice,stare,im0002,0.7331290968525903,0.7710631429081474,124,7,126,2,18.681541692269406,1264.71,7020.85,132,24
B_cldice_s4,B_cldice,stare,im0003,0.7040692640692641,0.7649465228199454,109,10,118,9,17.0,685.2,4712.73,113,26
B_cldice_s4,B_cldice,stare,im0004,0.632252673162023,0.734282758852662,143,15,154,11,21.587033144922902,151.82,2264.78,130,26
B_cldice_s4,B_cldice,stare,im0005,0.7536228360241198,0.779709445983457,152,4,161,9,23.489299588007707,802.42,2831.52,74,12
B_cldice_s4,B_cldice,stare,im0044,0.743518576925503,0.794233858520929,142,5,158,16,15.811388300841896,677.34,1471.06,108,16
B_cldice_s4,B_cldice,stare,im0077,0.7603216644095828,0.8106069387762095,124,2,131,7,13.0,2647.44,7243.06,65,4
B_cldice_s4,B_cldice,stare,im0081,0.742592814132472,0.8103647011413752,140,5,143,3,14.7648230602334,1979.88,4825.14,79,18
B_cldice_s4,B_cldice,stare,im0082,0.7742124878746107,0.8208307797648168,122,10,130,8,11.180339887498949,1692.03,6053.12,92,9
B_cldice_s4,B_cldice,stare,im0139,0.7616307805391157,0.7971419045030537,166,14,170,4,14.560219778561036,820.2,8206.02,104,21
B_cldice_s4,B_cldice,stare,im0162,0.777149998005876,0.8315030019149203,133,14,137,4,8.94427190999916,8126.81,10366.0,118,6
B_cldice_s4,B_cldice,stare,im0163,0.7706398741563911,0.8340164526885375,112,4,113,1,13.601470508735444,5868.28,8302.0,45,9
B_cldice_s4,B_cldice,stare,im0235,0.7848405709079866,0.8283327245831327,132,5,141,9,10.44030650891055,1550.45,7740.86,118,18
B_cldice_s4,B_cldice,stare,im0236,0.7787676317743133,0.8209414827424866,137,11,140,3,13.45362404707371,1670.29,7869.82,124,15
B_cldice_s4,B_cldice,stare,im0239,0.7040190783474785,0.8016156290381541,131,27,134,3,14.212670403551895,1328.64,8654.32,143,10
B_cldice_s4,B_cldice,stare,im0240,0.700217675228559,0.7788261570408292,125,23,132,7,18.439088914585774,741.03,3646.87,139,21
B_cldice_s4,B_cldice,stare,im0255,0.8223576033595552,0.8351163659534694,129,24,132,3,9.219544457292887,7538.18,10587.03,180,8
B_cldice_s4,B_cldice,stare,im0291,0.791205660287763,0.8154518861319794,58,11,63,5,22.80350850198276,694.42,4590.45,92,10
B_cldice_s4,B_cldice,stare,im0319,0.6664426899602441,0.7346211580579275,133,13,140,7,24.186773244895647,174.75,2075.24,131,21
B_cldice_s4,B_cldice,stare,im0324,0.42703642818002047,0.5352590435440443,143,13,148,5,45.69189685659265,46.79,3671.72,93,18
B_cldice_s5,B_cldice,stare,im0001,0.6499939809798965,0.7294149761877453,148,12,152,4,16.492422502470642,848.54,7318.51,142,24
B_cldice_s5,B_cldice,stare,im0002,0.7353828914312567,0.7630319197529737,80,8,82,2,19.72308292331602,1212.83,7020.85,159,21
B_cldice_s5,B_cldice,stare,im0003,0.7179264844486334,0.7634200116669569,74,6,83,9,17.029386365926403,692.53,4712.73,111,24
B_cldice_s5,B_cldice,stare,im0004,0.5832641278127101,0.6940353189215279,105,15,116,11,27.294688127912362,171.04,2264.78,114,30
B_cldice_s5,B_cldice,stare,im0005,0.7450727215143615,0.777113516468714,149,2,158,9,23.345235059857504,915.87,2831.52,87,15
B_cldice_s5,B_cldice,stare,im0044,0.7438081716359047,0.7748444519882025,131,8,147,16,17.88854381999832,708.39,1471.06,107,19
B_cldice_s5,B_cldice,stare,im0077,0.7545671167593329,0.8107004359867741,89,11,96,7,12.36931687685298,2759.61,7243.06,78,9
B_cldice_s5,B_cldice,stare,im0081,0.7211403810077417,0.7874687458713759,135,0,138,3,18.027756377319946,2837.98,4825.14,64,16
B_cldice_s5,B_cldice,stare,im0082,0.7603033880001004,0.8165989907596092,105,13,113,8,11.661903789690601,1552.04,6053.12,94,13
B_cldice_s5,B_cldice,stare,im0139,0.766407904022583,0.8070146785945196,111,12,115,4,13.3454012541699,1100.03,8206.02,111,21
B_cldice_s5,B_cldice,stare,im0162,0.7754392021989988,0.8310850769644426,117,7,121,4,8.0,8107.92,10366.0,130,6
B_cldice_s5,B_cldice,stare,im0163,0.7703173081773698,0.8341195340426851,82,1,83,1,14.142135623730951,5647.71,8302.0,59,7
B_cldice_s5,B_cldice,stare,im0235,0.7822069170548013,0.8312525229192032,99,6,108,9,9.486832980505138,1766.14,7740.86,119,11
B_cldice_s5,B_cldice,stare,im0236,0.7933339141473857,0.8441591505128041,109,22,112,3,11.0,1829.53,7869.82,122,19
B_cldice_s5,B_cldice,stare,im0239,0.6957692580256537,0.7868633378417649,106,34,109,3,15.652475842498529,1075.24,8654.32,142,22
B_cldice_s5,B_cldice,stare,im0240,0.6934757592435082,0.7550605865333905,114,25,121,7,21.470910553583888,872.01,3646.87,137,24
B_cldice_s5,B_cldice,stare,im0255,0.8134646652685157,0.8283653478885177,110,27,113,3,10.295630140987,7257.19,10587.03,211,5
B_cldice_s5,B_cldice,stare,im0291,0.7396293027360988,0.7650456004683822,50,9,55,5,45.52745802575126,841.31,4590.45,108,9
B_cldice_s5,B_cldice,stare,im0319,0.6443067720572527,0.6852107812359991,102,16,109,7,33.499969404894514,192.62,2075.24,115,30
B_cldice_s5,B_cldice,stare,im0324,0.4450173432080248,0.5091259746179764,91,13,96,5,58.681341469403634,61.74,3671.72,81,22
C_boundary_s0,C_boundary,stare,im0001,0.6552055819350504,0.7306755258820605,171,16,175,4,17.0,482.73,7318.51,201,37
C_boundary_s0,C_boundary,stare,im0002,0.7219913974558433,0.7494800747203011,76,14,78,2,23.0,903.3,7020.85,177,22
C_boundary_s0,C_boundary,stare,im0003,0.7385139634170225,0.7713233705224248,88,12,97,9,15.0,738.87,4712.73,128,21
C_boundary_s0,C_boundary,stare,im0004,0.5618871794871795,0.678594535155626,141,15,152,11,30.01666203960727,110.41,2264.78,156,27
C_boundary_s0,C_boundary,stare,im0005,0.7209505971637761,0.7331655472481108,180,8,189,9,32.19315932377422,688.51,2831.52,122,15
C_boundary_s0,C_boundary,stare,im0044,0.7064511162432641,0.7424824943310497,178,3,194,16,28.35661221854436,707.35,1471.06,113,16
C_boundary_s0,C_boundary,stare,im0077,0.770931303631163,0.8151897821366417,149,11,156,7,12.083045973594572,2543.76,7243.06,79,9
C_boundary_s0,C_boundary,stare,im0081,0.7205442464991926,0.7754948031682859,157,3,160,3,19.697715603592208,2745.3,4825.14,107,18
C_boundary_s0,C_boundary,stare,im0082,0.7777821067258867,0.8149735628955619,144,4,152,8,12.0,2125.7,6053.12,130,11
C_boundary_s0,C_boundary,stare,im0139,0.7814268937944502,0.8078326073151715,121,8,125,4,11.180339887498949,973.66,8206.02,131,20
C_boundary_s0,C_boundary,stare,im0162,0.7835569789597437,0.8359074822487923,135,10,139,4,8.06225774829855,7448.04,10366.0,161,5
C_boundary_s0,C_boundary,stare,im0163,0.7861141934833048,0.8362417030605268,120,0,121,1,15.524174696260024,2966.03,8302.0,70,5
C_boundary_s0,C_boundary,stare,im0235,0.8012341343500727,0.8321344072604798,107,11,116,9,8.246211251235321,1890.76,7740.86,147,11
C_boundary_s0,C_boundary,stare,im0236,0.8024784078107398,0.8274847419073523,127,16,130,3,12.727922061357855,1882.35,7869.82,162,24
C_boundary_s0,C_boundary,stare,im0239,0.7141933125228493,0.772835455948937,176,27,179,3,17.0,885.45,8654.32,208,25
C_boundary_s0,C_boundary,stare,im0240,0.6956644578003801,0.7676141325835838,146,20,153,7,20.0,613.63,3646.87,129,21
C_boundary_s0,C_boundary,stare,im0255,0.8269443129831203,0.8339740194381546,149,30,152,3,8.48528137423857,6763.61,10587.03,230,6
C_boundary_s0,C_boundary,stare,im0291,0.7596987894385664,0.7722389547919366,65,11,70,5,47.38143096192854,610.76,4590.45,112,9
C_boundary_s0,C_boundary,stare,im0319,0.6436572812594611,0.6871967651104888,139,15,146,7,31.400636936215164,115.07,2075.24,123,32
C_boundary_s0,C_boundary,stare,im0324,0.4046582869368603,0.5112241345197948,120,6,125,5,50.21553343199351,41.43,3671.72,90,29
C_boundary_s1,C_boundary,stare,im0001,0.6356261442967506,0.7233891903019224,183,17,187,4,16.1245154965971,520.75,7318.51,145,35
C_boundary_s1,C_boundary,stare,im0002,0.7321034453710724,0.7825966669977575,79,5,81,2,16.492422502470642,761.55,7020.85,133,24
C_boundary_s1,C_boundary,stare,im0003,0.7050643134319539,0.7608985332122354,110,9,119,9,17.029386365926403,335.23,4712.73,150,37
C_boundary_s1,C_boundary,stare,im0004,0.6127332344445312,0.7257080310058387,143,14,154,11,27.0,179.71,2264.78,130,26
C_boundary_s1,C_boundary,stare,im0005,0.750057020755555,0.7660297318676983,169,3,178,9,22.80350850198276,978.41,2831.52,90,11
C_boundary_s1,C_boundary,stare,im0044,0.7181522024425265,0.7619149708028825,165,1,181,16,20.09975124224178,725.91,1471.06,109,22
C_boundary_s1,C_boundary,stare,im0077,0.7522252906804471,0.8064257606221698,146,4,153,7,13.0,2280.8,7243.06,73,6
C_boundary_s1,C_boundary,stare,im0081,0.7145712782745923,0.7780142923059891,167,4,170,3,18.027756377319946,2654.55,4825.14,88,13
C_boundary_s1,C_boundary,stare,im0082,0.7451510475777554,0.804267607412189,158,12,166,8,11.180339887498949,2008.16,6053.12,106,19
C_boundary_s1,C_boundary,stare,im0139,0.7471696241459271,0.7861468693773147,145,0,149,4,14.560219778561036,1093.69,8206.02,115,10
C_boundary_s1,C_boundary,stare,im0162,0.7669966478106013,0.8209827208589228,146,20,150,4,9.219544457292887,7910.4,10366.0,114,6
C_boundary_s1,C_boundary,stare,im0163,0.7558293113450928,0.8238507359533457,108,5,109,1,15.004994456755863,6342.13,8302.0,55,8
C_boundary_s1,C_boundary,stare,im0235,0.7723053057662942,0.823918276704807,119,18,128,9,10.0,2220.18,7740.86,128,16
C_boundary_s1,C_boundary,stare,im0236,0.7574536663980661,0.8118544504398916,148,16,151,3,13.416407864998739,1743.96,7869.82,133,21
C_boundary_s1,C_boundary,stare,im0239,0.6847368125386214,0.7706931922373383,158,32,161,3,17.0,1063.6,8654.32,133,19
C_boundary_s1,C_boundary,stare,im0240,0.6791705528370108,0.7565642741534798,164,25,171,7,19.313207915827967,691.77,3646.87,135,24
C_boundary_s1,C_boundary,stare,im0255,0.8050680690932943,0.8193970289235027,141,30,144,3,11.661903789690601,7814.69,10587.03,150,5
C_boundary_s1,C_boundary,stare,im0291,0.7541396688264939,0.7762974397520196,77,9,82,5,42.683115344418205,1034.89,4590.45,97,10
C_boundary_s1,C_boundary,stare,im0319,0.6300875563810029,0.704453238467972,111,15,118,7,30.364452901377952,175.54,2075.24,115,25
C_boundary_s1,C_boundary,stare,im0324,0.4311477426497724,0.5227963315811203,107,13,112,5,48.72370437772444,45.94,3671.72,82,18
C_boundary_s2,C_boundary,stare,im0001,0.6592648388068696,0.7479210791299029,150,9,154,4,14.866068747318506,567.5,7318.51,168,27
C_boundary_s2,C_boundary,stare,im0002,0.7108842310328656,0.7411598681298186,116,8,118,2,25.0,871.36,7020.85,159,24
C_boundary_s2,C_boundary,stare,im0003,0.7307421064297084,0.7740047052392465,95,8,104,9,14.866068747318506,534.88,4712.73,151,35
C_boundary_s2,C_boundary,stare,im0004,0.5663483701020744,0.6846496653392387,142,14,153,11,32.48458918410834,164.61,2264.78,128,27
C_boundary_s2,C_boundary,stare,im0005,0.7540689672588609,0.7784787357184833,188,4,197,9,21.02379604162864,778.54,2831.52,118,17
C_boundary_s2,C_boundary,stare,im0044,0.7452907452907452,0.7656542360351131,151,4,167,16,20.615528128088304,606.94,1471.06,119,25
C_boundary_s2,C_boundary,stare,im0077,0.7644624074795481,0.7978060744447807,147,7,154,7,13.601470508735444,2779.8,7243.06,85,7
C_boundary_s2,C_boundary,stare,im0081,0.7171305150254771,0.7623698524798168,189,3,192,3,19.79898987322333,2609.16,4825.14,93,15
C_boundary_s2,C_boundary,stare,im0082,0.7678452736253568,0.8034690938547348,134,10,142,8,11.40175425099138,1502.87,6053.12,131,12
C_boundary_s2,C_boundary,stare,im0139,0.7650834403080873,0.7931280017506199,135,10,139,4,12.529964086141668,860.23,8206.02,158,21
C_boundary_s2,C_boundary,stare,im0162,0.7874761007227412,0.8319154797429756,144,11,148,4,8.54400374531753,7006.93,10366.0,145,6
C_boundary_s2,C_boundary,stare,im0163,0.7871207814357332,0.8367742723143714,131,0,132,1,13.601470508735444,4586.07,8302.0,62,10
C_boundary_s2,C_boundary,stare,im0235,0.7908992691452177,0.8311473140293592,131,5,140,9,8.06225774829855,1495.98,7740.86,168,20
C_boundary_s2,C_boundary,stare,im0236,0.7798906707427653,0.8272786962824563,162,23,165,3,11.180339887498949,1726.19,7869.82,153,26
C_boundary_s2,C_boundary,stare,im0239,0.7204710871683191,0.7911425459797812,149,23,152,3,14.033885405237186,1163.32,8654.32,173,18
C_boundary_s2,C_boundary,stare,im0240,0.6995880561881125,0.7708731195609789,143,20,150,7,19.4164878389476,722.26,3646.87,141,22
C_boundary_s2,C_boundary,stare,im0255,0.8294094850554667,0.8292204436319415,181,30,184,3,9.055385138137417,6745.55,10587.03,229,10
C_boundary_s2,C_boundary,stare,im0291,0.7647785686041914,0.771859706918521,84,12,89,5,36.188373131203804,683.02,4590.45,108,5
C_boundary_s2,C_boundary,stare,im0319,0.6718151103035122,0.7247902855152706,131,15,138,7,24.551952227968407,177.03,2075.24,118,27
C_boundary_s2,C_boundary,stare,im0324,0.4651408281752315,0.5365132530297774,158,14,163,5,54.35023623853797,49.13,3671.72,95,25
D_blurpool_s0,D_blurpool,stare,im0001,0.6325418645338665,0.7167032206142376,193,19,197,4,18.384776310850235,419.93,7318.51,164,27
D_blurpool_s0,D_blurpool,stare,im0002,0.710976914844825,0.727983733590262,75,15,77,2,21.213203435596427,659.64,7020.85,154,24
D_blurpool_s0,D_blurpool,stare,im0003,0.6627445795875199,0.7057505773512649,101,9,110,9,18.867962264113206,428.12,4712.73,137,27
D_blurpool_s0,D_blurpool,stare,im0004,0.5392019675189755,0.6810695986628063,112,15,123,11,29.698484809834994,77.77,2264.78,165,24
D_blurpool_s0,D_blurpool,stare,im0005,0.7582072962565995,0.7893824184793199,188,5,197,9,20.8806130178211,631.25,2831.52,151,18
D_blurpool_s0,D_blurpool,stare,im0044,0.7124413966832273,0.7440830603119881,151,7,167,16,22.47220505424423,363.61,1471.06,146,27
D_blurpool_s0,D_blurpool,stare,im0077,0.7832555988127818,0.8372998978569235,120,5,127,7,8.246211251235321,2603.46,7243.06,105,8
D_blurpool_s0,D_blurpool,stare,im0081,0.74568909726317,0.8128470172613603,138,5,141,3,12.36931687685298,2482.23,4825.14,94,15
D_blurpool_s0,D_blurpool,stare,im0082,0.7791490654076589,0.8295024749462387,118,17,126,8,7.0710678118654755,1245.56,6053.12,150,19
D_blurpool_s0,D_blurpool,stare,im0139,0.7814225038391832,0.8044551214432578,120,14,124,4,10.04987562112089,722.97,8206.02,147,27
D_blurpool_s0,D_blurpool,stare,im0162,0.7967016242840145,0.8413826688613791,137,20,141,4,5.385164807134504,6639.34,10366.0,185,10
D_blurpool_s0,D_blurpool,stare,im0163,0.7903082991225951,0.8421689522583529,121,11,122,1,9.486832980505138,3181.91,8302.0,82,7
D_blurpool_s0,D_blurpool,stare,im0235,0.779467230888518,0.8303147737607464,86,14,95,9,9.0,1259.35,7740.86,170,15
D_blurpool_s0,D_blurpool,stare,im0236,0.7800129614199368,0.8335648862817744,126,13,129,3,10.0,1474.2,7869.82,172,21
D_blurpool_s0,D_blurpool,stare,im0239,0.6935216964942388,0.7787338561051862,121,31,124,3,11.822819946431132,728.37,8654.32,251,28
D_blurpool_s0,D_blurpool,stare,im0240,0.6491679439456974,0.737045633513314,118,23,125,7,22.47220505424423,355.6,3646.87,169,27
D_blurpool_s0,D_blurpool,stare,im0255,0.834165513150089,0.8487011749253616,139,22,142,3,7.0,6682.24,10587.03,244,5
D_blurpool_s0,D_blurpool,stare,im0291,0.7678777248809822,0.7784344403299999,77,10,82,5,27.313000567495326,341.27,4590.45,147,13
D_blurpool_s0,D_blurpool,stare,im0319,0.586046511627907,0.6469061139337682,138,16,145,7,30.23243291566195,116.11,2075.24,121,24
D_blurpool_s0,D_blurpool,stare,im0324,0.3267921505806968,0.43117786164204075,106,12,111,5,60.876925020897694,22.01,3671.72,72,24
D_blurpool_s1,D_blurpool,stare,im0001,0.6585022184914259,0.737029810723491,147,18,151,4,18.439088914585774,553.85,7318.51,160,25
D_blurpool_s1,D_blurpool,stare,im0002,0.7305338229815318,0.7494266960670919,77,10,79,2,20.248456731316587,1689.86,7020.85,166,20
D_blurpool_s1,D_blurpool,stare,im0003,0.7073784607232746,0.7408412440954678,74,10,83,9,20.024984394500787,678.77,4712.73,129,25
D_blurpool_s1,D_blurpool,stare,im0004,0.5670013348035517,0.6579902181699666,144,14,155,11,29.966648127543394,172.67,2264.78,133,35
D_blurpool_s1,D_blurpool,stare,im0005,0.7451334799928652,0.7509432622464591,166,2,175,9,24.596747752497688,673.76,2831.52,106,15
D_blurpool_s1,D_blurpool,stare,im0044,0.7322683897214993,0.7546842977600917,165,8,181,16,26.92582403567252,643.25,1471.06,110,22
D_blurpool_s1,D_blurpool,stare,im0077,0.7652475354782797,0.8045781342407706,118,2,125,7,12.649110640673518,2803.5,7243.06,86,8
D_blurpool_s1,D_blurpool,stare,im0081,0.736984751404476,0.7868149316985358,147,1,150,3,17.46424919657298,1948.35,4825.14,82,12
D_blurpool_s1,D_blurpool,stare,im0082,0.7604377579004024,0.7962262330420163,137,11,145,8,11.704699910719626,2000.17,6053.12,123,13
D_blurpool_s1,D_blurpool,stare,im0139,0.756448070285535,0.7881124122009996,149,9,153,4,14.003566884761767,1088.83,8206.02,111,17
D_blurpool_s1,D_blurpool,stare,im0162,0.7726795561756694,0.8150968716945967,131,16,135,4,8.48528137423857,7360.25,10366.0,156,7
D_blurpool_s1,D_blurpool,stare,im0163,0.7728376517711854,0.8277828049942721,109,6,110,1,15.033296378372908,3777.3,8302.0,65,6
D_blurpool_s1,D_blurpool,stare,im0235,0.7862933842800108,0.8271994012815653,114,8,123,9,10.770329614269007,1735.5,7740.86,148,16
D_blurpool_s1,D_blurpool,stare,im0236,0.7956805146204552,0.8273512271888522,136,16,139,3,12.806248474865697,1838.6,7869.82,144,11
D_blurpool_s1,D_blurpool,stare,im0239,0.7059455790009617,0.7795103698720715,152,24,155,3,14.866068747318506,1409.38,8654.32,194,27
D_blurpool_s1,D_blurpool,stare,im0240,0.6953678746131576,0.7640213929115919,140,22,147,7,22.20360331117452,761.09,3646.87,139,21
D_blurpool_s1,D_blurpool,stare,im0255,0.8245169125263421,0.8354936779356422,115,21,118,3,8.06225774829855,7486.66,10587.03,199,4
D_blurpool_s1,D_blurpool,stare,im0291,0.7739447580551491,0.7653677765855506,73,8,78,5,39.72901153021219,1040.24,4590.45,111,6
D_blurpool_s1,D_blurpool,stare,im0319,0.6607413715106841,0.6875755701543411,115,16,122,7,33.015148038438355,181.64,2075.24,109,29
D_blurpool_s1,D_blurpool,stare,im0324,0.4575658842564887,0.5285962999723393,115,13,120,5,50.48762224545735,63.06,3671.72,77,20
D_blurpool_s2,D_blurpool,stare,im0001,0.6731596688258229,0.7422867308555676,199,15,203,4,14.317821063276353,514.13,7318.51,177,25
D_blurpool_s2,D_blurpool,stare,im0002,0.7308816273862385,0.7498356372063456,117,21,119,2,21.587033144922902,847.41,7020.85,174,25
D_blurpool_s2,D_blurpool,stare,im0003,0.7230005779540427,0.7590131275755402,113,10,122,9,16.55294535724685,522.21,4712.73,117,23
D_blurpool_s2,D_blurpool,stare,im0004,0.5295875931381043,0.6413627662489161,109,15,120,11,33.28963748548788,93.21,2264.78,126,22
D_blurpool_s2,D_blurpool,stare,im0005,0.758506265167649,0.769975381908924,187,12,196,9,20.024984394500787,768.35,2831.52,103,18
D_blurpool_s2,D_blurpool,stare,im0044,0.7419223170990547,0.754824690419064,155,4,171,16,15.556349186104045,510.39,1471.06,126,21
D_blurpool_s2,D_blurpool,stare,im0077,0.762659759876065,0.7848606718818184,168,6,175,7,13.892443989449804,2519.82,7243.06,87,5
D_blurpool_s2,D_blurpool,stare,im0081,0.7401593785575571,0.7824729568689714,208,2,211,3,16.401219466856727,2804.23,4825.14,101,9
D_blurpool_s2,D_blurpool,stare,im0082,0.7786010166346519,0.8013348651634903,145,14,153,8,13.0,1483.0,6053.12,132,9
D_blurpool_s2,D_blurpool,stare,im0139,0.7787137387241223,0.7974111006879452,164,5,168,4,12.165525060596439,991.75,8206.02,151,14
D_blurpool_s2,D_blurpool,stare,im0162,0.7881399852704509,0.8263945589844592,158,14,162,4,8.06225774829855,3999.6,10366.0,192,6
D_blurpool_s2,D_blurpool,stare,im0163,0.7865708046534793,0.8338661502407204,120,2,121,1,13.45362404707371,3397.38,8302.0,78,13
D_blurpool_s2,D_blurpool,stare,im0235,0.7830735637376703,0.8076844320848244,148,7,157,9,12.041594578792296,1646.99,7740.86,149,10
D_blurpool_s2,D_blurpool,stare,im0236,0.7728898472503777,0.8002160816933513,179,22,182,3,13.152946437965905,1596.86,7869.82,154,25
D_blurpool_s2,D_blurpool,stare,im0239,0.7149393798088133,0.7828816960915798,144,25,147,3,13.601470508735444,1259.4,8654.32,162,12
D_blurpool_s2,D_blurpool,stare,im0240,0.6871059268600253,0.7637186065249986,194,26,201,7,17.029386365926403,676.87,3646.87,149,24
D_blurpool_s2,D_blurpool,stare,im0255,0.822915282090941,0.82724375732791,163,32,166,3,10.0,6406.34,10587.03,238,11
D_blurpool_s2,D_blurpool,stare,im0291,0.760252763022079,0.7683651772556171,86,11,91,5,33.884323220887,786.48,4590.45,99,6
D_blurpool_s2,D_blurpool,stare,im0319,0.6998599564971246,0.751521000205728,85,14,92,7,16.15549442140351,198.12,2075.24,135,15
D_blurpool_s2,D_blurpool,stare,im0324,0.4907054449621159,0.5492672966842642,155,9,160,5,52.32590180780452,42.05,3671.72,111,23
F_gated_s0,F_gated,stare,im0001,0.6622199923265354,0.7432232508144263,152,14,156,4,16.1245154965971,733.51,7318.51,141,25
F_gated_s0,F_gated,stare,im0002,0.7321887152395627,0.769444451656591,76,14,78,2,18.867962264113206,1019.63,7020.85,143,17
F_gated_s0,F_gated,stare,im0003,0.7450341283840786,0.7828499634950651,105,10,114,9,13.892443989449804,934.74,4712.73,126,22
F_gated_s0,F_gated,stare,im0004,0.5872412677878396,0.70024977783853,105,15,116,11,29.0,169.9,2264.78,125,20
F_gated_s0,F_gated,stare,im0005,0.7472669735327964,0.7604083031613189,162,7,171,9,28.844410203711913,801.79,2831.52,99,12
F_gated_s0,F_gated,stare,im0044,0.7135548350635058,0.7541923957901289,167,3,183,16,24.0,816.51,1471.06,87,14
F_gated_s0,F_gated,stare,im0077,0.7619754920163386,0.8237322432180127,85,5,92,7,11.704699910719626,2740.68,7243.06,59,2
F_gated_s0,F_gated,stare,im0081,0.7297799735153305,0.783692205905893,138,2,141,3,20.024984394500787,2898.79,4825.14,81,7
F_gated_s0,F_gated,stare,im0082,0.7784157607308733,0.8338039122553266,104,10,112,8,10.44030650891055,4001.77,6053.12,114,8
F_gated_s0,F_gated,stare,im0139,0.775053720202566,0.8098187169850227,136,0,140,4,11.180339887498949,1237.53,8206.02,122,21
F_gated_s0,F_gated,stare,im0162,0.778916975230253,0.8399572657825415,124,17,128,4,8.246211251235321,4355.94,10366.0,166,6
F_gated_s0,F_gated,stare,im0163,0.7815970784232521,0.8448658497985515,89,4,90,1,13.45362404707371,5941.62,8302.0,55,9
F_gated_s0,F_gated,stare,im0235,0.8037420038701885,0.8529718476084237,91,10,100,9,5.830951894845301,1866.77,7740.86,144,11
F_gated_s0,F_gated,stare,im0236,0.8047641758076257,0.8522103033260208,105,23,108,3,8.06225774829855,1625.97,7869.82,138,17
F_gated_s0,F_gated,stare,im0239,0.7410621743756997,0.8149450729082496,123,23,126,3,12.206555615733702,1280.52,8654.32,163,18
F_gated_s0,F_gated,stare,im0240,0.7204436413483706,0.785385115542885,145,24,152,7,20.0,774.02,3646.87,129,23
F_gated_s0,F_gated,stare,im0255,0.8218831322450911,0.8385621835477043,123,32,126,3,9.219544457292887,6889.93,10587.03,222,11
F_gated_s0,F_gated,stare,im0291,0.7709560650152602,0.784269805796032,60,13,65,5,39.07043819503801,923.25,4590.45,88,8
F_gated_s0,F_gated,stare,im0319,0.679452352493752,0.7268460545678886,106,15,113,7,30.073242819240512,329.09,2075.24,126,27
F_gated_s0,F_gated,stare,im0324,0.46833936281946553,0.5592050563382931,113,14,118,5,60.03332407921454,48.56,3671.72,83,19
F_gated_s1,F_gated,stare,im0001,0.6550796797442872,0.7591708495968947,138,13,142,4,15.231546211727817,768.24,7318.51,130,26
F_gated_s1,F_gated,stare,im0002,0.7365911799761621,0.7758056346398645,103,15,105,2,19.026297590440446,1230.02,7020.85,142,25
F_gated_s1,F_gated,stare,im0003,0.7018619846471449,0.778494140259474,102,12,111,9,13.124311031075754,580.77,4712.73,115,30
F_gated_s1,F_gated,stare,im0004,0.602812889442763,0.7147895474908035,121,15,132,11,24.73863375370596,173.08,2264.78,132,23
F_gated_s1,F_gated,stare,im0005,0.7626198999638273,0.7964248892041613,161,7,170,9,20.0,674.74,2831.52,89,23
F_gated_s1,F_gated,stare,im0044,0.7200342465753424,0.7939384726505373,112,6,128,16,13.416407864998739,583.64,1471.06,105,27
F_gated_s1,F_gated,stare,im0077,0.7482252891787683,0.8162757604239815,106,5,113,7,12.206555615733702,2947.19,7243.06,66,7
F_gated_s1,F_gated,stare,im0081,0.7223638778220451,0.8071502846414008,162,3,165,3,14.866068747318506,2026.56,4825.14,72,15
F_gated_s1,F_gated,stare,im0082,0.7470004539853428,0.8233983357771327,105,17,113,8,10.198039027185569,1578.91,6053.12,91,17
F_gated_s1,F_gated,stare,im0139,0.7739833193250145,0.8191507633670699,135,18,139,4,10.04987562112089,1345.63,8206.02,102,20
F_gated_s1,F_gated,stare,im0162,0.7709205847491111,0.8355002600955967,117,18,121,4,7.615773105863909,8000.68,10366.0,125,6
F_gated_s1,F_gated,stare,im0163,0.764877553609948,0.8449534677333104,88,2,89,1,11.180339887498949,6146.17,8302.0,57,8
F_gated_s1,F_gated,stare,im0235,0.7794968350902401,0.8450811437709408,100,13,109,9,8.0,1656.22,7740.86,131,16
F_gated_s1,F_gated,stare,im0236,0.7704936781244044,0.8363789847653662,105,19,108,3,10.0,1714.2,7869.82,111,21
F_gated_s1,F_gated,stare,im0239,0.6996810094279435,0.7910556881852098,134,23,137,3,14.212670403551895,1084.13,8654.32,145,21
F_gated_s1,F_gated,stare,im0240,0.6841133951914697,0.7651338641301123,130,23,137,7,21.93171219946131,439.78,3646.87,107,21
F_gated_s1,F_gated,stare,im0255,0.8311200408973642,0.853293981771616,119,28,122,3,7.0,7430.32,10587.03,182,7
F_gated_s1,F_gated,stare,im0291,0.7842621719329546,0.809302297193788,54,13,59,5,29.410882339705484,934.53,4590.45,84,7
F_gated_s1,F_gated,stare,im0319,0.6934977701921489,0.7545620577342097,100,16,107,7,24.04059024727193,249.61,2075.24,101,27
F_gated_s1,F_gated,stare,im0324,0.4737976272229984,0.5724833471549717,119,13,124,5,64.00781202322104,54.64,3671.72,80,22
F_gated_s2,F_gated,stare,im0001,0.6657169852460207,0.7455363582830419,134,10,138,4,17.0,1052.84,7318.51,142,24
F_gated_s2,F_gated,stare,im0002,0.7239733589770987,0.7577176816729498,98,11,100,2,20.248456731316587,2091.15,7020.85,149,20
