run,config,image,min_size,band,breaks,gt_px,skel_px,dice,cldice,tprec,tsens
B_cldice_s0,B_cldice,13,20,Q2,72,7970,2798,0.80453,0.78804,0.7693,0.80772
B_cldice_s0,B_cldice,13,20,Q3,4,7295,2120,0.90843,0.95716,0.94085,0.97406
B_cldice_s0,B_cldice,13,20,Q4_clearest,0,8047,2107,0.97578,0.99858,0.99716,1.0
B_cldice_s0,B_cldice,14,0,Q1_dimmest,195,4886,1623,0.51037,0.47086,0.44766,0.49661
B_cldice_s0,B_cldice,14,0,Q2,74,6453,2243,0.76995,0.76666,0.6942,0.856
B_cldice_s0,B_cldice,14,0,Q3,8,8104,2470,0.87051,0.9348,0.88814,0.98664
B_cldice_s0,B_cldice,14,0,Q4_clearest,0,7234,2022,0.94998,0.99365,0.98737,1.0
B_cldice_s0,B_cldice,14,20,Q1_dimmest,190,4886,1623,0.516,0.4837,0.47483,0.49291
B_cldice_s0,B_cldice,14,20,Q2,72,6453,2243,0.77433,0.77666,0.71294,0.85288
B_cldice_s0,B_cldice,14,20,Q3,8,8104,2470,0.87137,0.93714,0.89237,0.98664
B_cldice_s0,B_cldice,14,20,Q4_clearest,0,7234,2022,0.94998,0.99365,0.98737,1.0
B_cldice_s0,B_cldice,15,0,Q1_dimmest,161,4357,1638,0.53685,0.54,0.51736,0.56471
B_cldice_s0,B_cldice,15,0,Q2,29,5141,1751,0.72534,0.75253,0.63938,0.91433
B_cldice_s0,B_cldice,15,0,Q3,0,6066,1760,0.82348,0.89564,0.81287,0.99716
B_cldice_s0,B_cldice,15,0,Q4_clearest,0,8050,2502,0.92969,0.97908,0.95901,1.0
B_cldice_s0,B_cldice,15,20,Q1_dimmest,158,4357,1638,0.54649,0.56081,0.5618,0.55983
B_cldice_s0,B_cldice,15,20,Q2,28,5141,1751,0.73316,0.76909,0.66518,0.91148
B_cldice_s0,B_cldice,15,20,Q3,0,6066,1760,0.8297,0.91117,0.83883,0.99716
B_cldice_s0,B_cldice,15,20,Q4_clearest,0,8050,2502,0.93044,0.98004,0.96087,1.0
B_cldice_s0,B_cldice,16,0,Q1_dimmest,242,6445,1959,0.56802,0.58472,0.69559,0.50434
B_cldice_s0,B_cldice,16,0,Q2,57,6977,2256,0.82821,0.86433,0.8729,0.85594
B_cldice_s0,B_cldice,16,0,Q3,3,7630,2131,0.88805,0.94997,0.91817,0.98405
B_cldice_s0,B_cldice,16,0,Q4_clearest,0,8739,2466,0.93523,0.98087,0.96549,0.99676
B_cldice_s0,B_cldice,16,20,Q1_dimmest,234,6445,1959,0.56811,0.59277,0.73607,0.49617
B_cldice_s0,B_cldice,16,20,Q2,53,6977,2256,0.83044,0.87307,0.89921,0.8484
B_cldice_s0,B_cldice,16,20,Q3,3,7630,2131,0.88878,0.95277,0.92425,0.98311
B_cldice_s0,B_cldice,16,20,Q4_clearest,0,8739,2466,0.93568,0.98229,0.96824,0.99676
B_cldice_s0,B_cldice,17,0,Q1_dimmest,271,7862,2585,0.55999,0.57185,0.73094,0.46963
B_cldice_s0,B_cldice,17,0,Q2,59,7104,2140,0.83221,0.87055,0.87912,0.86215
B_cldice_s0,B_cldice,17,0,Q3,4,7222,1826,0.90541,0.97269,0.9631,0.98248
B_cldice_s0,B_cldice,17,0,Q4_clearest,1,5664,1433,0.93119,0.99044,0.98512,0.99581
B_cldice_s0,B_cldice,17,20,Q1_dimmest,252,7862,2585,0.55698,0.56835,0.76471,0.45222
B_cldice_s0,B_cldice,17,20,Q2,51,7104,2140,0.83261,0.87383,0.89747,0.8514
B_cldice_s0,B_cldice,17,20,Q3,4,7222,1826,0.90538,0.97316,0.96455,0.98193
B_cldice_s0,B_cldice,17,20,Q4_clearest,1,5664,1433,0.9315,0.99178,0.98779,0.99581
B_cldice_s0,B_cldice,18,0,Q1_dimmest,191,4966,1759,0.6072,0.5971,0.65019,0.55202
B_cldice_s0,B_cldice,18,0,Q2,41,6044,1968,0.8154,0.87106,0.85362,0.88923
B_cldice_s0,B_cldice,18,0,Q3,6,7429,2081,0.84914,0.96109,0.93476,0.98895
B_cldice_s0,B_cldice,18,0,Q4_clearest,0,7705,1851,0.89736,0.98806,0.9764,1.0
B_cldice_s0,B_cldice,18,20,Q1_dimmest,182,4966,1759,0.61187,0.6101,0.69533,0.54349
B_cldice_s0,B_cldice,18,20,Q2,38,6044,1968,0.8157,0.87495,0.86643,0.88364
B_cldice_s0,B_cldice,18,20,Q3,6,7429,2081,0.85161,0.96995,0.95301,0.98751
B_cldice_s0,B_cldice,18,20,Q4_clearest,0,7705,1851,0.89788,0.99011,0.98042,1.0
B_cldice_s0,B_cldice,19,0,Q1_dimmest,153,3731,1722,0.63666,0.64725,0.65965,0.63531
B_cldice_s0,B_cldice,19,0,Q2,45,6957,2067,0.76865,0.81223,0.73248,0.91147
B_cldice_s0,B_cldice,19,0,Q3,2,8771,2610,0.8777,0.96014,0.93132,0.9908
B_cldice_s0,B_cldice,19,0,Q4_clearest,0,7909,2077,0.96152,0.99706,0.99414,1.0
B_cldice_s0,B_cldice,19,20,Q1_dimmest,143,3731,1722,0.64053,0.65552,0.69365,0.62137
B_cldice_s0,B_cldice,19,20,Q2,45,6957,2067,0.7726,0.82309,0.75298,0.9076
B_cldice_s0,B_cldice,19,20,Q3,2,8771,2610,0.87815,0.96179,0.9351,0.99004
B_cldice_s0,B_cldice,19,20,Q4_clearest,0,7909,2077,0.96152,0.99706,0.99414,1.0
B_cldice_s0,B_cldice,20,0,Q1_dimmest,180,5411,1924,0.6134,0.61499,0.60167,0.6289
B_cldice_s0,B_cldice,20,0,Q2,22,7210,2225,0.79172,0.84824,0.77946,0.93034
B_cldice_s0,B_cldice,20,0,Q3,2,6951,2027,0.85891,0.94582,0.90407,0.99161
B_cldice_s0,B_cldice,20,0,Q4_clearest,1,4693,1197,0.94112,0.98604,0.97484,0.99749
B_cldice_s0,B_cldice,20,20,Q1_dimmest,172,5411,1924,0.61913,0.62903,0.63992,0.6185
B_cldice_s0,B_cldice,20,20,Q2,21,7210,2225,0.79369,0.85673,0.79688,0.92629
B_cldice_s0,B_cldice,20,20,Q3,1,6951,2027,0.85992,0.94963,0.91105,0.99161
B_cldice_s0,B_cldice,20,20,Q4_clearest,1,4693,1197,0.94158,0.98839,0.97945,0.99749
C_boundary_s0,C_boundary,01,0,Q1_dimmest,219,4597,1791,0.5362,0.52425,0.55899,0.49358
C_boundary_s0,C_boundary,01,0,Q2,71,6946,2500,0.78791,0.83116,0.79731,0.868
C_boundary_s0,C_boundary,01,0,Q3,18,8473,2538,0.86325,0.9501,0.93094,0.97006
C_boundary_s0,C_boundary,01,0,Q4_clearest,0,9424,2483,0.92589,0.99034,0.98281,0.99799
C_boundary_s0,C_boundary,01,20,Q1_dimmest,195,4597,1791,0.53408,0.51906,0.59078,0.46287
C_boundary_s0,C_boundary,01,20,Q2,62,6946,2500,0.7876,0.83246,0.80946,0.8568
C_boundary_s0,C_boundary,01,20,Q3,17,8473,2538,0.86388,0.95173,0.9363,0.96769
C_boundary_s0,C_boundary,01,20,Q4_clearest,0,9424,2483,0.92612,0.99134,0.98478,0.99799
C_boundary_s0,C_boundary,02,0,Q1_dimmest,227,5691,1790,0.51584,0.45168,0.48319,0.42402
C_boundary_s0,C_boundary,02,0,Q2,70,6606,1861,0.79784,0.77338,0.73481,0.81623
C_boundary_s0,C_boundary,02,0,Q3,2,8662,2260,0.90416,0.95117,0.91541,0.98982
C_boundary_s0,C_boundary,02,0,Q4_clearest,0,12831,3378,0.96244,0.99186,0.98443,0.99941
C_boundary_s0,C_boundary,02,20,Q1_dimmest,205,5691,1790,0.51629,0.45128,0.51396,0.40223
C_boundary_s0,C_boundary,02,20,Q2,63,6606,1861,0.79732,0.77079,0.74541,0.79796
C_boundary_s0,C_boundary,02,20,Q3,2,8662,2260,0.90632,0.95903,0.93088,0.98894
C_boundary_s0,C_boundary,02,20,Q4_clearest,0,12831,3378,0.96258,0.99229,0.98528,0.99941
C_boundary_s0,C_boundary,03,0,Q1_dimmest,301,10358,3377,0.50418,0.47723,0.58808,0.40154
C_boundary_s0,C_boundary,03,0,Q2,50,9353,2708,0.81835,0.83468,0.8188,0.85118
C_boundary_s0,C_boundary,03,0,Q3,11,8095,2089,0.93047,0.97019,0.97103,0.96936
C_boundary_s0,C_boundary,03,0,Q4_clearest,0,5087,1047,0.98689,0.9982,0.9964,1.0
C_boundary_s0,C_boundary,03,20,Q1_dimmest,260,10358,3377,0.49897,0.46332,0.61026,0.37341
C_boundary_s0,C_boundary,03,20,Q2,46,9353,2708,0.81839,0.83467,0.82363,0.84601
C_boundary_s0,C_boundary,03,20,Q3,11,8095,2089,0.93057,0.97061,0.97282,0.96841
C_boundary_s0,C_boundary,03,20,Q4_clearest,0,5087,1047,0.98689,0.9982,0.9964,1.0
C_boundary_s0,C_boundary,04,0,Q1_dimmest,233,7750,3035,0.50248,0.4527,0.59834,0.36409
C_boundary_s0,C_boundary,04,0,Q2,35,6017,1865,0.79959,0.82481,0.80118,0.84987
C_boundary_s0,C_boundary,04,0,Q3,8,6293,1680,0.91717,0.95647,0.93317,0.98095
C_boundary_s0,C_boundary,04,0,Q4_clearest,0,10294,2346,0.97406,0.99214,0.98647,0.99787
C_boundary_s0,C_boundary,04,20,Q1_dimmest,211,7750,3035,0.50021,0.44488,0.62302,0.34596
C_boundary_s0,C_boundary,04,20,Q2,30,6017,1865,0.7967,0.81677,0.80748,0.82627
C_boundary_s0,C_boundary,04,20,Q3,6,6293,1680,0.91715,0.95673,0.93693,0.97738
C_boundary_s0,C_boundary,04,20,Q4_clearest,0,10294,2346,0.97434,0.99319,0.98856,0.99787
C_boundary_s0,C_boundary,05,0,Q1_dimmest,300,9685,3539,0.47151,0.40846,0.60295,0.30884
C_boundary_s0,C_boundary,05,0,Q2,38,7440,2198,0.83783,0.83825,0.8362,0.84031
C_boundary_s0,C_boundary,05,0,Q3,4,7606,2186,0.93656,0.98099,0.97354,0.98856
C_boundary_s0,C_boundary,05,0,Q4_clearest,0,6179,1663,0.97576,0.99799,0.99599,1.0
C_boundary_s0,C_boundary,05,20,Q1_dimmest,259,9685,3539,0.46577,0.39601,0.63673,0.28737
C_boundary_s0,C_boundary,05,20,Q2,36,7440,2198,0.83741,0.83687,0.84877,0.8253
C_boundary_s0,C_boundary,05,20,Q3,2,7606,2186,0.93653,0.98099,0.97486,0.98719
C_boundary_s0,C_boundary,05,20,Q4_clearest,0,6179,1663,0.97576,0.99799,0.99599,1.0
C_boundary_s0,C_boundary,06,0,Q1_dimmest,381,10790,3981,0.4822,0.46051,0.65039,0.35644
C_boundary_s0,C_boundary,06,0,Q2,50,7933,2378,0.83028,0.81644,0.82967,0.80362
C_boundary_s0,C_boundary,06,0,Q3,3,7891,2229,0.9481,0.9832,0.9742,0.99237
C_boundary_s0,C_boundary,06,0,Q4_clearest,0,5502,1401,0.98107,0.99858,0.99717,1.0
C_boundary_s0,C_boundary,06,20,Q1_dimmest,320,10790,3981,0.4739,0.44374,0.67471,0.33057
C_boundary_s0,C_boundary,06,20,Q2,42,7933,2378,0.8282,0.81046,0.84878,0.77544
C_boundary_s0,C_boundary,06,20,Q3,3,7891,2229,0.94816,0.98292,0.97668,0.98923
C_boundary_s0,C_boundary,06,20,Q4_clearest,0,5502,1401,0.98107,0.99858,0.99717,1.0
C_boundary_s0,C_boundary,07,0,Q1_dimmest,238,8316,2808,0.46384,0.41534,0.6373,0.30805
C_boundary_s0,C_boundary,07,0,Q2,54,7149,2172,0.80873,0.80097,0.82733,0.77624
C_boundary_s0,C_boundary,07,0,Q3,9,7254,1955,0.92232,0.96047,0.94982,0.97136
C_boundary_s0,C_boundary,07,0,Q4_clearest,0,7433,2033,0.97212,0.99535,0.99219,0.99852
C_boundary_s0,C_boundary,07,20,Q1_dimmest,210,8316,2808,0.45722,0.39861,0.66143,0.28526
C_boundary_s0,C_boundary,07,20,Q2,49,7149,2172,0.81038,0.80539,0.84666,0.76796
C_boundary_s0,C_boundary,07,20,Q3,9,7254,1955,0.92339,0.96386,0.95698,0.97084
C_boundary_s0,C_boundary,07,20,Q4_clearest,0,7433,2033,0.97225,0.99559,0.99267,0.99852
C_boundary_s0,C_boundary,08,0,Q1_dimmest,274,9976,3245,0.5191,0.46728,0.6373,0.36888
C_boundary_s0,C_boundary,08,0,Q2,38,8461,2479,0.8458,0.84558,0.83891,0.85236
C_boundary_s0,C_boundary,08,0,Q3,5,6640,1970,0.93195,0.96602,0.95081,0.98173
C_boundary_s0,C_boundary,08,0,Q4_clearest,1,3312,891,0.97242,0.99003,0.98681,0.99327
C_boundary_s0,C_boundary,08,20,Q1_dimmest,236,9976,3245,0.51611,0.46087,0.67773,0.34915
C_boundary_s0,C_boundary,08,20,Q2,35,8461,2479,0.84488,0.8448,0.85187,0.83784
C_boundary_s0,C_boundary,08,20,Q3,5,6640,1970,0.93381,0.9711,0.96119,0.98122
C_boundary_s0,C_boundary,08,20,Q4_clearest,1,3312,891,0.973,0.99112,0.98899,0.99327
C_boundary_s0,C_boundary,09,0,Q1_dimmest,290,9368,3406,0.51036,0.50663,0.66867,0.40781
C_boundary_s0,C_boundary,09,0,Q2,37,7639,2383,0.83994,0.86301,0.84746,0.87914
C_boundary_s0,C_boundary,09,0,Q3,9,6249,1936,0.93041,0.97419,0.97265,0.97572
C_boundary_s0,C_boundary,09,0,Q4_clearest,1,3485,1001,0.9663,0.98379,0.99901,0.96903
C_boundary_s0,C_boundary,09,20,Q1_dimmest,268,9368,3406,0.50753,0.50175,0.68702,0.39518
C_boundary_s0,C_boundary,09,20,Q2,37,7639,2383,0.83949,0.86215,0.85371,0.87075
C_boundary_s0,C_boundary,09,20,Q3,6,6249,1936,0.93015,0.97392,0.97315,0.97469
C_boundary_s0,C_boundary,09,20,Q4_clearest,1,3485,1001,0.96585,0.98328,0.99901,0.96803
C_boundary_s0,C_boundary,10,0,Q1_dimmest,312,7560,3177,0.51851,0.46679,0.55962,0.40038
C_boundary_s0,C_boundary,10,0,Q2,48,6756,2369,0.81157,0.80896,0.77903,0.84128
C_boundary_s0,C_boundary,10,0,Q3,3,6741,2035,0.90621,0.95643,0.9249,0.99017
C_boundary_s0,C_boundary,10,0,Q4_clearest,0,6099,1556,0.95774,0.99442,0.98954,0.99936
C_boundary_s0,C_boundary,10,20,Q1_dimmest,278,7560,3177,0.51764,0.46479,0.5985,0.37992
C_boundary_s0,C_boundary,10,20,Q2,44,6756,2369,0.80999,0.80465,0.78393,0.82651
C_boundary_s0,C_boundary,10,20,Q3,2,6741,2035,0.90623,0.95662,0.9283,0.98673
C_boundary_s0,C_boundary,10,20,Q4_clearest,0,6099,1556,0.95782,0.99475,0.99018,0.99936
C_boundary_s0,C_boundary,11,0,Q1_dimmest,302,6386,2930,0.4655,0.3881,0.53306,0.30512
C_boundary_s0,C_boundary,11,0,Q2,65,5601,2186,0.77511,0.73743,0.72548,0.74977
C_boundary_s0,C_boundary,11,0,Q3,12,6593,2129,0.86718,0.90438,0.86122,0.95209
C_boundary_s0,C_boundary,11,0,Q4_clearest,3,10959,3211,0.9401,0.98246,0.96903,0.99626
C_boundary_s0,C_boundary,11,20,Q1_dimmest,273,6386,2930,0.45926,0.37522,0.54657,0.28567
C_boundary_s0,C_boundary,11,20,Q2,58,5601,2186,0.77357,0.73222,0.73114,0.7333
C_boundary_s0,C_boundary,11,20,Q3,10,6593,2129,0.86758,0.90499,0.86388,0.95021
C_boundary_s0,C_boundary,11,20,Q4_clearest,3,10959,3211,0.94095,0.98369,0.97144,0.99626
C_boundary_s0,C_boundary,12,0,Q1_dimmest,238,6741,2151,0.55017,0.56111,0.65059,0.49326
C_boundary_s0,C_boundary,12,0,Q2,71,7686,2661,0.81351,0.82877,0.81614,0.84179
C_boundary_s0,C_boundary,12,0,Q3,5,7976,2374,0.90071,0.95367,0.93312,0.97515
C_boundary_s0,C_boundary,12,0,Q4_clearest,1,6087,1526,0.95766,0.99187,0.98706,0.99672
C_boundary_s0,C_boundary,12,20,Q1_dimmest,224,6741,2151,0.55137,0.56697,0.67704,0.48768
C_boundary_s0,C_boundary,12,20,Q2,65,7686,2661,0.81285,0.82706,0.82549,0.82864
C_boundary_s0,C_boundary,12,20,Q3,4,7976,2374,0.90054,0.953,0.93377,0.97304
C_boundary_s0,C_boundary,12,20,Q4_clearest,1,6087,1526,0.95766,0.99187,0.98706,0.99672
C_boundary_s0,C_boundary,13,0,Q1_dimmest,290,8947,3161,0.52051,0.48594,0.58793,0.41411
C_boundary_s0,C_boundary,13,0,Q2,82,7970,2798,0.80453,0.7878,0.77846,0.79736
C_boundary_s0,C_boundary,13,0,Q3,4,7295,2120,0.91527,0.95266,0.93522,0.97075
C_boundary_s0,C_boundary,13,0,Q4_clearest,0,8047,2107,0.97726,0.99689,0.9938,1.0
C_boundary_s0,C_boundary,13,20,Q1_dimmest,266,8947,3161,0.51891,0.48289,0.61016,0.39956
C_boundary_s0,C_boundary,13,20,Q2,79,7970,2798,0.80567,0.79026,0.79649,0.78413
C_boundary_s0,C_boundary,13,20,Q3,4,7295,2120,0.91508,0.95212,0.93726,0.96745
C_boundary_s0,C_boundary,13,20,Q4_clearest,0,8047,2107,0.97726,0.99689,0.9938,1.0
C_boundary_s0,C_boundary,14,0,Q1_dimmest,215,4886,1623,0.51427,0.49505,0.49168,0.49846
C_boundary_s0,C_boundary,14,0,Q2,67,6453,2243,0.78154,0.7745,0.70993,0.85198
C_boundary_s0,C_boundary,14,0,Q3,6,8104,2470,0.88003,0.93844,0.89142,0.99069
C_boundary_s0,C_boundary,14,0,Q4_clearest,0,7234,2022,0.95007,0.99196,0.98404,1.0
C_boundary_s0,C_boundary,14,20,Q1_dimmest,193,4886,1623,0.51037,0.48617,0.50988,0.46457
C_boundary_s0,C_boundary,14,20,Q2,62,6453,2243,0.78354,0.7794,0.72767,0.83905
C_boundary_s0,C_boundary,14,20,Q3,6,8104,2470,0.88152,0.94292,0.89988,0.99028
C_boundary_s0,C_boundary,14,20,Q4_clearest,0,7234,2022,0.95007,0.99196,0.98404,1.0
C_boundary_s0,C_boundary,15,0,Q1_dimmest,180,4357,1638,0.51754,0.52319,0.48466,0.56838
C_boundary_s0,C_boundary,15,0,Q2,33,5141,1751,0.74493,0.76733,0.66591,0.9052
C_boundary_s0,C_boundary,15,0,Q3,2,6066,1760,0.83603,0.90902,0.83519,0.99716
C_boundary_s0,C_boundary,15,0,Q4_clearest,0,8050,2502,0.93289,0.9818,0.96424,1.0
C_boundary_s0,C_boundary,15,20,Q1_dimmest,169,4357,1638,0.52079,0.53322,0.51523,0.5525
C_boundary_s0,C_boundary,15,20,Q2,32,5141,1751,0.74953,0.77917,0.68558,0.90234
C_boundary_s0,C_boundary,15,20,Q3,2,6066,1760,0.83943,0.91785,0.85065,0.99659
C_boundary_s0,C_boundary,15,20,Q4_clearest,0,8050,2502,0.93299,0.98219,0.96499,1.0
C_boundary_s0,C_boundary,16,0,Q1_dimmest,260,6445,1959,0.55475,0.59013,0.70509,0.5074
C_boundary_s0,C_boundary,16,0,Q2,74,6977,2256,0.82234,0.85561,0.87666,0.83555
C_boundary_s0,C_boundary,16,0,Q3,3,7630,2131,0.89532,0.95463,0.9286,0.98217
C_boundary_s0,C_boundary,16,0,Q4_clearest,1,8739,2466,0.93743,0.98208,0.96746,0.99716
C_boundary_s0,C_boundary,16,20,Q1_dimmest,246,6445,1959,0.55461,0.59663,0.74694,0.49668
C_boundary_s0,C_boundary,16,20,Q2,71,6977,2256,0.82247,0.85915,0.89426,0.82668
C_boundary_s0,C_boundary,16,20,Q3,3,7630,2131,0.8961,0.95834,0.93693,0.98076
C_boundary_s0,C_boundary,16,20,Q4_clearest,1,8739,2466,0.93809,0.98409,0.97136,0.99716
C_boundary_s0,C_boundary,17,0,Q1_dimmest,288,7862,2585,0.53928,0.55334,0.72863,0.44603
C_boundary_s0,C_boundary,17,0,Q2,57,7104,2140,0.83257,0.86209,0.87012,0.85421
C_boundary_s0,C_boundary,17,0,Q3,8,7222,1826,0.90477,0.97269,0.96363,0.98193
C_boundary_s0,C_boundary,17,0,Q4_clearest,0,5664,1433,0.92999,0.99397,0.98868,0.9993
C_boundary_s0,C_boundary,17,20,Q1_dimmest,270,7862,2585,0.54083,0.55845,0.77663,0.43598
C_boundary_s0,C_boundary,17,20,Q2,50,7104,2140,0.8335,0.8675,0.89244,0.84393
C_boundary_s0,C_boundary,17,20,Q3,8,7222,1826,0.90473,0.97333,0.96809,0.97864
C_boundary_s0,C_boundary,17,20,Q4_clearest,0,5664,1433,0.9292,0.99257,0.98866,0.99651
C_boundary_s0,C_boundary,18,0,Q1_dimmest,202,4966,1759,0.59487,0.61776,0.72255,0.53951
C_boundary_s0,C_boundary,18,0,Q2,43,6044,1968,0.81126,0.87259,0.86231,0.88313
C_boundary_s0,C_boundary,18,0,Q3,4,7429,2081,0.85674,0.96065,0.93179,0.99135
C_boundary_s0,C_boundary,18,0,Q4_clearest,0,7705,1851,0.89954,0.98835,0.97697,1.0
C_boundary_s0,C_boundary,18,20,Q1_dimmest,188,4966,1759,0.59265,0.61296,0.74371,0.52132
C_boundary_s0,C_boundary,18,20,Q2,40,6044,1968,0.81064,0.87379,0.8736,0.87398
C_boundary_s0,C_boundary,18,20,Q3,4,7429,2081,0.85828,0.96618,0.94269,0.99087
C_boundary_s0,C_boundary,18,20,Q4_clearest,0,7705,1851,0.90001,0.98963,0.97948,1.0
C_boundary_s0,C_boundary,19,0,Q1_dimmest,160,3731,1722,0.63611,0.65636,0.70448,0.6144
C_boundary_s0,C_boundary,19,0,Q2,37,6957,2067,0.78423,0.83293,0.75559,0.92791
C_boundary_s0,C_boundary,19,0,Q3,6,8771,2610,0.88505,0.96039,0.93382,0.98851
C_boundary_s0,C_boundary,19,0,Q4_clearest,0,7909,2077,0.96355,0.99733,0.9961,0.99856
C_boundary_s0,C_boundary,19,20,Q1_dimmest,137,3731,1722,0.63296,0.65205,0.73046,0.58885
C_boundary_s0,C_boundary,19,20,Q2,37,6957,2067,0.79032,0.85208,0.79374,0.91969
C_boundary_s0,C_boundary,19,20,Q3,6,8771,2610,0.88521,0.96095,0.93557,0.98774
C_boundary_s0,C_boundary,19,20,Q4_clearest,0,7909,2077,0.96355,0.99733,0.9961,0.99856
C_boundary_s0,C_boundary,20,0,Q1_dimmest,219,5411,1924,0.59957,0.61103,0.61187,0.61019
C_boundary_s0,C_boundary,20,0,Q2,28,7210,2225,0.797,0.84686,0.78483,0.91955
C_boundary_s0,C_boundary,20,0,Q3,6,6951,2027,0.86504,0.94787,0.912,0.98668
C_boundary_s0,C_boundary,20,0,Q4_clearest,0,4693,1197,0.94027,0.9905,0.98118,1.0
C_boundary_s0,C_boundary,20,20,Q1_dimmest,196,5411,1924,0.60139,0.61714,0.65403,0.5842
C_boundary_s0,C_boundary,20,20,Q2,25,7210,2225,0.80015,0.85771,0.81066,0.91056
C_boundary_s0,C_boundary,20,20,Q3,6,6951,2027,0.86763,0.9565,0.92899,0.98569
C_boundary_s0,C_boundary,20,20,Q4_clearest,1,4693,1197,0.93899,0.98964,0.9811,0.99833
D_blurpool_s0,D_blurpool,01,0,Q1_dimmest,231,4597,1791,0.53122,0.52097,0.56547,0.48297
D_blurpool_s0,D_blurpool,01,0,Q2,93,6946,2500,0.76712,0.81335,0.79225,0.8356
D_blurpool_s0,D_blurpool,01,0,Q3,22,8473,2538,0.85697,0.94362,0.93432,0.95311
D_blurpool_s0,D_blurpool,01,0,Q4_clearest,4,9424,2483,0.92484,0.98789,0.98308,0.99275
D_blurpool_s0,D_blurpool,01,20,Q1_dimmest,215,4597,1791,0.52751,0.51418,0.58909,0.45617
D_blurpool_s0,D_blurpool,01,20,Q2,86,6946,2500,0.7663,0.81187,0.80009,0.824
D_blurpool_s0,D_blurpool,01,20,Q3,22,8473,2538,0.85685,0.94391,0.93603,0.95193
D_blurpool_s0,D_blurpool,01,20,Q4_clearest,3,9424,2483,0.92456,0.98788,0.98346,0.99235
D_blurpool_s0,D_blurpool,02,0,Q1_dimmest,227,5691,1790,0.48953,0.42825,0.50238,0.37318
D_blurpool_s0,D_blurpool,02,0,Q2,72,6606,1861,0.78031,0.7502,0.71211,0.79258
D_blurpool_s0,D_blurpool,02,0,Q3,2,8662,2260,0.89691,0.95306,0.92709,0.98053
D_blurpool_s0,D_blurpool,02,0,Q4_clearest,0,12831,3378,0.96433,0.99248,0.98537,0.9997
D_blurpool_s0,D_blurpool,02,20,Q1_dimmest,202,5691,1790,0.48722,0.42283,0.53855,0.34804
D_blurpool_s0,D_blurpool,02,20,Q2,66,6606,1861,0.78098,0.75031,0.7311,0.77055
D_blurpool_s0,D_blurpool,02,20,Q3,2,8662,2260,0.89774,0.95599,0.93386,0.9792
D_blurpool_s0,D_blurpool,02,20,Q4_clearest,0,12831,3378,0.96437,0.99263,0.98565,0.9997
D_blurpool_s0,D_blurpool,03,0,Q1_dimmest,284,10358,3377,0.47273,0.44242,0.58363,0.35623
D_blurpool_s0,D_blurpool,03,0,Q2,56,9353,2708,0.80797,0.83309,0.83088,0.8353
D_blurpool_s0,D_blurpool,03,0,Q3,8,8095,2089,0.92663,0.96905,0.96921,0.96888
D_blurpool_s0,D_blurpool,03,0,Q4_clearest,0,5087,1047,0.98626,0.99904,1.0,0.99809
D_blurpool_s0,D_blurpool,03,20,Q1_dimmest,247,10358,3377,0.46626,0.42712,0.61176,0.3281
D_blurpool_s0,D_blurpool,03,20,Q2,51,9353,2708,0.80823,0.83418,0.84092,0.82755
D_blurpool_s0,D_blurpool,03,20,Q3,7,8095,2089,0.92656,0.9688,0.9692,0.96841
D_blurpool_s0,D_blurpool,03,20,Q4_clearest,0,5087,1047,0.98626,0.99904,1.0,0.99809
D_blurpool_s0,D_blurpool,04,0,Q1_dimmest,234,7750,3035,0.47765,0.43532,0.59074,0.34465
D_blurpool_s0,D_blurpool,04,0,Q2,45,6017,1865,0.79298,0.80622,0.78614,0.82735
D_blurpool_s0,D_blurpool,04,0,Q3,4,6293,1680,0.90408,0.95138,0.93713,0.96607
D_blurpool_s0,D_blurpool,04,0,Q4_clearest,3,10294,2346,0.96171,0.98316,0.9838,0.98252
D_blurpool_s0,D_blurpool,04,20,Q1_dimmest,208,7750,3035,0.47594,0.43011,0.62753,0.32718
D_blurpool_s0,D_blurpool,04,20,Q2,43,6017,1865,0.79271,0.80433,0.79443,0.81448
D_blurpool_s0,D_blurpool,04,20,Q3,4,6293,1680,0.90421,0.95157,0.93919,0.96429
D_blurpool_s0,D_blurpool,04,20,Q4_clearest,3,10294,2346,0.96259,0.98568,0.98886,0.98252
D_blurpool_s0,D_blurpool,05,0,Q1_dimmest,306,9685,3539,0.45377,0.38698,0.60214,0.28511
D_blurpool_s0,D_blurpool,05,0,Q2,49,7440,2198,0.82894,0.82158,0.82472,0.81847
D_blurpool_s0,D_blurpool,05,0,Q3,4,7606,2186,0.9323,0.97747,0.97327,0.9817
D_blurpool_s0,D_blurpool,05,0,Q4_clearest,0,6179,1663,0.97566,0.99795,0.9983,0.99759
D_blurpool_s0,D_blurpool,05,20,Q1_dimmest,282,9685,3539,0.45015,0.37784,0.6346,0.269
D_blurpool_s0,D_blurpool,05,20,Q2,43,7440,2198,0.83106,0.82756,0.8496,0.80664
D_blurpool_s0,D_blurpool,05,20,Q3,4,7606,2186,0.93276,0.97902,0.97681,0.98124
D_blurpool_s0,D_blurpool,05,20,Q4_clearest,0,6179,1663,0.97566,0.99795,0.9983,0.99759
D_blurpool_s0,D_blurpool,06,0,Q1_dimmest,378,10790,3981,0.46166,0.42686,0.6262,0.32379
D_blurpool_s0,D_blurpool,06,0,Q2,50,7933,2378,0.82194,0.80855,0.83202,0.78638
