kind,pair,trained_on,image,band,n_px,contested_frac,auroc_single,mean_single_contested,mean_single_agreed,auroc_ens_mean,mean_ens_mean_contested,mean_ens_mean_agreed,auroc_disagree,mean_disagree_contested,mean_disagree_agreed
seed,vk_f1,vk,im0004,Q3,3923,0.10553,0.79592,0.01908,0.0029,0.79275,0.02117,0.00328,0.73417,0.01256,0.00155
seed,vk_f1,vk,im0004,Q4_clearest,190,0.07895,0.67638,0.0452,0.00014,0.71314,0.16179,0.00027,0.69448,0.11921,0.00015
seed,vk_f1,vk,im0005,Q1_dimmest,10820,0.81885,0.48391,0.21725,0.21721,0.49824,0.28606,0.27023,0.50364,0.15993,0.1405
seed,vk_f1,vk,im0005,Q2,11538,0.54481,0.71448,0.19388,0.08192,0.73087,0.25428,0.10038,0.70543,0.13693,0.05399
seed,vk_f1,vk,im0005,Q3,12507,0.29879,0.79455,0.11368,0.02272,0.80334,0.15663,0.02691,0.77682,0.09216,0.01449
seed,vk_f1,vk,im0005,Q4_clearest,16858,0.10802,0.82418,0.03626,0.00309,0.82641,0.08216,0.00496,0.79207,0.06468,0.00352
seed,vk_f1,vk,im0044,Q1_dimmest,10572,0.87476,0.43059,0.16779,0.19615,0.43731,0.23546,0.25131,0.44391,0.14329,0.14411
seed,vk_f1,vk,im0044,Q2,11459,0.63732,0.73241,0.19205,0.07432,0.73573,0.2743,0.10367,0.7081,0.1655,0.06073
seed,vk_f1,vk,im0044,Q3,14003,0.29108,0.82894,0.12396,0.01985,0.84545,0.19385,0.0291,0.81574,0.1271,0.01872
seed,vk_f1,vk,im0044,Q4_clearest,13856,0.09209,0.85418,0.07314,0.00605,0.87004,0.13249,0.00875,0.84722,0.10566,0.00666
seed,vk_f1,vk,im0077,Q1_dimmest,7126,0.88633,0.6068,0.21279,0.12836,0.59674,0.28274,0.18783,0.58578,0.15846,0.10715
seed,vk_f1,vk,im0077,Q2,10714,0.77739,0.7607,0.20194,0.05275,0.77483,0.2568,0.06531,0.74952,0.13575,0.03196
seed,vk_f1,vk,im0077,Q3,14332,0.42862,0.8424,0.11396,0.01222,0.85008,0.13643,0.01427,0.81692,0.06905,0.00724
seed,vk_f1,vk,im0077,Q4_clearest,23814,0.09368,0.89259,0.03019,0.00162,0.90136,0.03451,0.00178,0.86062,0.01625,0.00086
seed,vk_f1,vk,im0081,Q1_dimmest,10165,0.92514,0.53098,0.18402,0.15616,0.4326,0.25029,0.33711,0.41972,0.14748,0.25829
seed,vk_f1,vk,im0081,Q2,13744,0.77423,0.77474,0.20532,0.06033,0.77145,0.27948,0.08718,0.73443,0.16182,0.05755
seed,vk_f1,vk,im0081,Q3,17484,0.38183,0.86625,0.11875,0.01178,0.87107,0.15918,0.01614,0.8366,0.08971,0.00975
seed,vk_f1,vk,im0081,Q4_clearest,17465,0.06814,0.8914,0.02757,0.00175,0.8949,0.03113,0.0022,0.84712,0.01641,0.00126
seed,vk_f1,vk,im0082,Q1_dimmest,8734,0.861,0.44176,0.16302,0.16074,0.40929,0.21935,0.26027,0.40251,0.12515,0.18532
seed,vk_f1,vk,im0082,Q2,10144,0.70268,0.73832,0.21523,0.07489,0.74402,0.28384,0.10253,0.71136,0.15427,0.06289
seed,vk_f1,vk,im0082,Q3,13510,0.35729,0.83616,0.12435,0.02008,0.84054,0.15037,0.0256,0.79749,0.07101,0.01467
seed,vk_f1,vk,im0082,Q4_clearest,20602,0.06315,0.89508,0.02927,0.0022,0.90335,0.03061,0.00249,0.86459,0.0149,0.00142
seed,vk_f1,vk,im0139,Q1_dimmest,17354,0.86418,0.57311,0.21079,0.14868,0.57057,0.27946,0.20282,0.55593,0.15826,0.12526
seed,vk_f1,vk,im0139,Q2,17885,0.6463,0.7682,0.1864,0.05336,0.77931,0.24834,0.06804,0.75238,0.14094,0.04124
seed,vk_f1,vk,im0139,Q3,17437,0.2712,0.84886,0.10787,0.01125,0.85895,0.16461,0.01638,0.83171,0.10704,0.01101
seed,vk_f1,vk,im0139,Q4_clearest,12621,0.04255,0.91934,0.0486,0.00178,0.93914,0.08026,0.00198,0.92125,0.05803,0.00134
seed,soft_f1,soft,im0001,Q1_dimmest,11037,0.61131,0.50358,0.24982,0.23318,0.47273,0.32203,0.34793,0.43973,0.1546,0.22632
seed,soft_f1,soft,im0001,Q2,14223,0.41046,0.72531,0.29317,0.13588,0.72135,0.33774,0.17219,0.67151,0.14531,0.10556
seed,soft_f1,soft,im0001,Q3,13100,0.18954,0.8441,0.18342,0.03582,0.8505,0.19105,0.03516,0.80956,0.08044,0.0165
seed,soft_f1,soft,im0001,Q4_clearest,5805,0.0503,0.91481,0.08869,0.0059,0.91931,0.11137,0.00557,0.89677,0.08039,0.00252
seed,soft_f1,soft,im0002,Q1_dimmest,11892,0.72208,0.57143,0.24909,0.16711,0.60918,0.31165,0.20426,0.60177,0.16194,0.10624
seed,soft_f1,soft,im0002,Q2,9635,0.39938,0.78714,0.19925,0.05342,0.79841,0.22861,0.06066,0.76545,0.10259,0.02911
seed,soft_f1,soft,im0002,Q3,7577,0.21288,0.86598,0.11357,0.01709,0.86799,0.14224,0.02093,0.83373,0.07139,0.0109
seed,soft_f1,soft,im0002,Q4_clearest,4013,0.11612,0.88634,0.10778,0.00936,0.8972,0.12069,0.01127,0.87604,0.08865,0.00784
seed,soft_f1,soft,im0003,Q1_dimmest,5546,0.82726,0.45978,0.18597,0.17384,0.50355,0.24871,0.20436,0.4902,0.1262,0.10476
seed,soft_f1,soft,im0003,Q2,6828,0.65861,0.73864,0.2051,0.06964,0.77127,0.24804,0.06984,0.74952,0.12407,0.03134
seed,soft_f1,soft,im0003,Q3,9422,0.45426,0.83977,0.12492,0.02184,0.84637,0.14288,0.02229,0.81766,0.0725,0.00983
seed,soft_f1,soft,im0003,Q4_clearest,10750,0.18372,0.86694,0.05886,0.00411,0.87864,0.07888,0.00443,0.84895,0.05661,0.00243
seed,soft_f1,soft,im0004,Q1_dimmest,24672,0.64733,0.44477,0.19075,0.20865,0.49428,0.27528,0.26023,0.50836,0.15003,0.13068
seed,soft_f1,soft,im0004,Q2,12291,0.30551,0.75403,0.22463,0.0782,0.7702,0.25969,0.0809,0.73212,0.11687,0.03402
seed,soft_f1,soft,im0004,Q3,3923,0.10553,0.79375,0.07212,0.01657,0.81202,0.06707,0.0151,0.77365,0.0249,0.00537
seed,soft_f1,soft,im0004,Q4_clearest,190,0.07895,0.89676,0.04098,0.00308,0.9139,0.04944,0.00244,0.90629,0.02523,0.00089
seed,soft_f1,soft,im0005,Q1_dimmest,10820,0.81885,0.37486,0.21749,0.30333,0.39257,0.27407,0.35724,0.42987,0.12275,0.13875
seed,soft_f1,soft,im0005,Q2,11538,0.54481,0.63718,0.29986,0.19674,0.66919,0.34926,0.20597,0.65508,0.13793,0.07566
seed,soft_f1,soft,im0005,Q3,12507,0.29879,0.74559,0.24603,0.0875,0.76442,0.27196,0.08968,0.74701,0.10331,0.02969
seed,soft_f1,soft,im0005,Q4_clearest,16858,0.10802,0.75839,0.10039,0.01634,0.7683,0.10455,0.01694,0.76047,0.04006,0.00568
seed,soft_f1,soft,im0044,Q1_dimmest,10572,0.87476,0.28456,0.15998,0.31614,0.29122,0.22891,0.40881,0.32321,0.11817,0.20519
seed,soft_f1,soft,im0044,Q2,11459,0.63732,0.58859,0.28972,0.21013,0.63783,0.36237,0.22442,0.6142,0.16699,0.10862
seed,soft_f1,soft,im0044,Q3,14003,0.29108,0.81607,0.25412,0.067,0.84419,0.30097,0.06827,0.80543,0.13455,0.0317
seed,soft_f1,soft,im0044,Q4_clearest,13856,0.09209,0.86071,0.15048,0.01646,0.87459,0.17215,0.01905,0.85182,0.07973,0.00901
seed,soft_f1,soft,im0077,Q1_dimmest,7126,0.88633,0.45621,0.21273,0.2387,0.44739,0.2635,0.30874,0.43596,0.11604,0.15742
seed,soft_f1,soft,im0077,Q2,10714,0.77739,0.66147,0.2982,0.17173,0.6925,0.33949,0.17544,0.67512,0.13024,0.05772
seed,soft_f1,soft,im0077,Q3,14332,0.42862,0.84826,0.28281,0.06186,0.85759,0.30305,0.06096,0.81352,0.09924,0.01947
seed,soft_f1,soft,im0077,Q4_clearest,23814,0.09368,0.93692,0.14117,0.01042,0.93805,0.14781,0.01051,0.90876,0.04279,0.00344
seed,soft_f1,soft,im0081,Q1_dimmest,10165,0.92514,0.38212,0.16826,0.23518,0.40632,0.21248,0.27559,0.40809,0.09858,0.1376
seed,soft_f1,soft,im0081,Q2,13744,0.77423,0.67719,0.2836,0.14523,0.7063,0.34094,0.15214,0.68885,0.15072,0.06117
seed,soft_f1,soft,im0081,Q3,17484,0.38183,0.86586,0.2585,0.0478,0.87405,0.28977,0.04926,0.83651,0.11743,0.02013
seed,soft_f1,soft,im0081,Q4_clearest,17465,0.06814,0.92472,0.11453,0.00853,0.92688,0.12714,0.00933,0.89648,0.04128,0.0036
seed,soft_f1,soft,im0082,Q1_dimmest,8734,0.861,0.29719,0.14864,0.27141,0.287,0.18912,0.35992,0.29284,0.08799,0.20534
seed,soft_f1,soft,im0082,Q2,10144,0.70268,0.64736,0.31543,0.18004,0.66831,0.35694,0.19611,0.6355,0.1403,0.08593
seed,soft_f1,soft,im0082,Q3,13510,0.35729,0.84603,0.31353,0.07377,0.86001,0.32817,0.07047,0.8034,0.10136,0.02516
seed,soft_f1,soft,im0082,Q4_clearest,20602,0.06315,0.94224,0.15726,0.01132,0.946,0.15191,0.01122,0.91254,0.04437,0.00403
seed,soft_f1,soft,im0139,Q1_dimmest,17354,0.86418,0.44392,0.21602,0.2387,0.46788,0.28322,0.29044,0.47181,0.13669,0.14799
seed,soft_f1,soft,im0139,Q2,17885,0.6463,0.69693,0.29321,0.143,0.73178,0.3449,0.14698,0.695,0.1508,0.06813
seed,soft_f1,soft,im0139,Q3,17437,0.2712,0.84383,0.2491,0.04262,0.86508,0.29003,0.04063,0.83218,0.12629,0.01723
seed,soft_f1,soft,im0139,Q4_clearest,12621,0.04255,0.9168,0.16648,0.00663,0.94659,0.18999,0.00676,0.92423,0.07445,0.00266
annotator,ahvk_f0_s0,ahvk,im0162,Q1_dimmest,8081,0.89147,0.18698,0.02742,0.14117,0.27495,0.30446,0.57064,0.30209,0.28976,0.52592
annotator,ahvk_f0_s0,ahvk,im0162,Q2,11449,0.68836,0.27752,0.07502,0.16934,0.54339,0.5882,0.50363,0.56201,0.56043,0.46601
annotator,ahvk_f0_s0,ahvk,im0162,Q3,12944,0.33915,0.49631,0.16875,0.15845,0.78499,0.66647,0.26647,0.78023,0.62867,0.24723
annotator,ahvk_f0_s0,ahvk,im0162,Q4_clearest,17112,0.05932,0.84158,0.24787,0.04977,0.90916,0.47028,0.052,0.89774,0.43712,0.04757
annotator,ahvk_f0_s0,ahvk,im0163,Q1_dimmest,5186,0.85885,0.21942,0.0585,0.20526,0.47803,0.38968,0.401,0.51299,0.36082,0.3365
annotator,ahvk_f0_s0,ahvk,im0163,Q2,9046,0.74652,0.3678,0.12383,0.2015,0.62505,0.60539,0.43573,0.62964,0.56023,0.39362
annotator,ahvk_f0_s0,ahvk,im0163,Q3,12344,0.42158,0.64215,0.25233,0.15296,0.80854,0.5524,0.17752,0.79377,0.49841,0.15967
annotator,ahvk_f0_s0,ahvk,im0163,Q4_clearest,23265,0.06082,0.90087,0.2364,0.02829,0.91393,0.2799,0.02501,0.89629,0.22958,0.02031
annotator,ahvk_f0_s0,ahvk,im0235,Q1_dimmest,13323,0.81506,0.21477,0.04545,0.16008,0.36148,0.28371,0.43428,0.39657,0.25935,0.37036
annotator,ahvk_f0_s0,ahvk,im0235,Q2,13930,0.58227,0.3405,0.09347,0.16266,0.6118,0.51181,0.37598,0.63308,0.475,0.33007
annotator,ahvk_f0_s0,ahvk,im0235,Q3,14288,0.29171,0.58104,0.17446,0.13105,0.82155,0.59152,0.19009,0.8235,0.54506,0.16613
annotator,ahvk_f0_s0,ahvk,im0235,Q4_clearest,19285,0.05476,0.88685,0.26549,0.03929,0.93135,0.4576,0.03925,0.92802,0.41933,0.03344
annotator,ahvk_f0_s0,ahvk,im0236,Q1_dimmest,12278,0.78319,0.26064,0.0555,0.16638,0.34093,0.29869,0.47821,0.37053,0.26823,0.41151
annotator,ahvk_f0_s0,ahvk,im0236,Q2,12694,0.53387,0.37791,0.11667,0.1735,0.64381,0.52428,0.3486,0.6575,0.47443,0.30223
annotator,ahvk_f0_s0,ahvk,im0236,Q3,15124,0.23969,0.61907,0.18675,0.1151,0.84051,0.60792,0.17364,0.83736,0.55578,0.15246
annotator,ahvk_f0_s0,ahvk,im0236,Q4_clearest,17583,0.04311,0.84984,0.22948,0.04494,0.90786,0.47058,0.05389,0.902,0.43181,0.04859
annotator,ahvk_f0_s0,ahvk,im0239,Q1_dimmest,10232,0.75352,0.38795,0.03659,0.09438,0.34511,0.2375,0.42479,0.35927,0.21763,0.38517
annotator,ahvk_f0_s0,ahvk,im0239,Q2,13453,0.5482,0.32491,0.06271,0.1421,0.46339,0.45038,0.49571,0.48249,0.4221,0.45436
annotator,ahvk_f0_s0,ahvk,im0239,Q3,17219,0.24299,0.48144,0.1428,0.12811,0.75295,0.61007,0.27792,0.75292,0.56992,0.25548
annotator,ahvk_f0_s0,ahvk,im0239,Q4_clearest,13841,0.04183,0.79515,0.21817,0.05523,0.86003,0.43635,0.08802,0.84472,0.41042,0.08201
annotator,ahvk_f0_s0,ahvk,im0240,Q1_dimmest,25455,0.65842,0.32292,0.03253,0.09535,0.37037,0.22489,0.3772,0.38835,0.20939,0.33877
annotator,ahvk_f0_s0,ahvk,im0240,Q2,20238,0.37084,0.32181,0.07683,0.14256,0.6086,0.52024,0.3867,0.62108,0.48909,0.35335
annotator,ahvk_f0_s0,ahvk,im0240,Q3,13823,0.11777,0.65011,0.20104,0.10291,0.84813,0.59783,0.16075,0.83852,0.5591,0.14952
annotator,ahvk_f0_s0,ahvk,im0240,Q4_clearest,7375,0.00841,0.86958,0.19566,0.02476,0.88478,0.20758,0.02038,0.84493,0.1795,0.01866
annotator,ahvk_f0_s0,ahvk,im0255,Q1_dimmest,12113,0.83035,0.24857,0.03412,0.11994,0.2872,0.27732,0.53385,0.30823,0.25857,0.48646
annotator,ahvk_f0_s0,ahvk,im0255,Q2,14210,0.55876,0.29698,0.08148,0.1713,0.49555,0.51856,0.51413,0.51509,0.48499,0.4677
annotator,ahvk_f0_s0,ahvk,im0255,Q3,14708,0.20118,0.5416,0.18549,0.14355,0.76547,0.62069,0.27055,0.75746,0.56832,0.2487
annotator,ahvk_f0_s0,ahvk,im0255,Q4_clearest,16385,0.02673,0.8935,0.27115,0.04556,0.92783,0.4568,0.04653,0.91764,0.39921,0.0414
annotator,ahvk_f0_s0,ahvk,im0291,Q1_dimmest,10378,0.64733,0.30575,0.05302,0.11508,0.32942,0.25506,0.43785,0.34163,0.22871,0.39349
annotator,ahvk_f0_s0,ahvk,im0291,Q2,8228,0.29375,0.42482,0.12592,0.1349,0.66033,0.52433,0.31462,0.67173,0.48101,0.27976
annotator,ahvk_f0_s0,ahvk,im0291,Q3,6036,0.08764,0.68697,0.2225,0.10055,0.87165,0.61896,0.13984,0.86694,0.57616,0.12541
annotator,ahvk_f0_s0,ahvk,im0291,Q4_clearest,3979,0.00251,0.93747,0.31841,0.02494,0.92993,0.38364,0.0276,0.92703,0.37428,0.02545
annotator,ahvk_f0_s0,ahvk,im0319,Q1_dimmest,10024,0.72676,0.33539,0.07296,0.13025,0.33592,0.26292,0.4233,0.34924,0.22969,0.36458
annotator,ahvk_f0_s0,ahvk,im0319,Q2,9867,0.40022,0.48439,0.15296,0.13911,0.64226,0.48775,0.31358,0.64189,0.42237,0.26838
annotator,ahvk_f0_s0,ahvk,im0319,Q3,6553,0.14894,0.76629,0.23646,0.07357,0.83077,0.4236,0.10801,0.82066,0.36924,0.0926
annotator,ahvk_f0_s0,ahvk,im0319,Q4_clearest,2090,0.01531,0.89012,0.09493,0.01334,0.90176,0.07536,0.01179,0.84584,0.07124,0.01067
annotator,ahvk_f0_s0,ahvk,im0324,Q1_dimmest,16445,0.70721,0.36372,0.04639,0.08933,0.36913,0.20215,0.31469,0.38193,0.18352,0.27994
annotator,ahvk_f0_s0,ahvk,im0324,Q2,14329,0.46563,0.40632,0.09342,0.10995,0.54902,0.41982,0.36572,0.56327,0.38173,0.32533
annotator,ahvk_f0_s0,ahvk,im0324,Q3,10272,0.21739,0.59054,0.15991,0.094,0.74514,0.4635,0.20201,0.73662,0.40573,0.17154
annotator,ahvk_f0_s0,ahvk,im0324,Q4_clearest,4535,0.03462,0.78951,0.17001,0.03544,0.86221,0.34853,0.06927,0.85337,0.31344,0.05999
annotator,ahvk_f0_s1,ahvk,im0162,Q1_dimmest,8081,0.89147,0.17512,0.03162,0.18351,0.26976,0.26243,0.53083,0.29758,0.24758,0.4743
annotator,ahvk_f0_s1,ahvk,im0162,Q2,11449,0.68836,0.27828,0.08871,0.18703,0.54906,0.53049,0.44689,0.57201,0.49701,0.39928
annotator,ahvk_f0_s1,ahvk,im0162,Q3,12944,0.33915,0.5531,0.1903,0.15018,0.79418,0.6238,0.2386,0.79126,0.57563,0.21336
annotator,ahvk_f0_s1,ahvk,im0162,Q4_clearest,17112,0.05932,0.86482,0.27604,0.05016,0.91003,0.49015,0.06336,0.90154,0.43517,0.05488
annotator,ahvk_f0_s1,ahvk,im0163,Q1_dimmest,5186,0.85885,0.22188,0.05764,0.21688,0.42071,0.33081,0.42289,0.44701,0.30247,0.36144
annotator,ahvk_f0_s1,ahvk,im0163,Q2,9046,0.74652,0.38404,0.13122,0.19484,0.62722,0.52775,0.37047,0.6403,0.476,0.31728
annotator,ahvk_f0_s1,ahvk,im0163,Q3,12344,0.42158,0.6846,0.24567,0.13065,0.81855,0.51971,0.15593,0.81017,0.44864,0.12808
annotator,ahvk_f0_s1,ahvk,im0163,Q4_clearest,23265,0.06082,0.91194,0.24534,0.02696,0.91848,0.30961,0.02939,0.90045,0.24247,0.02249
annotator,ahvk_f0_s1,ahvk,im0235,Q1_dimmest,13323,0.81506,0.17774,0.04273,0.19414,0.29069,0.21269,0.41292,0.32316,0.19169,0.33904
annotator,ahvk_f0_s1,ahvk,im0235,Q2,13930,0.58227,0.34001,0.09639,0.17177,0.55514,0.4139,0.34354,0.57702,0.37016,0.28763
annotator,ahvk_f0_s1,ahvk,im0235,Q3,14288,0.29171,0.57697,0.17314,0.13627,0.77767,0.51121,0.19227,0.78227,0.44809,0.15471
annotator,ahvk_f0_s1,ahvk,im0235,Q4_clearest,19285,0.05476,0.88831,0.26521,0.0411,0.91877,0.4561,0.05053,0.9117,0.39371,0.0404
annotator,ahvk_f0_s1,ahvk,im0236,Q1_dimmest,12278,0.78319,0.23925,0.05216,0.1746,0.30567,0.21503,0.39944,0.33568,0.18755,0.32879
annotator,ahvk_f0_s1,ahvk,im0236,Q2,12694,0.53387,0.36488,0.11773,0.18417,0.57451,0.42507,0.33616,0.59628,0.37168,0.27575
annotator,ahvk_f0_s1,ahvk,im0236,Q3,15124,0.23969,0.61861,0.18594,0.11677,0.80714,0.53644,0.1783,0.81006,0.47324,0.14652
annotator,ahvk_f0_s1,ahvk,im0236,Q4_clearest,17583,0.04311,0.88795,0.23876,0.04004,0.91554,0.46924,0.0512,0.91141,0.40385,0.04192
annotator,ahvk_f0_s1,ahvk,im0239,Q1_dimmest,10232,0.75352,0.3177,0.0267,0.11081,0.32743,0.17125,0.37947,0.3457,0.1582,0.33704
annotator,ahvk_f0_s1,ahvk,im0239,Q2,13453,0.5482,0.27761,0.05691,0.15026,0.44263,0.38238,0.45001,0.4702,0.35695,0.40098
annotator,ahvk_f0_s1,ahvk,im0239,Q3,17219,0.24299,0.45662,0.13665,0.13661,0.71371,0.55505,0.29325,0.71628,0.50541,0.26212
annotator,ahvk_f0_s1,ahvk,im0239,Q4_clearest,13841,0.04183,0.78456,0.20489,0.05801,0.85999,0.46307,0.09905,0.84244,0.41518,0.08691
annotator,ahvk_f0_s1,ahvk,im0240,Q1_dimmest,25455,0.65842,0.31426,0.03154,0.1,0.35662,0.1767,0.35802,0.37082,0.16251,0.32323
annotator,ahvk_f0_s1,ahvk,im0240,Q2,20238,0.37084,0.32797,0.08884,0.15506,0.5363,0.4369,0.3895,0.55258,0.40223,0.3503
annotator,ahvk_f0_s1,ahvk,im0240,Q3,13823,0.11777,0.66052,0.20346,0.10825,0.81468,0.5107,0.15729,0.81141,0.46464,0.14237
annotator,ahvk_f0_s1,ahvk,im0240,Q4_clearest,7375,0.00841,0.8771,0.15826,0.01994,0.87802,0.18546,0.01594,0.8605,0.17089,0.01409
annotator,ahvk_f0_s1,ahvk,im0255,Q1_dimmest,12113,0.83035,0.24557,0.03711,0.13484,0.28342,0.24329,0.49332,0.30397,0.22234,0.43716
annotator,ahvk_f0_s1,ahvk,im0255,Q2,14210,0.55876,0.31157,0.10095,0.18525,0.49573,0.47844,0.47595,0.51739,0.43219,0.41737
annotator,ahvk_f0_s1,ahvk,im0255,Q3,14708,0.20118,0.56609,0.18587,0.14342,0.78039,0.58236,0.2357,0.77173,0.52086,0.2083
annotator,ahvk_f0_s1,ahvk,im0255,Q4_clearest,16385,0.02673,0.91207,0.28865,0.03869,0.94182,0.47651,0.04354,0.92766,0.41507,0.03819
annotator,ahvk_f0_s1,ahvk,im0291,Q1_dimmest,10378,0.64733,0.29319,0.06097,0.12321,0.31213,0.21563,0.38852,0.32476,0.19082,0.34051
annotator,ahvk_f0_s1,ahvk,im0291,Q2,8228,0.29375,0.42851,0.12824,0.13872,0.62483,0.47966,0.30467,0.63509,0.42627,0.26265
annotator,ahvk_f0_s1,ahvk,im0291,Q3,6036,0.08764,0.69833,0.22696,0.0938,0.87137,0.64293,0.15114,0.86676,0.58871,0.13146
annotator,ahvk_f0_s1,ahvk,im0291,Q4_clearest,3979,0.00251,0.95742,0.25193,0.02147,0.94324,0.36774,0.04613,0.90985,0.33969,0.04253
annotator,ahvk_f0_s1,ahvk,im0319,Q1_dimmest,10024,0.72676,0.3392,0.07017,0.11103,0.33085,0.19706,0.34214,0.34046,0.1685,0.29527
annotator,ahvk_f0_s1,ahvk,im0319,Q2,9867,0.40022,0.49368,0.15012,0.13036,0.57985,0.39653,0.29969,0.5766,0.32571,0.25143
annotator,ahvk_f0_s1,ahvk,im0319,Q3,6553,0.14894,0.76696,0.21979,0.06951,0.78942,0.3728,0.12148,0.76828,0.29787,0.09959
annotator,ahvk_f0_s1,ahvk,im0319,Q4_clearest,2090,0.01531,0.885,0.04762,0.00602,0.89728,0.0571,0.0072,0.84869,0.04567,0.00575
annotator,ahvk_f0_s1,ahvk,im0324,Q1_dimmest,16445,0.70721,0.3875,0.04279,0.07639,0.40206,0.12969,0.21892,0.41063,0.1161,0.19079
annotator,ahvk_f0_s1,ahvk,im0324,Q2,14329,0.46563,0.40313,0.08177,0.10354,0.48303,0.31602,0.33055,0.4943,0.27897,0.28844
annotator,ahvk_f0_s1,ahvk,im0324,Q3,10272,0.21739,0.58928,0.15695,0.09985,0.70463,0.4042,0.20659,0.70594,0.34232,0.16949
annotator,ahvk_f0_s1,ahvk,im0324,Q4_clearest,4535,0.03462,0.82004,0.19908,0.0393,0.84786,0.34826,0.07757,0.83017,0.28533,0.06198
annotator,ahvk_f1_s0,ahvk,im0001,Q1_dimmest,11037,0.61131,0.34192,0.1078,0.16989,0.48232,0.35654,0.35275,0.49829,0.3095,0.2964
annotator,ahvk_f1_s0,ahvk,im0001,Q2,14223,0.41046,0.56822,0.1926,0.13662,0.71715,0.47659,0.22979,0.71379,0.42766,0.20267
annotator,ahvk_f1_s0,ahvk,im0001,Q3,13100,0.18954,0.77406,0.21429,0.05774,0.84464,0.33775,0.05749,0.83319,0.31578,0.05235
annotator,ahvk_f1_s0,ahvk,im0001,Q4_clearest,5805,0.0503,0.88336,0.12947,0.01239,0.90731,0.13704,0.01122,0.88399,0.12562,0.01055
annotator,ahvk_f1_s0,ahvk,im0002,Q1_dimmest,11892,0.72208,0.40352,0.12207,0.12534,0.54125,0.36724,0.29487,0.54441,0.32007,0.26268
annotator,ahvk_f1_s0,ahvk,im0002,Q2,9635,0.39938,0.66724,0.18319,0.08535,0.78371,0.34645,0.1083,0.7736,0.31085,0.09862
annotator,ahvk_f1_s0,ahvk,im0002,Q3,7577,0.21288,0.79206,0.15296,0.03401,0.86158,0.21505,0.02962,0.8527,0.19287,0.02584
annotator,ahvk_f1_s0,ahvk,im0002,Q4_clearest,4013,0.11612,0.85766,0.10875,0.00944,0.8729,0.14649,0.0133,0.8482,0.11645,0.01155
annotator,ahvk_f1_s0,ahvk,im0003,Q1_dimmest,5546,0.82726,0.30471,0.07993,0.12005,0.42859,0.29374,0.35017,0.44555,0.26864,0.32096
annotator,ahvk_f1_s0,ahvk,im0003,Q2,6828,0.65861,0.52458,0.14327,0.08664,0.71136,0.34447,0.14562,0.70495,0.31285,0.1345
annotator,ahvk_f1_s0,ahvk,im0003,Q3,9422,0.45426,0.7468,0.1376,0.03586,0.83175,0.20931,0.03908,0.82394,0.18996,0.03536
annotator,ahvk_f1_s0,ahvk,im0003,Q4_clearest,10750,0.18372,0.85196,0.05928,0.00655,0.87317,0.08557,0.00552,0.86124,0.07855,0.00498
annotator,ahvk_f1_s0,ahvk,im0004,Q1_dimmest,24672,0.64733,0.31006,0.08054,0.15002,0.42473,0.33004,0.40043,0.43384,0.29932,0.36369
annotator,ahvk_f1_s0,ahvk,im0004,Q2,12291,0.30551,0.57259,0.15887,0.10746,0.73491,0.40297,0.15909,0.7217,0.36476,0.14565
annotator,ahvk_f1_s0,ahvk,im0004,Q3,3923,0.10553,0.7997,0.1045,0.02748,0.80964,0.14948,0.02515,0.80528,0.14108,0.02351
annotator,ahvk_f1_s0,ahvk,im0004,Q4_clearest,190,0.07895,0.81638,0.06802,0.00295,0.83124,0.05661,0.00154,0.82438,0.02032,0.00141
annotator,ahvk_f1_s0,ahvk,im0005,Q1_dimmest,10820,0.81885,0.24756,0.08299,0.1957,0.39709,0.34062,0.43942,0.41834,0.30171,0.37069
annotator,ahvk_f1_s0,ahvk,im0005,Q2,11538,0.54481,0.44898,0.16684,0.18418,0.65273,0.47884,0.2988,0.65034,0.42923,0.26165
annotator,ahvk_f1_s0,ahvk,im0005,Q3,12507,0.29879,0.65437,0.20771,0.11846,0.76217,0.38239,0.13255,0.74409,0.34042,0.11837
annotator,ahvk_f1_s0,ahvk,im0005,Q4_clearest,16858,0.10802,0.73775,0.12601,0.03242,0.7786,0.16835,0.0248,0.74604,0.14807,0.02232
annotator,ahvk_f1_s0,ahvk,im0044,Q1_dimmest,10572,0.87476,0.20291,0.0567,0.19366,0.27991,0.24676,0.48488,0.30218,0.22023,0.41811
annotator,ahvk_f1_s0,ahvk,im0044,Q2,11459,0.63732,0.38417,0.15026,0.19032,0.59968,0.45046,0.32941,0.60425,0.40588,0.29491
annotator,ahvk_f1_s0,ahvk,im0044,Q3,14003,0.29108,0.69079,0.22141,0.08786,0.82423,0.41175,0.10088,0.81461,0.36764,0.09006
annotator,ahvk_f1_s0,ahvk,im0044,Q4_clearest,13856,0.09209,0.82153,0.16338,0.02784,0.87275,0.26679,0.02363,0.86216,0.2361,0.01968
annotator,ahvk_f1_s0,ahvk,im0077,Q1_dimmest,7126,0.88633,0.2524,0.07727,0.183,0.42985,0.33673,0.41305,0.461,0.30372,0.35767
annotator,ahvk_f1_s0,ahvk,im0077,Q2,10714,0.77739,0.41097,0.15652,0.18815,0.67601,0.48596,0.27156,0.68094,0.44547,0.24401
annotator,ahvk_f1_s0,ahvk,im0077,Q3,14332,0.42862,0.71305,0.23471,0.09782,0.85155,0.46766,0.09541,0.84572,0.43211,0.08718
