run,trained_on,image,band,n_structures,median_length,contested_frac,crossed_frac,auroc,hesitation_contested,hesitation_agreed,prob_contested,prob_agreed
soft_f1_s0,soft,im0077,Q2,100,15.0,0.79,0.0,0.88909,0.44623,0.14665,0.67588,0.92667
soft_f1_s0,soft,im0077,Q3,91,21.0,0.43956,0.0,0.92451,0.44489,0.06152,0.75902,0.96924
soft_f1_s0,soft,im0077,Q4_clearest,181,23.0,0.0221,0.0,0.94068,0.16772,0.01185,0.79933,0.99407
soft_f1_s0,soft,im0081,Q1_dimmest,41,5.0,0.90244,0.0,0.73649,0.59634,0.35825,0.47796,0.82087
soft_f1_s0,soft,im0081,Q2,124,10.0,0.79839,0.0,0.85657,0.54829,0.20098,0.57781,0.89951
soft_f1_s0,soft,im0081,Q3,140,16.5,0.32143,0.0,0.92094,0.52311,0.09988,0.61565,0.9425
soft_f1_s0,soft,im0081,Q4_clearest,146,19.5,0.0137,0.0,1.0,0.4577,0.00531,0.77115,0.99734
soft_f1_s0,soft,im0082,Q1_dimmest,54,7.0,0.7037,0.0,0.72039,0.65708,0.44802,0.53431,0.71948
soft_f1_s0,soft,im0082,Q2,105,13.0,0.66667,0.0,0.88286,0.61429,0.2256,0.60222,0.86816
soft_f1_s0,soft,im0082,Q3,93,18.0,0.17204,0.0,0.93101,0.50442,0.08796,0.64247,0.95411
soft_f1_s0,soft,im0082,Q4_clearest,165,22.0,0.02424,0.0,0.99068,0.34835,0.01076,0.81168,0.99462
soft_f1_s0,soft,im0139,Q1_dimmest,70,11.0,0.55714,0.0,0.84615,0.62531,0.28716,0.56902,0.81932
soft_f1_s0,soft,im0139,Q2,131,16.0,0.49618,0.0,0.81422,0.46604,0.16929,0.64649,0.90404
soft_f1_s0,soft,im0139,Q3,121,13.0,0.26446,0.0,0.90801,0.43642,0.04456,0.70567,0.97772
soft_f1_s0,soft,im0139,Q4_clearest,95,20.0,0.05263,0.0,0.92889,0.19328,0.00631,0.82579,0.99684
ah_f0_s1,ah,im0162,Q1_dimmest,15,7.0,0.4,0.0,0.40741,0.47037,0.58606,0.74278,0.58352
ah_f0_s1,ah,im0162,Q2,78,9.0,0.28205,0.0,0.7987,0.65345,0.3653,0.57691,0.78115
ah_f0_s1,ah,im0162,Q3,118,19.0,0.14407,0.0,0.82702,0.55984,0.21707,0.63765,0.88083
ah_f0_s1,ah,im0162,Q4_clearest,139,24.0,0.01439,0.0,0.87226,0.18093,0.06427,0.90954,0.96718
ah_f0_s1,ah,im0163,Q1_dimmest,13,5.0,0.46154,0.0,0.71429,0.48497,0.30228,0.49635,0.73454
ah_f0_s1,ah,im0163,Q2,44,15.0,0.56818,0.0,0.61053,0.42116,0.30187,0.74606,0.82291
ah_f0_s1,ah,im0163,Q3,48,40.0,0.08333,0.0,0.73295,0.2164,0.13466,0.8918,0.92546
ah_f0_s1,ah,im0163,Q4_clearest,98,34.0,0.0102,0.0,0.81443,0.01518,0.02238,0.99241,0.98881
ah_f0_s1,ah,im0235,Q1_dimmest,25,9.0,0.44,0.0,0.77922,0.57025,0.31147,0.66658,0.81001
ah_f0_s1,ah,im0235,Q2,58,8.0,0.31034,0.0,0.7875,0.61759,0.3249,0.62409,0.782
ah_f0_s1,ah,im0235,Q3,72,29.0,0.11111,0.0,0.8418,0.36079,0.12234,0.66489,0.92798
ah_f0_s1,ah,im0235,Q4_clearest,110,15.0,0.00909,0.0,1.0,0.86706,0.04763,0.43353,0.97619
ah_f0_s1,ah,im0236,Q1_dimmest,23,5.0,0.56522,0.0,0.55385,0.46502,0.41107,0.65906,0.71854
ah_f0_s1,ah,im0236,Q2,47,10.0,0.29787,0.0,0.80952,0.60715,0.28977,0.60718,0.80775
ah_f0_s1,ah,im0236,Q3,67,33.0,0.08955,0.0,0.90437,0.42523,0.10487,0.77695,0.94654
ah_f0_s1,ah,im0236,Q4_clearest,112,21.0,0.0,0.0,nan,nan,0.02918,nan,0.98395
ah_f0_s1,ah,im0239,Q1_dimmest,19,5.0,0.31579,0.0,0.5,0.66993,0.61347,0.52596,0.60248
ah_f0_s1,ah,im0239,Q2,50,5.5,0.14,0.0,0.68106,0.57136,0.42626,0.46445,0.70012
ah_f0_s1,ah,im0239,Q3,107,13.0,0.09346,0.0,0.83299,0.68144,0.27728,0.57047,0.818
ah_f0_s1,ah,im0239,Q4_clearest,109,17.0,0.0,0.0,nan,nan,0.07104,nan,0.95717
ah_f0_s1,ah,im0240,Q1_dimmest,39,6.0,0.25641,0.0,0.68276,0.51575,0.33054,0.56865,0.7952
ah_f0_s1,ah,im0240,Q2,89,12.0,0.17978,0.0,0.79452,0.47535,0.24334,0.58084,0.86146
ah_f0_s1,ah,im0240,Q3,64,31.5,0.03125,0.0,0.96774,0.67011,0.06976,0.464,0.96133
ah_f0_s1,ah,im0240,Q4_clearest,25,32.0,0.0,0.0,nan,nan,0.00771,nan,0.99614
ah_f0_s1,ah,im0255,Q1_dimmest,18,3.0,0.72222,0.0,0.43077,0.51179,0.60901,0.60665,0.51865
ah_f0_s1,ah,im0255,Q2,100,9.0,0.32,0.0,0.67555,0.52132,0.36581,0.64372,0.7581
ah_f0_s1,ah,im0255,Q3,116,20.0,0.06034,0.0,0.93447,0.59368,0.14162,0.67897,0.9158
ah_f0_s1,ah,im0255,Q4_clearest,142,22.5,0.0,0.0,nan,nan,0.02564,nan,0.98718
ah_f0_s1,ah,im0291,Q1_dimmest,15,3.0,0.26667,0.0,0.56818,0.42399,0.37243,0.788,0.75068
ah_f0_s1,ah,im0291,Q2,40,12.0,0.05,0.0,0.80263,0.58427,0.29574,0.70786,0.78135
ah_f0_s1,ah,im0291,Q3,15,18.0,0.06667,0.0,0.78571,0.77771,0.22298,0.38885,0.86823
ah_f0_s1,ah,im0291,Q4_clearest,16,22.5,0.0,0.0,nan,nan,0.17,nan,0.915
ah_f0_s1,ah,im0319,Q1_dimmest,22,9.0,0.40909,0.0,0.5812,0.42316,0.37284,0.7447,0.71919
ah_f0_s1,ah,im0319,Q2,60,12.0,0.1,0.0,0.70062,0.48836,0.24863,0.75582,0.8165
ah_f0_s1,ah,im0319,Q3,23,23.0,0.08696,0.0,0.64286,0.18812,0.18636,0.90594,0.88208
ah_f0_s1,ah,im0319,Q4_clearest,5,113.0,0.0,0.0,nan,nan,0.0049,nan,0.99755
ah_f0_s1,ah,im0324,Q1_dimmest,16,8.5,0.6875,0.0,0.78182,0.43553,0.1441,0.75758,0.92795
ah_f0_s1,ah,im0324,Q2,40,14.0,0.35,0.0,0.83242,0.48509,0.20102,0.61538,0.84057
ah_f0_s1,ah,im0324,Q3,38,40.0,0.15789,0.0,0.85938,0.48417,0.16843,0.58244,0.90207
ah_f0_s1,ah,im0324,Q4_clearest,9,31.0,0.0,0.0,nan,nan,0.10841,nan,0.9458
vk_f0_s1,vk,im0162,Q1_dimmest,35,8.0,0.8,0.0,0.63265,0.52659,0.3803,0.6476,0.68311
vk_f0_s1,vk,im0162,Q2,125,16.0,0.6,0.0,0.7472,0.39774,0.18041,0.76391,0.89162
vk_f0_s1,vk,im0162,Q3,129,24.0,0.23256,0.0,0.87104,0.33706,0.08989,0.80464,0.95506
vk_f0_s1,vk,im0162,Q4_clearest,207,15.0,0.01932,0.0,0.70443,0.17985,0.04217,0.91008,0.97607
vk_f0_s1,vk,im0163,Q1_dimmest,19,4.0,0.89474,0.0,1.0,0.53342,0.00787,0.66071,0.99606
vk_f0_s1,vk,im0163,Q2,74,19.0,0.75676,0.0,0.80258,0.35214,0.10988,0.79845,0.94506
vk_f0_s1,vk,im0163,Q3,55,34.0,0.10909,0.0,0.76871,0.35879,0.05283,0.73403,0.97359
vk_f0_s1,vk,im0163,Q4_clearest,153,17.0,0.01307,0.0,0.99007,0.38627,0.01393,0.80687,0.99303
vk_f0_s1,vk,im0235,Q1_dimmest,66,5.5,0.69697,0.0,0.76196,0.53648,0.29819,0.63715,0.77896
vk_f0_s1,vk,im0235,Q2,83,17.0,0.45783,0.0,0.73099,0.41011,0.21499,0.77464,0.84004
vk_f0_s1,vk,im0235,Q3,70,36.5,0.12857,0.0,0.91075,0.3004,0.03753,0.8302,0.98124
vk_f0_s1,vk,im0235,Q4_clearest,148,14.0,0.0,0.0,nan,nan,0.04091,nan,0.97834
vk_f0_s1,vk,im0236,Q1_dimmest,61,7.0,0.67213,0.0,0.82073,0.51325,0.23519,0.6007,0.88241
vk_f0_s1,vk,im0236,Q2,84,16.0,0.4881,0.0,0.76858,0.47671,0.2285,0.69064,0.8008
vk_f0_s1,vk,im0236,Q3,71,26.0,0.09859,0.0,0.77902,0.28662,0.10182,0.85669,0.93371
vk_f0_s1,vk,im0236,Q4_clearest,148,16.5,0.00676,0.0,0.93197,0.0594,0.03008,0.9703,0.98089
vk_f0_s1,vk,im0239,Q1_dimmest,31,6.0,0.6129,0.0,0.76754,0.59365,0.32228,0.60266,0.83275
vk_f0_s1,vk,im0239,Q2,92,13.0,0.5,0.0,0.76512,0.4975,0.25918,0.66804,0.86234
vk_f0_s1,vk,im0239,Q3,103,25.0,0.25243,0.0,0.87812,0.3423,0.06641,0.77795,0.9668
vk_f0_s1,vk,im0239,Q4_clearest,121,19.0,0.00826,0.0,0.675,0.01098,0.03373,0.99451,0.97179
vk_f0_s1,vk,im0240,Q1_dimmest,74,7.5,0.55405,0.0,0.71545,0.52125,0.30138,0.64379,0.81432
vk_f0_s1,vk,im0240,Q2,97,26.0,0.42268,0.0,0.83885,0.40566,0.12984,0.72928,0.91497
vk_f0_s1,vk,im0240,Q3,70,31.0,0.02857,0.0,0.93382,0.10715,0.02063,0.94643,0.98969
vk_f0_s1,vk,im0240,Q4_clearest,41,25.0,0.0,0.0,nan,nan,0.00066,nan,0.99967
vk_f0_s1,vk,im0255,Q1_dimmest,70,6.0,0.74286,0.0,0.65171,0.51254,0.36226,0.61949,0.74221
vk_f0_s1,vk,im0255,Q2,138,19.0,0.49275,0.0,0.81345,0.43067,0.17863,0.74815,0.90433
vk_f0_s1,vk,im0255,Q3,130,20.5,0.09231,0.0,0.86158,0.30023,0.08036,0.8106,0.95814
vk_f0_s1,vk,im0255,Q4_clearest,199,16.0,0.01005,0.0,0.9264,0.29023,0.02164,0.85488,0.9871
vk_f0_s1,vk,im0291,Q1_dimmest,31,12.0,0.48387,0.0,0.87083,0.60344,0.24195,0.58886,0.86481
vk_f0_s1,vk,im0291,Q2,37,36.0,0.21622,0.0,0.71983,0.26978,0.1396,0.75175,0.89499
vk_f0_s1,vk,im0291,Q3,28,22.5,0.03571,0.0,0.96296,0.40972,0.10501,0.20486,0.93501
vk_f0_s1,vk,im0291,Q4_clearest,16,18.5,0.0,0.0,nan,nan,0.0161,nan,0.99195
vk_f0_s1,vk,im0319,Q1_dimmest,32,8.5,0.625,0.0,0.55833,0.44815,0.39237,0.68492,0.77075
vk_f0_s1,vk,im0319,Q2,48,27.5,0.16667,0.0,0.74062,0.34619,0.15566,0.73618,0.88557
vk_f0_s1,vk,im0319,Q3,20,51.5,0.15,0.0,0.90196,0.079,0.02874,0.9605,0.98563
vk_f0_s1,vk,im0319,Q4_clearest,10,57.0,0.0,0.0,nan,nan,0.00504,nan,0.99748
vk_f0_s1,vk,im0324,Q1_dimmest,46,5.0,0.6087,0.0,0.49603,0.52661,0.53899,0.62124,0.61908
vk_f0_s1,vk,im0324,Q2,71,14.0,0.53521,0.0,0.57496,0.44766,0.38775,0.6702,0.76243
vk_f0_s1,vk,im0324,Q3,50,21.5,0.16,0.0,0.7619,0.31185,0.1608,0.75389,0.90143
vk_f0_s1,vk,im0324,Q4_clearest,17,11.0,0.0,0.0,nan,nan,0.23896,nan,0.87161
soft_f0_s1,soft,im0162,Q1_dimmest,35,5.0,0.82857,0.0,0.83908,0.65922,0.3317,0.48986,0.83415
soft_f0_s1,soft,im0162,Q2,128,14.0,0.54688,0.0,0.78202,0.56723,0.31191,0.61316,0.80154
soft_f0_s1,soft,im0162,Q3,122,23.0,0.22951,0.0,0.88792,0.4545,0.12286,0.66279,0.93432
soft_f0_s1,soft,im0162,Q4_clearest,183,17.0,0.02732,0.0,0.90787,0.43454,0.03054,0.78273,0.98473
soft_f0_s1,soft,im0163,Q1_dimmest,14,7.5,0.64286,0.0,0.84444,0.54545,0.25669,0.57678,0.87165
soft_f0_s1,soft,im0163,Q2,68,18.0,0.73529,0.0,0.77,0.4768,0.26081,0.69177,0.83438
soft_f0_s1,soft,im0163,Q3,57,37.0,0.12281,0.0,0.77429,0.34599,0.09754,0.827,0.9505
soft_f0_s1,soft,im0163,Q4_clearest,138,19.0,0.01449,0.0,0.91176,0.11915,0.03465,0.94042,0.97906
soft_f0_s1,soft,im0235,Q1_dimmest,56,8.5,0.67857,0.0,0.69591,0.64326,0.47956,0.51531,0.66642
soft_f0_s1,soft,im0235,Q2,82,11.0,0.53659,0.0,0.71112,0.51372,0.32146,0.59163,0.83189
soft_f0_s1,soft,im0235,Q3,69,28.0,0.14493,0.0,0.89322,0.42727,0.11582,0.67704,0.93701
soft_f0_s1,soft,im0235,Q4_clearest,135,17.0,0.0,0.0,nan,nan,0.0561,nan,0.96782
soft_f0_s1,soft,im0236,Q1_dimmest,57,7.0,0.70175,0.0,0.70294,0.6182,0.42967,0.51817,0.72537
soft_f0_s1,soft,im0236,Q2,77,11.0,0.54545,0.0,0.87551,0.57359,0.2337,0.54086,0.87632
soft_f0_s1,soft,im0236,Q3,80,25.0,0.125,0.0,0.90429,0.60899,0.17442,0.5102,0.90262
soft_f0_s1,soft,im0236,Q4_clearest,146,17.0,0.0137,0.0,1.0,0.69238,0.02217,0.65381,0.98891
soft_f0_s1,soft,im0239,Q1_dimmest,35,5.0,0.51429,0.0,0.70915,0.66278,0.4437,0.44548,0.692
soft_f0_s1,soft,im0239,Q2,87,11.0,0.45977,0.0,0.72074,0.58812,0.38476,0.54159,0.72598
soft_f0_s1,soft,im0239,Q3,98,24.0,0.16327,0.0,0.91921,0.56427,0.17287,0.53495,0.88911
soft_f0_s1,soft,im0239,Q4_clearest,113,22.0,0.00885,0.0,0.98214,0.42951,0.04796,0.21475,0.97546
soft_f0_s1,soft,im0240,Q1_dimmest,86,7.5,0.52326,0.0,0.69268,0.61198,0.42257,0.55066,0.71892
soft_f0_s1,soft,im0240,Q2,115,16.0,0.35652,0.0,0.81905,0.61041,0.2974,0.58113,0.82946
soft_f0_s1,soft,im0240,Q3,71,32.0,0.02817,0.0,0.97826,0.57194,0.04899,0.55392,0.97195
soft_f0_s1,soft,im0240,Q4_clearest,39,29.0,0.0,0.0,nan,nan,0.00495,nan,0.99753
soft_f0_s1,soft,im0255,Q1_dimmest,64,8.5,0.6875,0.0,0.81932,0.71563,0.4492,0.49084,0.72495
soft_f0_s1,soft,im0255,Q2,151,16.0,0.49669,0.0,0.83702,0.56625,0.26297,0.59906,0.85359
soft_f0_s1,soft,im0255,Q3,116,25.0,0.08621,0.0,0.93396,0.39736,0.08152,0.69915,0.95924
soft_f0_s1,soft,im0255,Q4_clearest,168,18.5,0.0,0.0,nan,nan,0.01748,nan,0.99126
soft_f0_s1,soft,im0291,Q1_dimmest,34,12.5,0.35294,0.0,0.73485,0.62297,0.41702,0.55167,0.73407
soft_f0_s1,soft,im0291,Q2,32,44.5,0.15625,0.0,0.85926,0.63331,0.26868,0.57448,0.86566
soft_f0_s1,soft,im0291,Q3,24,21.5,0.08333,0.0,0.86364,0.5029,0.06271,0.69818,0.96865
soft_f0_s1,soft,im0291,Q4_clearest,21,16.0,0.0,0.0,nan,nan,0.02269,nan,0.98866
soft_f0_s1,soft,im0319,Q1_dimmest,34,9.0,0.64706,0.0,0.43939,0.49625,0.58247,0.5623,0.62405
soft_f0_s1,soft,im0319,Q2,57,20.0,0.19298,0.0,0.82016,0.57309,0.27848,0.5185,0.84459
soft_f0_s1,soft,im0319,Q3,22,42.5,0.18182,0.0,0.88889,0.36747,0.1251,0.66822,0.90737
soft_f0_s1,soft,im0319,Q4_clearest,6,95.0,0.0,0.0,nan,nan,0.00909,nan,0.99545
soft_f0_s1,soft,im0324,Q1_dimmest,43,4.0,0.65116,0.0,0.55,0.58008,0.52742,0.47565,0.57484
soft_f0_s1,soft,im0324,Q2,86,10.5,0.43023,0.0,0.66409,0.57145,0.41226,0.532,0.72639
soft_f0_s1,soft,im0324,Q3,71,12.0,0.15493,0.0,0.79697,0.46017,0.21701,0.7213,0.84787
soft_f0_s1,soft,im0324,Q4_clearest,15,20.0,0.0,0.0,nan,nan,0.07692,nan,0.96154
ah_f1_s1,ah,im0001,Q1_dimmest,44,6.0,0.25,0.0,0.5427,0.42154,0.37893,0.72961,0.78291
ah_f1_s1,ah,im0001,Q2,108,10.0,0.28704,0.0,0.75241,0.52503,0.2757,0.65693,0.83274
ah_f1_s1,ah,im0001,Q3,87,25.0,0.06897,0.0,0.9465,0.52887,0.0576,0.73387,0.96778
ah_f1_s1,ah,im0001,Q4_clearest,42,18.5,0.04762,0.0,1.0,0.33951,0.0049,0.83024,0.99755
ah_f1_s1,ah,im0002,Q1_dimmest,47,11.0,0.6383,0.0,0.62353,0.36506,0.26853,0.79036,0.81574
ah_f1_s1,ah,im0002,Q2,51,30.0,0.39216,0.0,0.89677,0.38204,0.07885,0.76992,0.96058
ah_f1_s1,ah,im0002,Q3,40,15.5,0.15,0.0,0.95098,0.55699,0.07561,0.57861,0.92934
ah_f1_s1,ah,im0002,Q4_clearest,38,14.0,0.10526,0.0,0.91912,0.17081,0.02947,0.7835,0.9694
ah_f1_s1,ah,im0003,Q1_dimmest,21,6.0,0.47619,0.0,0.77273,0.58867,0.34415,0.69931,0.72671
ah_f1_s1,ah,im0003,Q2,42,11.5,0.66667,0.0,0.74745,0.25759,0.1398,0.85107,0.9301
ah_f1_s1,ah,im0003,Q3,57,16.0,0.47368,0.0,0.76914,0.30411,0.11325,0.8128,0.92567
ah_f1_s1,ah,im0003,Q4_clearest,77,19.0,0.15584,0.0,0.91154,0.02147,0.01426,0.98926,0.98985
ah_f1_s1,ah,im0004,Q1_dimmest,64,9.5,0.45312,0.0,0.69163,0.43297,0.27482,0.70023,0.82762
ah_f1_s1,ah,im0004,Q2,60,29.5,0.26667,0.0,0.78551,0.22027,0.07103,0.84986,0.95496
ah_f1_s1,ah,im0004,Q3,20,45.0,0.05,0.0,0.94737,0.05142,0.00693,0.97429,0.99654
ah_f1_s1,ah,im0005,Q1_dimmest,36,3.0,0.86111,0.0,0.78065,0.49577,0.25058,0.65776,0.79264
ah_f1_s1,ah,im0005,Q2,72,10.0,0.48611,0.0,0.73436,0.39271,0.18676,0.73812,0.87857
ah_f1_s1,ah,im0005,Q3,88,21.5,0.27273,0.0,0.7819,0.22711,0.07468,0.87506,0.96266
ah_f1_s1,ah,im0005,Q4_clearest,132,18.5,0.19697,0.0,0.83781,0.201,0.02062,0.85742,0.98969
ah_f1_s1,ah,im0044,Q1_dimmest,26,2.5,0.57692,0.0,0.66061,0.50901,0.35195,0.56692,0.82403
ah_f1_s1,ah,im0044,Q2,47,9.0,0.51064,0.0,0.68841,0.4889,0.34087,0.58363,0.79806
ah_f1_s1,ah,im0044,Q3,75,25.0,0.17333,0.0,0.94541,0.46631,0.07341,0.62306,0.96281
ah_f1_s1,ah,im0044,Q4_clearest,74,20.5,0.16216,0.0,0.86694,0.26481,0.02498,0.83085,0.98751
ah_f1_s1,ah,im0077,Q1_dimmest,15,2.0,0.6,0.0,0.38889,0.43818,0.5589,0.69207,0.72055
ah_f1_s1,ah,im0077,Q2,68,11.5,0.54412,0.0,0.72799,0.45981,0.23068,0.73215,0.85232
ah_f1_s1,ah,im0077,Q3,71,27.0,0.22535,0.0,0.79773,0.41454,0.15132,0.73775,0.91065
ah_f1_s1,ah,im0077,Q4_clearest,141,28.0,0.02837,0.0,0.95438,0.27513,0.02209,0.86244,0.98694
ah_f1_s1,ah,im0081,Q1_dimmest,17,5.0,0.70588,0.0,0.7,0.51773,0.31288,0.5937,0.77061
ah_f1_s1,ah,im0081,Q2,58,8.0,0.53448,0.0,0.67981,0.49238,0.33784,0.62663,0.83108
ah_f1_s1,ah,im0081,Q3,104,23.0,0.19231,0.0,0.85417,0.43526,0.10815,0.70552,0.93863
ah_f1_s1,ah,im0081,Q4_clearest,117,28.0,0.01709,0.0,0.92174,0.17635,0.02652,0.91183,0.98489
ah_f1_s1,ah,im0082,Q1_dimmest,21,6.0,0.61905,0.0,0.79808,0.5918,0.31991,0.63176,0.81205
ah_f1_s1,ah,im0082,Q2,51,12.0,0.31373,0.0,0.74821,0.50639,0.27661,0.69229,0.8338
ah_f1_s1,ah,im0082,Q3,87,21.0,0.18391,0.0,0.81866,0.43838,0.15535,0.70693,0.91355
ah_f1_s1,ah,im0082,Q4_clearest,121,31.0,0.00826,0.0,0.99167,0.73108,0.02409,0.63446,0.98693
ah_f1_s1,ah,im0139,Q1_dimmest,60,3.0,0.53333,0.0,0.65737,0.56523,0.42796,0.50895,0.75915
ah_f1_s1,ah,im0139,Q2,98,15.0,0.36735,0.0,0.76927,0.35899,0.17184,0.72925,0.89853
ah_f1_s1,ah,im0139,Q3,97,17.0,0.15464,0.0,0.90732,0.35925,0.03685,0.74794,0.96909
ah_f1_s1,ah,im0139,Q4_clearest,81,20.0,0.07407,0.0,0.98667,0.39661,0.00426,0.70343,0.99787
vk_f1_s1,vk,im0001,Q1_dimmest,65,12.0,0.56923,0.0,0.69788,0.36862,0.19801,0.7365,0.8613
vk_f1_s1,vk,im0001,Q2,104,20.0,0.30769,0.0,0.6862,0.29217,0.14651,0.82856,0.91065
vk_f1_s1,vk,im0001,Q3,118,19.0,0.14407,0.0,0.88468,0.13821,0.02756,0.91109,0.98622
vk_f1_s1,vk,im0001,Q4_clearest,60,17.0,0.05,0.0,0.80117,0.13447,0.00556,0.93276,0.99722
vk_f1_s1,vk,im0002,Q1_dimmest,61,17.0,0.68852,0.0,0.68672,0.34047,0.19558,0.79567,0.87558
vk_f1_s1,vk,im0002,Q2,66,25.5,0.36364,0.0,0.87401,0.17988,0.02554,0.893,0.98723
vk_f1_s1,vk,im0002,Q3,58,17.5,0.17241,0.0,0.95208,0.26985,0.00663,0.85797,0.99668
vk_f1_s1,vk,im0002,Q4_clearest,38,19.5,0.07895,0.0,0.8381,0.00976,0.01253,0.99512,0.99373
vk_f1_s1,vk,im0003,Q1_dimmest,38,9.0,0.76316,0.0,0.66667,0.33296,0.23257,0.77947,0.85096
vk_f1_s1,vk,im0003,Q2,53,15.0,0.5283,0.0,0.86143,0.29872,0.06234,0.84699,0.96883
vk_f1_s1,vk,im0003,Q3,71,18.0,0.49296,0.0,0.89683,0.19745,0.02854,0.85901,0.97526
vk_f1_s1,vk,im0003,Q4_clearest,101,15.0,0.07921,0.0,0.90995,0.02461,0.00151,0.9877,0.99924
vk_f1_s1,vk,im0004,Q1_dimmest,79,16.0,0.60759,0.0,0.68481,0.35924,0.2346,0.72815,0.84309
vk_f1_s1,vk,im0004,Q2,61,35.0,0.19672,0.0,0.72619,0.09442,0.03075,0.95279,0.98462
vk_f1_s1,vk,im0004,Q3,28,28.0,0.03571,0.0,0.96296,0.02522,0.00359,0.98739,0.9982
vk_f1_s1,vk,im0005,Q1_dimmest,56,6.5,0.78571,0.0,0.66667,0.33614,0.20857,0.76814,0.87824
vk_f1_s1,vk,im0005,Q2,99,15.0,0.45455,0.0,0.8251,0.26062,0.04776,0.8648,0.97612
vk_f1_s1,vk,im0005,Q3,104,17.0,0.29808,0.0,0.74017,0.08728,0.01901,0.9392,0.99049
vk_f1_s1,vk,im0005,Q4_clearest,158,16.0,0.12658,0.0,0.76413,0.10588,0.00828,0.94706,0.99586
vk_f1_s1,vk,im0044,Q1_dimmest,60,5.5,0.86667,0.0,0.78606,0.48672,0.23955,0.64582,0.86803
vk_f1_s1,vk,im0044,Q2,88,10.5,0.63636,0.0,0.80078,0.38328,0.15356,0.72939,0.92096
vk_f1_s1,vk,im0044,Q3,97,19.0,0.19588,0.0,0.94399,0.33562,0.04217,0.7731,0.97783
vk_f1_s1,vk,im0044,Q4_clearest,104,15.0,0.09615,0.0,0.90213,0.07347,0.03598,0.96327,0.98201
vk_f1_s1,vk,im0077,Q1_dimmest,33,11.0,0.75758,0.0,0.745,0.36529,0.16636,0.79276,0.91682
vk_f1_s1,vk,im0077,Q2,109,16.0,0.81651,0.0,0.8691,0.36293,0.07924,0.76556,0.96038
vk_f1_s1,vk,im0077,Q3,102,17.0,0.38235,0.0,0.9361,0.34524,0.01967,0.78777,0.99017
vk_f1_s1,vk,im0077,Q4_clearest,201,19.0,0.0398,0.0,0.93523,0.06557,0.00619,0.96721,0.99691
vk_f1_s1,vk,im0081,Q1_dimmest,47,9.0,0.93617,0.0,0.66667,0.51877,0.35576,0.63562,0.81816
vk_f1_s1,vk,im0081,Q2,129,14.0,0.78295,0.0,0.88437,0.41468,0.09881,0.72946,0.95059
vk_f1_s1,vk,im0081,Q3,140,17.0,0.27143,0.0,0.91202,0.35406,0.03864,0.75406,0.97457
vk_f1_s1,vk,im0081,Q4_clearest,164,17.5,0.0061,0.0,0.96933,0.04264,0.00949,0.97868,0.99525
vk_f1_s1,vk,im0082,Q1_dimmest,63,9.0,0.7619,0.0,0.78889,0.50729,0.21495,0.65904,0.89252
vk_f1_s1,vk,im0082,Q2,115,15.0,0.65217,0.0,0.80967,0.45315,0.18505,0.71217,0.89215
vk_f1_s1,vk,im0082,Q3,99,19.0,0.19192,0.0,0.90921,0.33284,0.05011,0.72164,0.97323
vk_f1_s1,vk,im0082,Q4_clearest,179,20.0,0.00559,0.0,0.98876,0.10788,0.00447,0.94606,0.99776
vk_f1_s1,vk,im0139,Q1_dimmest,105,11.0,0.62857,0.0,0.80225,0.46471,0.18274,0.67451,0.88873
vk_f1_s1,vk,im0139,Q2,142,15.5,0.5493,0.0,0.82652,0.3139,0.073,0.80268,0.9635
vk_f1_s1,vk,im0139,Q3,130,13.0,0.13846,0.0,0.89335,0.3043,0.02401,0.78462,0.98076
vk_f1_s1,vk,im0139,Q4_clearest,116,16.0,0.02586,0.0,0.9764,0.22027,0.00175,0.88987,0.99912
soft_f1_s1,soft,im0001,Q1_dimmest,70,7.5,0.57143,0.0,0.81833,0.51687,0.23416,0.60469,0.84506
soft_f1_s1,soft,im0001,Q2,113,16.0,0.31858,0.0,0.77128,0.3573,0.16777,0.75513,0.90156
soft_f1_s1,soft,im0001,Q3,110,18.0,0.16364,0.0,0.92512,0.25737,0.02235,0.80737,0.98883
soft_f1_s1,soft,im0001,Q4_clearest,56,15.5,0.0,0.0,nan,nan,0.02193,nan,0.98904
soft_f1_s1,soft,im0002,Q1_dimmest,68,12.5,0.64706,0.0,0.69886,0.46039,0.27536,0.65987,0.84249
soft_f1_s1,soft,im0002,Q2,68,21.0,0.42647,0.0,0.91866,0.40699,0.05672,0.70007,0.97164
soft_f1_s1,soft,im0002,Q3,57,20.0,0.12281,0.0,0.83714,0.23254,0.0114,0.76734,0.9943
soft_f1_s1,soft,im0002,Q4_clearest,42,17.5,0.07143,0.0,0.65812,0.01066,0.0214,0.99467,0.9893
soft_f1_s1,soft,im0003,Q1_dimmest,26,15.5,0.76923,0.0,0.73333,0.43632,0.2541,0.65968,0.84652
soft_f1_s1,soft,im0003,Q2,53,16.0,0.67925,0.0,0.9085,0.35783,0.04468,0.75062,0.97766
soft_f1_s1,soft,im0003,Q3,64,18.0,0.54688,0.0,0.85222,0.17889,0.02532,0.88931,0.98734
soft_f1_s1,soft,im0003,Q4_clearest,107,16.0,0.14953,0.0,0.90247,0.01525,0.00216,0.99237,0.99892
soft_f1_s1,soft,im0004,Q1_dimmest,91,12.0,0.65934,0.0,0.81344,0.49722,0.21556,0.63927,0.85838
