run,config,image,operation,width_fraction,radius_px,dice,cldice,betti0_err,betti1_err,betti1_signed
A_dice_s0,A_dice,20,closing,0.25,1,0.80494,0.84103,30,14,-14
A_dice_s0,A_dice,20,closing,0.5,1,0.80494,0.84103,30,14,-14
A_dice_s0,A_dice,20,closing,0.75,2,0.7972,0.83237,24,9,-9
A_dice_s0,A_dice,20,closing,1.0,3,0.78117,0.81447,18,13,-13
A_dice_s0,A_dice,20,closing,1.5,4,0.76158,0.80204,15,16,-16
A_dice_s0,A_dice,20,closing,2.0,6,0.70995,0.76268,7,17,-17
A_dice_s0,A_dice,20,bridge_only,0.0,0,0.80668,0.8428,34,4,-4
A_dice_s0,A_dice,20,bridge_only,0.25,1,0.80667,0.84327,30,4,-4
A_dice_s0,A_dice,20,bridge_only,0.5,1,0.80667,0.84327,30,4,-4
A_dice_s0,A_dice,20,bridge_only,0.75,2,0.80191,0.83794,26,1,1
A_dice_s0,A_dice,20,bridge_only,1.0,3,0.79377,0.82925,22,0,0
A_dice_s0,A_dice,20,bridge_only,1.5,4,0.785,0.82957,20,0,0
A_dice_s0,A_dice,20,bridge_only,2.0,6,0.7535,0.81205,15,2,2
B_cldice_s0,B_cldice,01,closing,0.0,0,0.82578,0.86818,10,19,-19
B_cldice_s0,B_cldice,01,closing,0.25,1,0.8231,0.86303,8,24,-24
B_cldice_s0,B_cldice,01,closing,0.5,1,0.8231,0.86303,8,24,-24
B_cldice_s0,B_cldice,01,closing,0.75,2,0.8152,0.85292,6,25,-25
B_cldice_s0,B_cldice,01,closing,1.0,3,0.80037,0.83633,6,26,-26
B_cldice_s0,B_cldice,01,closing,1.5,4,0.77562,0.81337,1,28,-28
B_cldice_s0,B_cldice,01,closing,2.0,6,0.72072,0.76938,4,30,-30
B_cldice_s0,B_cldice,01,bridge_only,0.0,0,0.82578,0.86818,10,19,-19
B_cldice_s0,B_cldice,01,bridge_only,0.25,1,0.8256,0.86794,9,18,-18
B_cldice_s0,B_cldice,01,bridge_only,0.5,1,0.8256,0.86794,9,18,-18
B_cldice_s0,B_cldice,01,bridge_only,0.75,2,0.82265,0.8654,9,12,-12
B_cldice_s0,B_cldice,01,bridge_only,1.0,3,0.81538,0.85672,7,14,-14
B_cldice_s0,B_cldice,01,bridge_only,1.5,4,0.80438,0.84823,6,14,-14
B_cldice_s0,B_cldice,01,bridge_only,2.0,6,0.77539,0.83099,6,15,-15
B_cldice_s0,B_cldice,02,closing,0.0,0,0.84849,0.84988,9,14,-14
B_cldice_s0,B_cldice,02,closing,0.25,1,0.84766,0.84953,9,19,-19
B_cldice_s0,B_cldice,02,closing,0.5,1,0.84766,0.84953,9,19,-19
B_cldice_s0,B_cldice,02,closing,0.75,2,0.84048,0.84238,5,17,-17
B_cldice_s0,B_cldice,02,closing,1.0,3,0.82653,0.82807,3,20,-20
B_cldice_s0,B_cldice,02,closing,1.5,4,0.81068,0.81577,2,21,-21
B_cldice_s0,B_cldice,02,closing,2.0,6,0.75682,0.77075,0,24,-24
B_cldice_s0,B_cldice,02,bridge_only,0.0,0,0.84849,0.84988,9,14,-14
B_cldice_s0,B_cldice,02,bridge_only,0.25,1,0.84818,0.85066,9,11,-11
B_cldice_s0,B_cldice,02,bridge_only,0.5,1,0.84818,0.85066,9,11,-11
B_cldice_s0,B_cldice,02,bridge_only,0.75,2,0.8443,0.84714,6,10,-10
B_cldice_s0,B_cldice,02,bridge_only,1.0,3,0.83828,0.84132,4,12,-12
B_cldice_s0,B_cldice,02,bridge_only,1.5,4,0.82965,0.83588,4,11,-11
B_cldice_s0,B_cldice,02,bridge_only,2.0,6,0.80246,0.81777,2,11,-11
B_cldice_s0,B_cldice,03,closing,0.0,0,0.79554,0.78075,29,47,-47
B_cldice_s0,B_cldice,03,closing,0.25,1,0.79703,0.78087,25,50,-50
B_cldice_s0,B_cldice,03,closing,0.5,1,0.79703,0.78087,25,50,-50
B_cldice_s0,B_cldice,03,closing,0.75,2,0.80005,0.78194,21,53,-53
B_cldice_s0,B_cldice,03,closing,1.0,3,0.7953,0.77429,17,52,-52
B_cldice_s0,B_cldice,03,closing,1.5,4,0.78516,0.76442,15,52,-52
B_cldice_s0,B_cldice,03,closing,2.0,6,0.74978,0.73637,11,58,-58
B_cldice_s0,B_cldice,03,bridge_only,0.0,0,0.79554,0.78075,29,47,-47
B_cldice_s0,B_cldice,03,bridge_only,0.25,1,0.79621,0.78108,27,44,-44
B_cldice_s0,B_cldice,03,bridge_only,0.5,1,0.79621,0.78108,27,44,-44
B_cldice_s0,B_cldice,03,bridge_only,0.75,2,0.7967,0.78125,24,45,-45
B_cldice_s0,B_cldice,03,bridge_only,1.0,3,0.7943,0.77732,20,45,-45
B_cldice_s0,B_cldice,03,bridge_only,1.5,4,0.78841,0.77108,18,44,-44
B_cldice_s0,B_cldice,03,bridge_only,2.0,6,0.76652,0.75939,15,44,-44
B_cldice_s0,B_cldice,04,closing,0.0,0,0.82389,0.79391,11,41,-41
