epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4608,0.8083,0.8378,60.75,30.8,4.2335,1.2
20,0.4437,0.8044,0.8465,44.8,27.5,4.2763,2.5
30,0.4367,0.8002,0.8502,49.0,26.45,3.9527,3.7
40,0.4265,0.8034,0.8498,44.8,29.05,4.2634,4.9
50,0.4295,0.8,0.8521,45.3,24.35,3.8257,6.1
60,0.4231,0.8002,0.8542,39.45,21.75,4.0416,7.3
70,0.4236,0.7997,0.8541,43.2,23.35,3.987,8.5
80,0.4233,0.8011,0.8524,37.9,24.6,4.1427,9.8
90,0.4192,0.8009,0.852,35.15,25.65,4.4664,11.0
100,0.4164,0.7992,0.856,37.4,21.75,3.8541,12.2
