epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.2311,0.9219,0.9473,17.95,20.65,2.3384,0.7
20,0.2063,0.8965,0.9155,25.95,40.15,5.099,1.4
30,0.1907,0.9276,0.9515,17.35,16.5,2.2838,2.1
40,0.1823,0.924,0.95,15.7,13.65,2.1704,2.8
50,0.1769,0.9219,0.9477,18.05,16.2,2.4967,3.5
60,0.17,0.9234,0.951,14.5,12.45,2.1887,4.1
70,0.1703,0.923,0.9464,19.15,19.3,2.5637,4.8
80,0.1619,0.9234,0.9508,16.05,14.35,2.2374,5.5
90,0.1619,0.9235,0.9489,15.0,13.15,2.3278,6.2
100,0.1617,0.9278,0.9516,16.95,14.65,2.1787,6.9
