epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5147,0.8011,0.8175,86.4,43.0,4.6989,2.7
20,0.4998,0.81,0.8228,78.0,33.4,4.587,5.4
30,0.4911,0.8056,0.8192,74.0,42.6,4.3609,8.1
40,0.4864,0.8088,0.8256,64.4,34.4,3.9043,10.8
50,0.4784,0.8093,0.8213,72.4,37.6,4.2957,13.5
60,0.4765,0.8128,0.8307,62.4,32.2,3.9777,16.2
70,0.4755,0.8125,0.824,55.0,33.6,4.4304,18.9
80,0.4678,0.8114,0.8272,58.8,36.6,3.8393,21.6
90,0.4661,0.8129,0.8224,44.8,35.0,4.4831,24.3
100,0.4662,0.8148,0.8255,67.0,32.2,3.8956,27.0
