epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4547,0.8214,0.8258,54.2,28.55,5.08,1.5
20,0.4414,0.825,0.8327,56.05,26.0,3.8539,3.0
30,0.431,0.8236,0.8335,60.15,24.7,3.6435,4.4
40,0.4295,0.8238,0.8273,51.5,28.2,4.4172,5.9
50,0.4211,0.8248,0.8342,50.7,27.2,3.9735,7.3
60,0.4218,0.8225,0.8368,56.05,23.75,3.601,8.8
70,0.4194,0.8243,0.8369,52.05,22.8,3.6358,10.2
80,0.4076,0.827,0.8351,55.35,25.5,3.5691,11.7
90,0.4081,0.8226,0.8329,69.0,22.55,3.5534,13.2
100,0.4085,0.8247,0.8348,55.95,25.7,4.0054,14.6
