epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4218,0.8194,0.8335,60.4,34.4,4.1929,1.1
20,0.3911,0.8208,0.8314,65.6,34.2,3.7219,2.1
30,0.3718,0.8206,0.833,51.2,30.2,3.8657,3.1
40,0.3639,0.8154,0.8193,68.2,35.2,4.0718,4.2
50,0.3569,0.8148,0.8197,74.6,34.0,3.9042,5.2
60,0.347,0.8158,0.824,64.2,30.8,4.0216,6.2
70,0.3379,0.8147,0.8203,67.4,32.0,3.6454,7.3
80,0.3358,0.8153,0.8188,72.6,33.2,3.67,8.5
90,0.3315,0.8135,0.8161,73.8,30.0,3.8278,9.6
100,0.3288,0.8131,0.8135,71.2,32.8,3.7024,10.7
