epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4305,0.82,0.8403,58.2,37.8,3.7092,1.2
20,0.4074,0.8182,0.8309,75.4,39.0,3.6008,2.3
30,0.3855,0.82,0.833,71.2,31.6,3.6404,3.4
40,0.3753,0.8206,0.8335,60.2,30.4,3.4778,4.4
50,0.3661,0.8199,0.8289,68.4,29.4,3.4312,5.5
60,0.3576,0.8163,0.824,78.6,32.8,3.4952,6.5
70,0.3524,0.8147,0.8226,71.2,33.8,3.6303,7.6
80,0.3475,0.8142,0.8217,83.0,34.4,3.4163,8.6
90,0.3393,0.8152,0.8202,69.0,31.6,3.5529,9.7
100,0.338,0.8169,0.8189,67.2,32.8,3.6105,10.7
