epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.3539,0.8199,0.8553,71.8,18.1,6.8087,0.8
20,0.3199,0.8164,0.8579,80.9,20.8,5.883,1.6
30,0.2976,0.8125,0.8534,75.3,19.6,6.2888,2.4
40,0.2849,0.8081,0.8527,68.6,22.3,6.7418,3.2
50,0.2777,0.8097,0.8474,80.7,20.8,7.448,3.9
60,0.2648,0.795,0.8415,83.6,21.9,7.4586,4.7
70,0.2582,0.8122,0.8515,77.2,19.9,6.4707,5.5
80,0.2475,0.8159,0.8538,66.6,19.2,6.3713,6.3
90,0.2431,0.7979,0.8388,83.9,20.2,7.9169,7.0
100,0.2368,0.7849,0.8297,75.8,20.7,8.659,7.8
