epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.6046,0.8186,0.827,71.1,26.9,4.1215,0.8
20,0.5623,0.8158,0.8242,83.05,28.55,4.0059,1.6
30,0.5451,0.8129,0.8211,86.85,28.4,4.0403,2.4
40,0.5298,0.8135,0.824,81.85,25.45,4.2182,3.2
50,0.519,0.8125,0.8186,85.8,28.05,4.1397,4.0
60,0.5132,0.8106,0.8181,90.75,25.95,4.5424,4.7
70,0.5024,0.8116,0.8126,100.4,26.0,4.5064,5.5
80,0.4954,0.8111,0.8157,100.2,25.5,4.4259,6.3
90,0.4918,0.8107,0.812,94.35,26.4,4.6181,7.1
100,0.4876,0.8092,0.8108,97.45,26.95,4.6778,7.9
