epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4255,0.8185,0.841,51.2,35.6,3.9931,1.2
20,0.3971,0.8192,0.8409,51.0,30.0,3.8459,2.3
30,0.3894,0.8202,0.8378,51.8,30.2,3.7591,3.5
40,0.3736,0.8164,0.8385,59.6,29.6,3.4008,4.6
50,0.3662,0.8141,0.8357,57.6,29.0,3.8182,5.7
60,0.3567,0.8169,0.8345,55.4,29.0,3.7248,6.8
70,0.3498,0.8157,0.8255,73.6,32.0,3.5298,8.0
80,0.3452,0.8185,0.8234,65.6,29.6,3.8776,9.1
90,0.3428,0.8163,0.8215,59.8,31.6,3.7121,10.2
100,0.3425,0.8163,0.8171,72.6,30.2,3.4778,11.3
