epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4234,0.8084,0.8399,48.2,28.5,4.5372,1.1
20,0.4033,0.8032,0.8385,56.3,26.55,4.4637,2.3
30,0.3908,0.8031,0.8411,49.35,29.8,4.4116,3.4
40,0.3829,0.7991,0.8415,55.05,25.1,4.4371,4.5
50,0.3761,0.799,0.8414,53.45,25.85,4.5951,5.6
60,0.3692,0.7951,0.8378,61.45,23.75,4.5992,6.8
70,0.3662,0.8045,0.837,54.55,26.45,4.5054,7.9
80,0.3634,0.7988,0.8381,56.85,25.0,4.7149,9.0
90,0.3563,0.8009,0.8328,57.2,27.55,4.5648,10.1
100,0.3541,0.8039,0.8318,57.05,27.4,4.7061,11.2
