image,width_multiple,min_size,dice,cldice,betti0_err,betti1_err
test_071.png,0.0,0,0.65491,0.94608,12,14
test_071.png,0.21,8,0.65488,0.9464,6,14
test_071.png,0.52,19,0.65492,0.94665,3,14
test_071.png,1.04,37,0.65492,0.94665,3,14
test_071.png,2.08,75,0.65439,0.94613,1,14
test_071.png,5.21,188,0.65439,0.94613,1,14
test_071.png,10.42,375,0.65439,0.94613,1,14
test_072.png,0.0,0,0.4637,0.88101,43,23
test_072.png,0.21,8,0.4634,0.88114,24,23
test_072.png,0.52,19,0.46302,0.88142,19,23
test_072.png,1.04,37,0.46306,0.88288,15,23
test_072.png,2.08,75,0.46145,0.88115,13,23
test_072.png,5.21,188,0.45738,0.88052,6,23
test_072.png,10.42,375,0.4472,0.87032,3,23
test_073.png,0.0,0,0.81371,0.98268,10,3
test_073.png,0.21,8,0.81377,0.98284,2,3
test_073.png,0.52,19,0.81374,0.98272,0,3
test_073.png,1.04,37,0.81386,0.98288,1,3
test_073.png,2.08,75,0.81386,0.98288,1,3
test_073.png,5.21,188,0.81386,0.98288,1,3
test_073.png,10.42,375,0.81386,0.98288,1,3
test_074.png,0.0,0,0.64394,0.98777,2,3
test_074.png,0.21,8,0.64394,0.9878,1,3
test_074.png,0.52,19,0.64381,0.98773,0,3
test_074.png,1.04,37,0.64381,0.98773,0,3
test_074.png,2.08,75,0.64381,0.98773,0,3
test_074.png,5.21,188,0.64381,0.98773,0,3
test_074.png,10.42,375,0.64381,0.98773,0,3
test_075.png,0.0,0,0.58767,0.9836,7,6
test_075.png,0.21,8,0.58756,0.98343,5,6
test_075.png,0.52,19,0.58757,0.98352,2,6
test_075.png,1.04,37,0.58727,0.98294,1,6
test_075.png,2.08,75,0.58727,0.98294,1,6
test_075.png,5.21,188,0.58758,0.98442,0,6
test_075.png,10.42,375,0.58758,0.98442,0,6
test_076.png,0.0,0,0.87378,0.99681,2,1
test_076.png,0.21,8,0.87385,0.99705,0,1
test_076.png,0.52,19,0.87385,0.99705,0,1
test_076.png,1.04,37,0.87385,0.99705,0,1
test_076.png,2.08,75,0.87385,0.99705,0,1
test_076.png,5.21,188,0.87385,0.99705,0,1
