epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.7869,0.8138,0.8371,81.4,30.8,3.5517,0.9
20,0.7692,0.817,0.8379,73.2,28.6,3.1657,1.8
30,0.7565,0.8201,0.8402,67.0,28.4,2.8155,2.7
40,0.7463,0.819,0.8369,82.8,28.4,3.334,3.6
50,0.7448,0.8186,0.8385,69.8,27.2,3.0578,4.4
60,0.7367,0.8227,0.8436,67.6,27.8,2.6583,5.3
70,0.7296,0.823,0.845,53.0,27.6,2.8258,6.1
80,0.7221,0.8229,0.8445,55.0,27.8,2.7073,7.0
90,0.723,0.8192,0.8399,71.0,26.6,2.848,7.9
100,0.7239,0.8201,0.8429,62.4,26.2,2.8944,8.7
