epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4017,0.9202,0.9569,10.05,13.05,2.699,0.8
20,0.3724,0.9207,0.9591,8.65,10.15,2.3532,1.6
30,0.3595,0.9224,0.9588,9.2,12.8,2.5369,2.4
40,0.3566,0.9216,0.9579,8.2,13.35,2.4198,3.2
50,0.3478,0.9244,0.9581,10.15,15.35,2.4613,4.0
60,0.3365,0.9234,0.9613,10.3,10.4,2.2794,4.8
70,0.3368,0.9246,0.9619,7.5,9.4,2.2302,5.6
80,0.3348,0.9253,0.961,7.85,13.7,2.3427,6.4
90,0.3373,0.9229,0.9586,8.3,13.1,2.4159,7.2
100,0.3284,0.9231,0.9589,9.2,14.5,2.3835,8.0
