epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5235,0.8163,0.8274,75.45,24.55,4.1357,0.9
20,0.4962,0.8167,0.825,70.35,27.85,4.2054,1.9
30,0.4798,0.8168,0.8251,69.05,27.85,4.2364,2.8
40,0.4742,0.8158,0.8266,65.05,27.15,4.291,3.7
50,0.4644,0.8175,0.8253,69.9,27.95,3.9397,4.6
60,0.4593,0.8149,0.8224,76.1,26.1,4.3584,5.5
70,0.4528,0.816,0.8235,72.6,28.1,4.0466,6.4
80,0.4463,0.8144,0.8202,80.85,28.15,4.1444,7.3
90,0.4457,0.8111,0.8157,87.1,28.6,4.3681,8.2
100,0.4439,0.813,0.8171,73.55,27.05,4.3267,9.2
