epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4772,0.8222,0.8343,74.2,28.2,3.5066,0.8
20,0.4614,0.8156,0.8268,68.6,32.4,3.9812,1.6
30,0.453,0.822,0.8306,69.2,32.2,3.33,2.3
40,0.449,0.8251,0.8334,55.0,31.6,3.5033,3.1
50,0.4504,0.8247,0.8296,60.6,32.0,3.2797,3.8
60,0.4429,0.8237,0.8332,60.4,29.4,3.3391,4.6
70,0.438,0.8258,0.8355,54.6,32.0,3.1638,5.4
80,0.4419,0.8226,0.8317,67.2,30.8,3.1538,6.1
90,0.434,0.8244,0.8343,57.0,33.0,3.0454,6.9
100,0.4374,0.8266,0.8364,48.0,28.6,3.2327,7.6
