epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.6505,0.8154,0.8287,80.75,26.8,3.656,0.9
20,0.632,0.8164,0.8314,75.8,24.05,3.7812,1.8
30,0.6207,0.8212,0.8326,71.15,25.2,3.5791,2.7
40,0.6153,0.8229,0.8339,62.4,25.2,3.7705,3.6
50,0.6152,0.8236,0.8328,62.95,25.0,3.6804,4.5
60,0.6104,0.8205,0.8354,64.3,24.95,3.5858,5.3
70,0.6063,0.8209,0.8338,72.25,25.05,3.5309,6.2
80,0.6064,0.8192,0.8311,62.3,27.1,3.5746,7.1
90,0.6075,0.8204,0.8324,59.8,26.1,3.5262,8.0
100,0.6002,0.8228,0.8343,59.05,26.6,3.5948,8.8
