epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.2668,0.9169,0.9605,4.2,7.75,2.3418,1.1
20,0.2401,0.9191,0.9623,4.5,10.25,2.3236,2.2
30,0.2348,0.92,0.9598,4.3,7.9,2.4195,3.2
40,0.2295,0.9203,0.9606,4.85,8.0,2.4515,4.3
50,0.2209,0.921,0.9613,4.65,9.7,2.5158,5.4
60,0.2204,0.9222,0.9621,6.7,10.7,2.3663,6.5
70,0.2182,0.921,0.9626,5.7,8.55,2.3838,7.6
80,0.2144,0.9244,0.9635,5.15,9.85,2.2673,8.6
90,0.2119,0.9233,0.9624,5.6,8.8,2.4116,9.5
100,0.2113,0.9228,0.962,4.6,11.0,2.4365,10.4
