epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.455,0.8019,0.8458,49.55,27.5,4.4744,1.2
20,0.4385,0.8005,0.8462,52.65,28.5,4.1696,2.3
30,0.4339,0.7984,0.8517,44.45,25.35,4.187,3.5
40,0.4272,0.8022,0.8502,37.05,26.8,4.4014,4.6
50,0.4276,0.7965,0.8538,41.85,26.65,3.949,5.8
60,0.4265,0.8002,0.8518,40.6,25.35,4.0264,7.0
70,0.4283,0.7991,0.8523,40.4,26.75,4.042,8.1
80,0.4171,0.797,0.8561,38.75,24.8,3.9649,9.3
90,0.4224,0.7995,0.8552,38.05,25.25,3.9879,10.4
100,0.4203,0.7992,0.8538,37.85,25.7,4.0329,11.6
