epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.6611,0.7929,0.8242,171.4286,21.8571,8.2692,0.7
20,0.6428,0.809,0.8255,187.8571,33.1429,5.3341,1.5
30,0.6332,0.8112,0.8356,113.8571,33.2857,5.5602,2.2
40,0.6259,0.8112,0.8291,160.4286,32.8571,4.8562,2.9
50,0.6188,0.8106,0.8287,168.5714,32.1429,5.3243,3.6
60,0.6161,0.8096,0.8295,180.0,31.8571,5.372,4.3
70,0.6142,0.815,0.8382,112.0,30.5714,4.9426,5.0
80,0.6126,0.8147,0.8319,130.5714,27.0,4.8199,5.7
90,0.6102,0.8135,0.832,127.7143,33.2857,4.6913,6.4
100,0.6077,0.8145,0.8342,132.1429,25.7143,4.8254,7.1
