epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4953,0.804,0.8159,257.8667,47.4667,8.7379,0.8
20,0.4809,0.8016,0.8128,279.7333,45.7333,9.2984,1.6
30,0.4689,0.8087,0.8183,187.8667,48.5333,7.9786,2.3
40,0.459,0.8109,0.8219,192.0,48.0,7.3197,3.1
50,0.4554,0.8116,0.8213,198.0667,44.7333,7.0097,3.9
60,0.4586,0.8097,0.8212,188.6667,44.8667,7.4739,4.6
70,0.4521,0.811,0.8208,177.4667,45.8667,7.2903,5.4
80,0.4545,0.812,0.8211,184.8,46.0,6.8566,6.2
90,0.4465,0.81,0.8178,195.7333,48.1333,7.3289,6.9
100,0.4429,0.8104,0.8204,178.6667,48.8667,7.2275,7.7
