epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4181,0.8133,0.8261,80.45,31.35,4.258,1.1
20,0.3959,0.8156,0.8324,62.0,25.35,4.2573,2.2
30,0.3822,0.8139,0.8236,71.2,29.25,4.2725,3.2
40,0.3691,0.8147,0.8274,61.5,26.05,4.4675,4.3
50,0.3676,0.808,0.8268,65.8,23.6,4.5099,5.3
60,0.3618,0.8113,0.8256,67.95,26.65,4.4049,6.4
70,0.352,0.8134,0.8189,67.85,27.4,4.472,7.4
80,0.3509,0.8116,0.8195,59.25,28.1,4.7708,8.5
90,0.3444,0.8121,0.8199,64.9,27.65,4.386,9.5
100,0.3448,0.8119,0.8188,74.4,26.55,4.4594,10.6
