epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4198,0.8121,0.8211,82.25,31.9,4.4647,6.2
20,0.3949,0.818,0.8317,57.95,25.35,4.1793,12.4
30,0.3848,0.8143,0.8249,65.6,28.2,4.5655,18.5
40,0.369,0.8165,0.8283,61.65,26.4,4.1776,24.7
50,0.3687,0.8134,0.8213,65.75,26.25,4.2918,30.9
60,0.3621,0.8137,0.8213,65.25,26.0,4.3604,37.1
70,0.3535,0.8131,0.817,73.85,28.35,4.4942,43.2
80,0.3506,0.8115,0.8198,63.5,29.55,4.4619,49.4
90,0.344,0.811,0.8183,66.0,29.85,4.3353,55.6
100,0.3457,0.81,0.8177,74.5,27.15,4.374,61.7
