epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4787,0.817,0.829,88.0,28.2,3.2778,0.8
20,0.4633,0.8238,0.8357,66.4,30.0,3.4147,1.5
30,0.4558,0.8213,0.8309,75.8,33.0,3.0995,2.2
40,0.4511,0.8242,0.835,64.0,30.8,3.2427,3.0
50,0.4487,0.8247,0.831,67.0,29.8,3.4525,3.7
60,0.4425,0.8245,0.8339,72.8,29.8,3.2427,4.4
70,0.4422,0.8223,0.8311,65.6,29.2,3.1657,5.1
80,0.4419,0.8217,0.8308,67.4,29.0,3.2325,5.9
90,0.4406,0.8237,0.8329,61.8,28.4,3.5193,6.6
100,0.4362,0.8241,0.8328,62.8,31.0,3.1981,7.3
