epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.3473,0.8144,0.8672,74.6667,0.6667,7.3228,0.6
20,0.3042,0.8279,0.8639,78.3333,3.6667,6.9614,1.2
30,0.2825,0.8429,0.8716,69.0,6.6667,5.347,1.7
40,0.2668,0.8323,0.8635,85.3333,3.6667,7.4239,2.3
50,0.2514,0.8312,0.8663,76.6667,6.6667,6.6541,2.9
60,0.2439,0.8363,0.8611,101.3333,7.0,6.7505,3.4
70,0.242,0.8374,0.8637,87.3333,7.6667,6.2672,4.0
80,0.2277,0.8421,0.8664,79.3333,8.6667,5.7563,4.6
90,0.2207,0.8333,0.8611,91.0,6.6667,7.6264,5.1
100,0.2158,0.8314,0.8596,77.0,5.3333,7.4925,5.7
