epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.6909,0.815,0.8312,76.5,25.25,4.2957,1.1
20,0.6562,0.8109,0.8192,95.35,28.45,4.5428,2.1
30,0.6216,0.8167,0.8254,82.2,26.85,4.084,3.2
40,0.6146,0.8147,0.8225,66.9,29.75,4.5866,4.2
50,0.6033,0.8146,0.8216,72.75,24.7,4.4425,5.2
60,0.5893,0.8123,0.8216,75.3,27.2,4.4778,6.3
70,0.5934,0.8086,0.815,85.0,27.75,4.4973,7.3
80,0.5855,0.808,0.8134,98.45,28.85,4.837,8.3
90,0.5755,0.8089,0.8148,82.45,29.8,4.8004,9.3
100,0.5733,0.8099,0.8156,89.05,27.6,4.7526,10.4
