epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4405,0.8233,0.8348,89.6,30.2,3.2797,0.8
20,0.41,0.8197,0.8273,76.6,32.2,3.5174,1.6
30,0.3913,0.8194,0.8255,77.4,33.0,3.6552,2.4
40,0.3749,0.8184,0.8221,87.4,30.8,3.7141,3.2
50,0.3671,0.8164,0.8185,76.4,34.2,3.919,4.0
60,0.3603,0.8187,0.8229,78.4,33.4,3.6797,4.8
70,0.3571,0.8139,0.8182,96.2,33.4,3.4797,5.6
80,0.3475,0.8149,0.818,81.0,35.6,3.5683,6.3
90,0.3432,0.8136,0.8146,98.6,30.6,3.5839,7.1
100,0.3412,0.8125,0.8128,89.4,31.2,3.6008,7.8
