epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4587,0.8017,0.8358,56.4,25.2,4.8463,1.3
20,0.4451,0.8087,0.8423,51.4,21.95,4.1645,2.5
30,0.4317,0.804,0.848,41.8,23.95,4.3425,3.7
40,0.4335,0.7977,0.8539,39.55,21.05,3.8789,5.0
50,0.4289,0.8029,0.8518,40.5,27.0,4.1166,6.2
60,0.4211,0.8032,0.8526,35.5,24.5,4.2441,7.4
70,0.4196,0.7983,0.855,34.85,23.45,4.1114,8.6
80,0.4206,0.7968,0.856,34.75,20.8,3.8626,9.8
90,0.421,0.7985,0.854,37.3,23.85,3.8051,11.0
100,0.4146,0.7998,0.8543,37.8,23.75,4.0089,12.2
