epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.455,0.7964,0.8483,51.65,26.15,4.3129,1.2
20,0.4383,0.7999,0.8486,51.8,28.2,4.1634,2.4
30,0.4325,0.7987,0.8531,46.65,24.85,4.1138,3.6
40,0.4277,0.802,0.851,37.2,25.7,4.3331,4.8
50,0.427,0.7978,0.8554,41.45,27.95,3.927,6.0
60,0.4264,0.8031,0.8523,35.7,27.25,4.3486,7.2
70,0.4273,0.8024,0.8522,39.4,25.75,4.1633,8.4
80,0.418,0.7983,0.8551,45.1,25.6,3.9943,9.6
90,0.4218,0.7982,0.855,37.65,25.6,3.9348,10.8
100,0.4202,0.8006,0.8542,35.5,26.15,4.0347,12.1
