epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4733,0.809,0.8171,80.15,34.4,4.9943,8.4
20,0.4591,0.8177,0.8246,74.5,27.2,4.2397,16.7
30,0.4472,0.8198,0.8289,63.25,26.1,4.2864,25.1
40,0.4387,0.82,0.824,52.45,26.6,5.1008,33.7
50,0.4376,0.8197,0.8257,56.0,26.0,4.8715,41.9
60,0.4371,0.8227,0.8294,65.2,25.45,4.1639,49.1
70,0.433,0.8224,0.8324,52.45,24.95,4.3983,55.1
80,0.4304,0.8216,0.8279,56.75,27.65,4.5463,60.9
90,0.4302,0.823,0.8314,51.35,26.65,4.5377,66.0
100,0.4244,0.8215,0.8258,57.0,26.1,4.7241,70.8
