epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4688,0.8094,0.8442,38.8,32.0,4.3994,1.2
20,0.45,0.8109,0.8509,49.4,33.4,3.5345,2.4
30,0.4458,0.8077,0.8493,45.2,31.0,3.7543,3.6
40,0.4407,0.811,0.8487,38.4,32.8,3.9663,4.8
50,0.4338,0.8106,0.8542,36.0,29.6,3.9903,6.0
60,0.4328,0.8074,0.8568,40.0,27.8,3.3767,7.2
70,0.4303,0.8104,0.8537,36.0,30.8,3.7131,8.4
80,0.4273,0.8093,0.8578,36.2,28.2,3.5638,9.6
90,0.4281,0.8091,0.8592,35.2,27.2,3.4435,10.7
100,0.4236,0.8065,0.8576,43.4,27.0,3.1786,11.8
