epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.3973,0.8171,0.8353,34.35,26.15,5.0426,1.7
20,0.3678,0.8189,0.8289,44.7,23.75,4.2845,3.3
30,0.3388,0.8188,0.8244,56.05,25.3,4.1271,4.9
40,0.3052,0.8134,0.8101,87.1,24.4,3.8518,6.6
50,0.2783,0.8069,0.7988,92.8,25.6,3.9521,8.2
60,0.2443,0.8066,0.7993,112.6,26.75,3.99,9.9
70,0.2265,0.8053,0.7982,115.9,26.9,4.2033,11.6
80,0.2075,0.805,0.8013,103.2,27.85,4.1147,13.2
90,0.1875,0.8056,0.8013,112.15,24.85,4.1141,14.9
100,0.1954,0.7966,0.7866,152.9,24.45,4.2639,16.5
