epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.65,0.8193,0.8328,78.4,26.5,3.7935,0.9
20,0.6348,0.8184,0.8278,77.75,29.95,3.7057,1.8
30,0.6279,0.8178,0.83,70.55,29.25,3.604,2.7
40,0.6202,0.823,0.8344,64.8,28.2,3.6807,3.6
50,0.6131,0.8207,0.8367,66.0,27.2,3.5509,4.5
60,0.6184,0.8204,0.8351,63.95,28.7,3.6245,5.3
70,0.6119,0.8204,0.8369,58.55,25.0,3.5829,6.2
80,0.6036,0.8217,0.8347,72.2,27.75,3.4342,7.1
90,0.6026,0.8214,0.8332,73.2,25.05,3.5478,8.0
100,0.6018,0.823,0.836,60.75,25.7,3.5443,8.9
