epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5998,0.8223,0.8313,88.6,28.2,3.3683,0.7
20,0.5471,0.8203,0.8288,92.0,31.4,3.4008,1.4
30,0.5234,0.8158,0.8227,101.6,34.8,3.3277,2.1
40,0.5074,0.813,0.817,97.8,33.0,3.5103,2.8
50,0.4909,0.8147,0.8185,115.6,32.2,3.5812,3.5
60,0.4834,0.8154,0.8171,98.2,27.6,3.6894,4.2
70,0.4756,0.814,0.818,109.6,30.2,3.5023,4.9
80,0.4676,0.8137,0.8202,95.2,28.8,3.7193,5.5
90,0.4597,0.8078,0.8112,119.2,33.2,3.3277,6.2
100,0.4599,0.8075,0.8105,128.4,31.8,3.6578,6.9
