epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.6528,0.8188,0.833,67.75,29.9,4.1434,0.9
20,0.642,0.8198,0.8326,75.35,28.25,3.5915,1.8
30,0.6262,0.8204,0.8314,73.95,25.5,3.667,2.7
40,0.6205,0.8194,0.8309,76.8,29.7,3.6462,3.6
50,0.6149,0.8192,0.8307,71.4,27.35,3.656,4.5
60,0.6172,0.8196,0.831,79.55,27.45,3.5952,5.4
70,0.6165,0.8228,0.8356,59.25,28.3,3.7083,6.2
80,0.6093,0.8207,0.8351,66.9,26.6,3.54,7.1
90,0.6084,0.8193,0.8318,76.85,26.0,3.5696,8.0
100,0.6062,0.8212,0.836,66.45,26.05,3.6143,8.9
